"Country"	"variable"	"value"
"Australia"	"4_1_3"	28.4
"Austria"	"4_1_3"	23.8
"Belgium"	"4_1_3"	25.9
"Canada"	"4_1_3"	27.8
"Switzerland"	"4_1_3"	NA
"Chile"	"4_1_3"	27.9
"Czech Republic"	"4_1_3"	16.2
"Germany"	"4_1_3"	30.3
"Denmark"	"4_1_3"	29.5
"Spain"	"4_1_3"	21.2
"Estonia"	"4_1_3"	19.7
"Finland"	"4_1_3"	32.7
"France"	"4_1_3"	20.5
"United Kingdom"	"4_1_3"	24.2
"Greece"	"4_1_3"	10.7
"Hungary"	"4_1_3"	NA
"Ireland"	"4_1_3"	24.6
"Israel"	"4_1_3"	23.9
"Italy"	"4_1_3"	13.6
"Japan"	"4_1_3"	22.4
"Korea"	"4_1_3"	26
"Lithuania"	"4_1_3"	21.5
"Luxembourg"	"4_1_3"	NA
"Latvia"	"4_1_3"	NA
"Netherlands"	"4_1_3"	30.3
"Norway"	"4_1_3"	20.1
"New Zealand"	"4_1_3"	22.6
"Poland"	"4_1_3"	19.8
"Portugal"	"4_1_3"	NA
"Slovak Republic"	"4_1_3"	24.9
"Slovenia"	"4_1_3"	18.9
"Sweden"	"4_1_3"	28.8
"Turkey"	"4_1_3"	12.8
"United States"	"4_1_3"	24.9
"OECD"	"4_1_3"	23.2
"Australia"	"4_1_4"	18
"Austria"	"4_1_4"	19.3
"Belgium"	"4_1_4"	22.8
"Canada"	"4_1_4"	25
"Switzerland"	"4_1_4"	NA
"Chile"	"4_1_4"	24.5
"Czech Republic"	"4_1_4"	22.9
"Germany"	"4_1_4"	25.6
"Denmark"	"4_1_4"	10.8
"Spain"	"4_1_4"	25.4
"Estonia"	"4_1_4"	21.1
"Finland"	"4_1_4"	29.8
"France"	"4_1_4"	17.3
"United Kingdom"	"4_1_4"	23.5
"Greece"	"4_1_4"	10.5
"Hungary"	"4_1_4"	NA
"Ireland"	"4_1_4"	25.2
"Israel"	"4_1_4"	23.6
"Italy"	"4_1_4"	19.3
"Japan"	"4_1_4"	28.6
"Korea"	"4_1_4"	25.2
"Lithuania"	"4_1_4"	25.3
"Luxembourg"	"4_1_4"	NA
"Latvia"	"4_1_4"	NA
"Netherlands"	"4_1_4"	21.5
"Norway"	"4_1_4"	11.9
"New Zealand"	"4_1_4"	19.4
"Poland"	"4_1_4"	29.1
"Portugal"	"4_1_4"	NA
"Slovak Republic"	"4_1_4"	26.2
"Slovenia"	"4_1_4"	16.8
"Sweden"	"4_1_4"	12.1
"Turkey"	"4_1_4"	22.2
"United States"	"4_1_4"	21.4
"OECD"	"4_1_4"	21.5
"Australia"	"4_2_1"	15.7
"Austria"	"4_2_1"	7.1
"Belgium"	"4_2_1"	7
"Canada"	"4_2_1"	17.1
"Switzerland"	"4_2_1"	NA
"Chile"	"4_2_1"	8.7
"Czech Republic"	"4_2_1"	25.9
"Germany"	"4_2_1"	21.3
"Denmark"	"4_2_1"	16.4
"Spain"	"4_2_1"	19.8
"Estonia"	"4_2_1"	31.6
"Finland"	"4_2_1"	17.4
"France"	"4_2_1"	15.1
"United Kingdom"	"4_2_1"	21.8
"Greece"	"4_2_1"	9.7
"Hungary"	"4_2_1"	NA
"Ireland"	"4_2_1"	21.1
"Israel"	"4_2_1"	18.5
"Italy"	"4_2_1"	17.8
"Japan"	"4_2_1"	18.3
"Korea"	"4_2_1"	13
"Lithuania"	"4_2_1"	26
"Luxembourg"	"4_2_1"	NA
"Latvia"	"4_2_1"	NA
"Netherlands"	"4_2_1"	24.5
"Norway"	"4_2_1"	27.6
"New Zealand"	"4_2_1"	19
"Poland"	"4_2_1"	22
"Portugal"	"4_2_1"	NA
"Slovak Republic"	"4_2_1"	31.5
"Slovenia"	"4_2_1"	11.9
"Sweden"	"4_2_1"	23.2
"Turkey"	"4_2_1"	9.9
"United States"	"4_2_1"	21
"OECD"	"4_2_1"	18.6
"Australia"	"4_2_2"	NA
"Austria"	"4_2_2"	-3.4
"Belgium"	"4_2_2"	15.6
"Canada"	"4_2_2"	26.7
"Switzerland"	"4_2_2"	NA
"Chile"	"4_2_2"	34.6
"Czech Republic"	"4_2_2"	32.3
"Germany"	"4_2_2"	27
"Denmark"	"4_2_2"	16.2
"Spain"	"4_2_2"	25.5
"Estonia"	"4_2_2"	39.2
"Finland"	"4_2_2"	32.4
"France"	"4_2_2"	24.3
"United Kingdom"	"4_2_2"	30.4
"Greece"	"4_2_2"	13.3
"Hungary"	"4_2_2"	NA
"Ireland"	"4_2_2"	28.8
"Israel"	"4_2_2"	36.8
"Italy"	"4_2_2"	23.1
"Japan"	"4_2_2"	8.7
"Korea"	"4_2_2"	15.3
"Lithuania"	"4_2_2"	31.1
"Luxembourg"	"4_2_2"	NA
"Latvia"	"4_2_2"	NA
"Netherlands"	"4_2_2"	33.7
"Norway"	"4_2_2"	23.2
"New Zealand"	"4_2_2"	31
"Poland"	"4_2_2"	24
"Portugal"	"4_2_2"	NA
"Slovak Republic"	"4_2_2"	35
"Slovenia"	"4_2_2"	12.6
"Sweden"	"4_2_2"	28.3
"Turkey"	"4_2_2"	13.1
"United States"	"4_2_2"	35.7
"OECD"	"4_2_2"	24.8
"Australia"	"4_2_3"	6.4
"Austria"	"4_2_3"	-4.6
"Belgium"	"4_2_3"	13.5
"Canada"	"4_2_3"	6.7
"Switzerland"	"4_2_3"	NA
"Chile"	"4_2_3"	9.4
"Czech Republic"	"4_2_3"	6.2
"Germany"	"4_2_3"	4.9
"Denmark"	"4_2_3"	-2.2
"Spain"	"4_2_3"	8.7
"Estonia"	"4_2_3"	8
"Finland"	"4_2_3"	7
"France"	"4_2_3"	9
"United Kingdom"	"4_2_3"	3
"Greece"	"4_2_3"	-4.2
"Hungary"	"4_2_3"	NA
"Ireland"	"4_2_3"	-0.1
"Israel"	"4_2_3"	0
"Italy"	"4_2_3"	11
"Japan"	"4_2_3"	8.5
"Korea"	"4_2_3"	5.9
"Lithuania"	"4_2_3"	2.4
"Luxembourg"	"4_2_3"	NA
"Latvia"	"4_2_3"	NA
"Netherlands"	"4_2_3"	11.2
"Norway"	"4_2_3"	4.8
"New Zealand"	"4_2_3"	2.1
"Poland"	"4_2_3"	8.9
"Portugal"	"4_2_3"	NA
"Slovak Republic"	"4_2_3"	14.4
"Slovenia"	"4_2_3"	9.2
"Sweden"	"4_2_3"	3.2
"Turkey"	"4_2_3"	5.9
"United States"	"4_2_3"	-10.5
"OECD"	"4_2_3"	5.1
"Australia"	"4_2_4"	17.9
"Austria"	"4_2_4"	10.4
"Belgium"	"4_2_4"	10.2
"Canada"	"4_2_4"	16
"Switzerland"	"4_2_4"	NA
"Chile"	"4_2_4"	27.1
"Czech Republic"	"4_2_4"	14.9
"Germany"	"4_2_4"	18.9
"Denmark"	"4_2_4"	14.1
"Spain"	"4_2_4"	21.9
"Estonia"	"4_2_4"	11.2
"Finland"	"4_2_4"	9.6
"France"	"4_2_4"	13.2
"United Kingdom"	"4_2_4"	13.7
"Greece"	"4_2_4"	12.3
"Hungary"	"4_2_4"	NA
"Ireland"	"4_2_4"	19.4
"Israel"	"4_2_4"	15.7
"Italy"	"4_2_4"	12.6
"Japan"	"4_2_4"	16.1
"Korea"	"4_2_4"	24.6
"Lithuania"	"4_2_4"	8.2
"Luxembourg"	"4_2_4"	NA
"Latvia"	"4_2_4"	NA
"Netherlands"	"4_2_4"	8.1
"Norway"	"4_2_4"	11.8
"New Zealand"	"4_2_4"	10.5
"Poland"	"4_2_4"	16.9
"Portugal"	"4_2_4"	NA
"Slovak Republic"	"4_2_4"	15
"Slovenia"	"4_2_4"	1.8
"Sweden"	"4_2_4"	11.5
"Turkey"	"4_2_4"	31.4
"United States"	"4_2_4"	12
"OECD"	"4_2_4"	14.7
"Australia"	"4_1_1_adj"	20.7
"Austria"	"4_1_1_adj"	32.1
"Belgium"	"4_1_1_adj"	28.2
"Canada"	"4_1_1_adj"	22.9
"Switzerland"	"4_1_1_adj"	NA
"Chile"	"4_1_1_adj"	19.6
"Czech Republic"	"4_1_1_adj"	24.9
"Germany"	"4_1_1_adj"	22.6
"Denmark"	"4_1_1_adj"	27.2
"Spain"	"4_1_1_adj"	23.9
"Estonia"	"4_1_1_adj"	18.3
"Finland"	"4_1_1_adj"	28.5
"France"	"4_1_1_adj"	25.4
"United Kingdom"	"4_1_1_adj"	22.2
"Greece"	"4_1_1_adj"	14.6
"Hungary"	"4_1_1_adj"	NA
"Ireland"	"4_1_1_adj"	20.1
"Israel"	"4_1_1_adj"	11.8
"Italy"	"4_1_1_adj"	15.6
"Japan"	"4_1_1_adj"	18.4
"Korea"	"4_1_1_adj"	22.4
"Lithuania"	"4_1_1_adj"	12.6
"Luxembourg"	"4_1_1_adj"	NA
"Latvia"	"4_1_1_adj"	NA
"Netherlands"	"4_1_1_adj"	29.1
"Norway"	"4_1_1_adj"	27
"New Zealand"	"4_1_1_adj"	13.7
"Poland"	"4_1_1_adj"	22.3
"Portugal"	"4_1_1_adj"	NA
"Slovak Republic"	"4_1_1_adj"	17.3
"Slovenia"	"4_1_1_adj"	30.5
"Sweden"	"4_1_1_adj"	20.1
"Turkey"	"4_1_1_adj"	16.8
"United States"	"4_1_1_adj"	12.4
"Australia"	"4_1_2_adj"	5
"Austria"	"4_1_2_adj"	6.5
"Belgium"	"4_1_2_adj"	6.3
"Canada"	"4_1_2_adj"	4.6
"Switzerland"	"4_1_2_adj"	NA
"Chile"	"4_1_2_adj"	14
"Czech Republic"	"4_1_2_adj"	12
"Germany"	"4_1_2_adj"	10.1
"Denmark"	"4_1_2_adj"	0.7
"Spain"	"4_1_2_adj"	5.3
"Estonia"	"4_1_2_adj"	4
"Finland"	"4_1_2_adj"	0.1
"France"	"4_1_2_adj"	3.3
"United Kingdom"	"4_1_2_adj"	5.7
"Greece"	"4_1_2_adj"	3.9
"Hungary"	"4_1_2_adj"	NA
"Ireland"	"4_1_2_adj"	6.5
"Israel"	"4_1_2_adj"	2.7
"Italy"	"4_1_2_adj"	5.7
"Japan"	"4_1_2_adj"	15.6
"Korea"	"4_1_2_adj"	14.6
"Lithuania"	"4_1_2_adj"	3.3
"Luxembourg"	"4_1_2_adj"	NA
"Latvia"	"4_1_2_adj"	NA
"Netherlands"	"4_1_2_adj"	9.2
"Norway"	"4_1_2_adj"	0.3
"New Zealand"	"4_1_2_adj"	5.3
"Poland"	"4_1_2_adj"	2.6
"Portugal"	"4_1_2_adj"	NA
"Slovak Republic"	"4_1_2_adj"	5.4
"Slovenia"	"4_1_2_adj"	1.6
"Sweden"	"4_1_2_adj"	0.8
"Turkey"	"4_1_2_adj"	13.2
"United States"	"4_1_2_adj"	6.3
"Australia"	"4_1_3_adj"	28.4
"Austria"	"4_1_3_adj"	23.8
"Belgium"	"4_1_3_adj"	25.9
"Canada"	"4_1_3_adj"	27.8
"Switzerland"	"4_1_3_adj"	NA
"Chile"	"4_1_3_adj"	27.9
"Czech Republic"	"4_1_3_adj"	16.2
"Germany"	"4_1_3_adj"	30.3
"Denmark"	"4_1_3_adj"	29.5
"Spain"	"4_1_3_adj"	21.2
"Estonia"	"4_1_3_adj"	19.7
"Finland"	"4_1_3_adj"	32.7
"France"	"4_1_3_adj"	20.5
"United Kingdom"	"4_1_3_adj"	24.2
"Greece"	"4_1_3_adj"	10.7
"Hungary"	"4_1_3_adj"	NA
"Ireland"	"4_1_3_adj"	24.6
"Israel"	"4_1_3_adj"	23.9
"Italy"	"4_1_3_adj"	13.6
"Japan"	"4_1_3_adj"	22.4
"Korea"	"4_1_3_adj"	26
"Lithuania"	"4_1_3_adj"	21.5
"Luxembourg"	"4_1_3_adj"	NA
"Latvia"	"4_1_3_adj"	NA
"Netherlands"	"4_1_3_adj"	30.3
"Norway"	"4_1_3_adj"	20.1
"New Zealand"	"4_1_3_adj"	22.6
"Poland"	"4_1_3_adj"	19.8
"Portugal"	"4_1_3_adj"	NA
"Slovak Republic"	"4_1_3_adj"	24.9
"Slovenia"	"4_1_3_adj"	18.9
"Sweden"	"4_1_3_adj"	28.8
"Turkey"	"4_1_3_adj"	12.8
"United States"	"4_1_3_adj"	24.9
"Australia"	"4_1_4_adj"	18
"Austria"	"4_1_4_adj"	19.3
"Belgium"	"4_1_4_adj"	22.8
"Canada"	"4_1_4_adj"	25
"Switzerland"	"4_1_4_adj"	NA
"Chile"	"4_1_4_adj"	24.5
"Czech Republic"	"4_1_4_adj"	22.9
"Germany"	"4_1_4_adj"	25.6
"Denmark"	"4_1_4_adj"	10.8
"Spain"	"4_1_4_adj"	25.4
"Estonia"	"4_1_4_adj"	21.1
"Finland"	"4_1_4_adj"	29.8
"France"	"4_1_4_adj"	17.3
"United Kingdom"	"4_1_4_adj"	23.5
"Greece"	"4_1_4_adj"	10.5
"Hungary"	"4_1_4_adj"	NA
"Ireland"	"4_1_4_adj"	25.2
"Israel"	"4_1_4_adj"	23.6
"Italy"	"4_1_4_adj"	19.3
"Japan"	"4_1_4_adj"	28.6
"Korea"	"4_1_4_adj"	25.2
"Lithuania"	"4_1_4_adj"	25.3
"Luxembourg"	"4_1_4_adj"	NA
"Latvia"	"4_1_4_adj"	NA
"Netherlands"	"4_1_4_adj"	21.5
"Norway"	"4_1_4_adj"	11.9
"New Zealand"	"4_1_4_adj"	19.4
"Poland"	"4_1_4_adj"	29.1
"Portugal"	"4_1_4_adj"	NA
"Slovak Republic"	"4_1_4_adj"	26.2
"Slovenia"	"4_1_4_adj"	16.8
"Sweden"	"4_1_4_adj"	12.1
"Turkey"	"4_1_4_adj"	22.2
"United States"	"4_1_4_adj"	21.4
"Australia"	"4_2_1_adj"	15.7
"Austria"	"4_2_1_adj"	7.1
"Belgium"	"4_2_1_adj"	7
"Canada"	"4_2_1_adj"	17.1
"Switzerland"	"4_2_1_adj"	NA
"Chile"	"4_2_1_adj"	8.7
"Czech Republic"	"4_2_1_adj"	25.9
"Germany"	"4_2_1_adj"	21.3
"Denmark"	"4_2_1_adj"	16.4
"Spain"	"4_2_1_adj"	19.8
"Estonia"	"4_2_1_adj"	31.6
"Finland"	"4_2_1_adj"	17.4
"France"	"4_2_1_adj"	15.1
"United Kingdom"	"4_2_1_adj"	21.8
"Greece"	"4_2_1_adj"	9.7
"Hungary"	"4_2_1_adj"	NA
"Ireland"	"4_2_1_adj"	21.1
"Israel"	"4_2_1_adj"	18.5
"Italy"	"4_2_1_adj"	17.8
"Japan"	"4_2_1_adj"	18.3
"Korea"	"4_2_1_adj"	13
"Lithuania"	"4_2_1_adj"	26
"Luxembourg"	"4_2_1_adj"	NA
"Latvia"	"4_2_1_adj"	NA
"Netherlands"	"4_2_1_adj"	24.5
"Norway"	"4_2_1_adj"	27.6
"New Zealand"	"4_2_1_adj"	19
"Poland"	"4_2_1_adj"	22
"Portugal"	"4_2_1_adj"	NA
"Slovak Republic"	"4_2_1_adj"	31.5
"Slovenia"	"4_2_1_adj"	11.9
"Sweden"	"4_2_1_adj"	23.2
"Turkey"	"4_2_1_adj"	9.9
"United States"	"4_2_1_adj"	21
"Australia"	"4_2_2_adj"	NA
"Austria"	"4_2_2_adj"	3.4
"Belgium"	"4_2_2_adj"	15.6
"Canada"	"4_2_2_adj"	26.7
"Switzerland"	"4_2_2_adj"	NA
"Chile"	"4_2_2_adj"	34.6
"Czech Republic"	"4_2_2_adj"	32.3
"Germany"	"4_2_2_adj"	27
"Denmark"	"4_2_2_adj"	16.2
"Spain"	"4_2_2_adj"	25.5
"Estonia"	"4_2_2_adj"	39.2
"Finland"	"4_2_2_adj"	32.4
"France"	"4_2_2_adj"	24.3
"United Kingdom"	"4_2_2_adj"	30.4
"Greece"	"4_2_2_adj"	13.3
"Hungary"	"4_2_2_adj"	NA
"Ireland"	"4_2_2_adj"	28.8
"Israel"	"4_2_2_adj"	36.8
"Italy"	"4_2_2_adj"	23.1
"Japan"	"4_2_2_adj"	8.7
"Korea"	"4_2_2_adj"	15.3
"Lithuania"	"4_2_2_adj"	31.1
"Luxembourg"	"4_2_2_adj"	NA
"Latvia"	"4_2_2_adj"	NA
"Netherlands"	"4_2_2_adj"	33.7
"Norway"	"4_2_2_adj"	23.2
"New Zealand"	"4_2_2_adj"	31
"Poland"	"4_2_2_adj"	24
"Portugal"	"4_2_2_adj"	NA
"Slovak Republic"	"4_2_2_adj"	35
"Slovenia"	"4_2_2_adj"	12.6
"Sweden"	"4_2_2_adj"	28.3
"Turkey"	"4_2_2_adj"	13.1
"United States"	"4_2_2_adj"	35.7
"Australia"	"4_2_3_adj"	6.4
"Austria"	"4_2_3_adj"	4.6
"Belgium"	"4_2_3_adj"	13.5
"Canada"	"4_2_3_adj"	6.7
"Switzerland"	"4_2_3_adj"	NA
"Chile"	"4_2_3_adj"	9.4
"Czech Republic"	"4_2_3_adj"	6.2
"Germany"	"4_2_3_adj"	4.9
"Denmark"	"4_2_3_adj"	2.2
"Spain"	"4_2_3_adj"	8.7
"Estonia"	"4_2_3_adj"	8
"Finland"	"4_2_3_adj"	7
"France"	"4_2_3_adj"	9
"United Kingdom"	"4_2_3_adj"	3
"Greece"	"4_2_3_adj"	4.2
"Hungary"	"4_2_3_adj"	NA
"Ireland"	"4_2_3_adj"	0.1
"Israel"	"4_2_3_adj"	0
"Italy"	"4_2_3_adj"	11
"Japan"	"4_2_3_adj"	8.5
"Korea"	"4_2_3_adj"	5.9
"Lithuania"	"4_2_3_adj"	2.4
"Luxembourg"	"4_2_3_adj"	NA
"Latvia"	"4_2_3_adj"	NA
"Netherlands"	"4_2_3_adj"	11.2
"Norway"	"4_2_3_adj"	4.8
"New Zealand"	"4_2_3_adj"	2.1
"Poland"	"4_2_3_adj"	8.9
"Portugal"	"4_2_3_adj"	NA
"Slovak Republic"	"4_2_3_adj"	14.4
"Slovenia"	"4_2_3_adj"	9.2
"Sweden"	"4_2_3_adj"	3.2
"Turkey"	"4_2_3_adj"	5.9
"United States"	"4_2_3_adj"	10.5
"Australia"	"4_2_4_adj"	17.9
"Austria"	"4_2_4_adj"	10.4
"Belgium"	"4_2_4_adj"	10.2
"Canada"	"4_2_4_adj"	16
"Switzerland"	"4_2_4_adj"	NA
"Chile"	"4_2_4_adj"	27.1
"Czech Republic"	"4_2_4_adj"	14.9
"Germany"	"4_2_4_adj"	18.9
"Denmark"	"4_2_4_adj"	14.1
"Spain"	"4_2_4_adj"	21.9
"Estonia"	"4_2_4_adj"	11.2
"Finland"	"4_2_4_adj"	9.6
"France"	"4_2_4_adj"	13.2
"United Kingdom"	"4_2_4_adj"	13.7
"Greece"	"4_2_4_adj"	12.3
"Hungary"	"4_2_4_adj"	NA
"Ireland"	"4_2_4_adj"	19.4
"Israel"	"4_2_4_adj"	15.7
"Italy"	"4_2_4_adj"	12.6
"Japan"	"4_2_4_adj"	16.1
"Korea"	"4_2_4_adj"	24.6
"Lithuania"	"4_2_4_adj"	8.2
"Luxembourg"	"4_2_4_adj"	NA
"Latvia"	"4_2_4_adj"	NA
"Netherlands"	"4_2_4_adj"	8.1
"Norway"	"4_2_4_adj"	11.8
"New Zealand"	"4_2_4_adj"	10.5
"Poland"	"4_2_4_adj"	16.9
"Portugal"	"4_2_4_adj"	NA
"Slovak Republic"	"4_2_4_adj"	15
"Slovenia"	"4_2_4_adj"	1.8
"Sweden"	"4_2_4_adj"	11.5
"Turkey"	"4_2_4_adj"	31.4
"United States"	"4_2_4_adj"	12
"Australia"	"4_1_1_norm"	0.440387834
"Austria"	"4_1_1_norm"	1
"Belgium"	"4_1_1_norm"	0.809694595
"Canada"	"4_1_1_norm"	0.545990116
"Switzerland"	"4_1_1_norm"	NA
"Chile"	"4_1_1_norm"	0.385499348
"Czech Republic"	"4_1_1_norm"	0.647928509
"Germany"	"4_1_1_norm"	0.532953624
"Denmark"	"4_1_1_norm"	0.760162858
"Spain"	"4_1_1_norm"	0.595240088
"Estonia"	"4_1_1_norm"	0.320642713
"Finland"	"4_1_1_norm"	0.822330434
"France"	"4_1_1_norm"	0.672953818
"United Kingdom"	"4_1_1_norm"	0.513367897
"Greece"	"4_1_1_norm"	0.137432851
"Hungary"	"4_1_1_norm"	NA
"Ireland"	"4_1_1_norm"	0.409378948
"Israel"	"4_1_1_norm"	0
"Italy"	"4_1_1_norm"	0.185882803
"Japan"	"4_1_1_norm"	0.32704207
"Korea"	"4_1_1_norm"	0.524813747
"Lithuania"	"4_1_1_norm"	0.040196951
"Luxembourg"	"4_1_1_norm"	NA
"Latvia"	"4_1_1_norm"	NA
"Netherlands"	"4_1_1_norm"	0.850757253
"Norway"	"4_1_1_norm"	0.749891722
"New Zealand"	"4_1_1_norm"	0.093684474
"Poland"	"4_1_1_norm"	0.519919996
"Portugal"	"4_1_1_norm"	NA
"Slovak Republic"	"4_1_1_norm"	0.269856586
"Slovenia"	"4_1_1_norm"	0.921013743
"Sweden"	"4_1_1_norm"	0.408758583
"Turkey"	"4_1_1_norm"	0.248862617
"United States"	"4_1_1_norm"	0.028182286
"Australia"	"4_1_2_norm"	0.313427089
"Austria"	"4_1_2_norm"	0.407304477
"Belgium"	"4_1_2_norm"	0.397207927
"Canada"	"4_1_2_norm"	0.285795457
"Switzerland"	"4_1_2_norm"	NA
"Chile"	"4_1_2_norm"	0.891533303
"Czech Republic"	"4_1_2_norm"	0.766957605
"Germany"	"4_1_2_norm"	0.639654496
"Denmark"	"4_1_2_norm"	0.036068554
"Spain"	"4_1_2_norm"	0.331139206
"Estonia"	"4_1_2_norm"	0.250404671
"Finland"	"4_1_2_norm"	0
"France"	"4_1_2_norm"	0.205493611
"United Kingdom"	"4_1_2_norm"	0.361748326
"Greece"	"4_1_2_norm"	0.24183752
"Hungary"	"4_1_2_norm"	NA
"Ireland"	"4_1_2_norm"	0.409943851
"Israel"	"4_1_2_norm"	0.167423853
"Italy"	"4_1_2_norm"	0.358125074
"Japan"	"4_1_2_norm"	1
"Korea"	"4_1_2_norm"	0.932198607
"Lithuania"	"4_1_2_norm"	0.206362253
"Luxembourg"	"4_1_2_norm"	NA
"Latvia"	"4_1_2_norm"	NA
"Netherlands"	"4_1_2_norm"	0.582344473
"Norway"	"4_1_2_norm"	0.010843902
"New Zealand"	"4_1_2_norm"	0.334738142
"Poland"	"4_1_2_norm"	0.156814076
"Portugal"	"4_1_2_norm"	NA
"Slovak Republic"	"4_1_2_norm"	0.336639198
"Slovenia"	"4_1_2_norm"	0.092756168
"Sweden"	"4_1_2_norm"	0.045447739
"Turkey"	"4_1_2_norm"	0.844919509
"United States"	"4_1_2_norm"	0.395430853
"Australia"	"4_1_3_norm"	0.805470103
"Austria"	"4_1_3_norm"	0.596190266
"Belgium"	"4_1_3_norm"	0.691905916
"Canada"	"4_1_3_norm"	0.776848169
"Switzerland"	"4_1_3_norm"	NA
"Chile"	"4_1_3_norm"	0.783777482
"Czech Republic"	"4_1_3_norm"	0.248339169
"Germany"	"4_1_3_norm"	0.890396545
"Denmark"	"4_1_3_norm"	0.857447311
"Spain"	"4_1_3_norm"	0.476437028
"Estonia"	"4_1_3_norm"	0.408764822
"Finland"	"4_1_3_norm"	1
"France"	"4_1_3_norm"	0.448370851
"United Kingdom"	"4_1_3_norm"	0.6135374
"Greece"	"4_1_3_norm"	0
"Hungary"	"4_1_3_norm"	NA
"Ireland"	"4_1_3_norm"	0.633912898
"Israel"	"4_1_3_norm"	0.599061199
"Italy"	"4_1_3_norm"	0.131684358
"Japan"	"4_1_3_norm"	0.532535724
"Korea"	"4_1_3_norm"	0.698670334
"Lithuania"	"4_1_3_norm"	0.493359066
"Luxembourg"	"4_1_3_norm"	NA
"Latvia"	"4_1_3_norm"	NA
"Netherlands"	"4_1_3_norm"	0.890590619
"Norway"	"4_1_3_norm"	0.426650816
"New Zealand"	"4_1_3_norm"	0.539925657
"Poland"	"4_1_3_norm"	0.414443072
"Portugal"	"4_1_3_norm"	NA
"Slovak Republic"	"4_1_3_norm"	0.648706165
"Slovenia"	"4_1_3_norm"	0.371376255
"Sweden"	"4_1_3_norm"	0.822959196
"Turkey"	"4_1_3_norm"	0.095924958
"United States"	"4_1_3_norm"	0.646977111
"Australia"	"4_1_4_norm"	0.387924511
"Austria"	"4_1_4_norm"	0.457966613
"Belgium"	"4_1_4_norm"	0.636737737
"Canada"	"4_1_4_norm"	0.751505437
"Switzerland"	"4_1_4_norm"	NA
"Chile"	"4_1_4_norm"	0.724522637
"Czech Republic"	"4_1_4_norm"	0.642330504
"Germany"	"4_1_4_norm"	0.7807781
"Denmark"	"4_1_4_norm"	0.014984372
"Spain"	"4_1_4_norm"	0.773512079
"Estonia"	"4_1_4_norm"	0.547404049
"Finland"	"4_1_4_norm"	1
"France"	"4_1_4_norm"	0.349355101
"United Kingdom"	"4_1_4_norm"	0.674016103
"Greece"	"4_1_4_norm"	0
"Hungary"	"4_1_4_norm"	NA
"Ireland"	"4_1_4_norm"	0.762285415
"Israel"	"4_1_4_norm"	0.681129828
"Italy"	"4_1_4_norm"	0.456277821
"Japan"	"4_1_4_norm"	0.939575086
"Korea"	"4_1_4_norm"	0.759908659
"Lithuania"	"4_1_4_norm"	0.768256064
"Luxembourg"	"4_1_4_norm"	NA
"Latvia"	"4_1_4_norm"	NA
