"Country"	"variable"	"value"
"Luxembourg"	"6_3_1"	85.79
"Latvia"	"6_3_1"	77.6
"Netherlands"	"6_3_1"	86.96
"Norway"	"6_3_1"	96.69
"New Zealand"	"6_3_1"	NA
"Poland"	"6_3_1"	66.37
"Portugal"	"6_3_1"	91.04
"Slovak Republic"	"6_3_1"	74.24
"Slovenia"	"6_3_1"	89.62
"Sweden"	"6_3_1"	60.01
"Turkey"	"6_3_1"	NA
"United States"	"6_3_1"	NA
"OECD"	"6_3_1"	81.99
"Australia"	"6_3_2"	NA
"Austria"	"6_3_2"	82.3
"Belgium"	"6_3_2"	86.2
"Canada"	"6_3_2"	NA
"Switzerland"	"6_3_2"	NA
"Chile"	"6_3_2"	NA
"Czech Republic"	"6_3_2"	60.7
"Germany"	"6_3_2"	79.6
"Denmark"	"6_3_2"	90.2
"Spain"	"6_3_2"	86
"Estonia"	"6_3_2"	85.1
"Finland"	"6_3_2"	80
"France"	"6_3_2"	74.3
"United Kingdom"	"6_3_2"	72.3
"Greece"	"6_3_2"	89.6
"Hungary"	"6_3_2"	81.4
"Ireland"	"6_3_2"	67.8
"Israel"	"6_3_2"	NA
"Italy"	"6_3_2"	67.2
"Japan"	"6_3_2"	NA
"Korea"	"6_3_2"	NA
"Lithuania"	"6_3_2"	87.7
"Luxembourg"	"6_3_2"	89.9
"Latvia"	"6_3_2"	74.6
"Netherlands"	"6_3_2"	79.4
"Norway"	"6_3_2"	82.3
"New Zealand"	"6_3_2"	NA
"Poland"	"6_3_2"	74.6
"Portugal"	"6_3_2"	85.2
"Slovak Republic"	"6_3_2"	74.1
"Slovenia"	"6_3_2"	78.7
"Sweden"	"6_3_2"	75.6
"Turkey"	"6_3_2"	NA
"United States"	"6_3_2"	NA
"OECD"	"6_3_2"	79.37
"Australia"	"6_3_3"	NA
"Austria"	"6_3_3"	1.3
"Belgium"	"6_3_3"	1.58
"Canada"	"6_3_3"	NA
"Switzerland"	"6_3_3"	NA
"Chile"	"6_3_3"	NA
"Czech Republic"	"6_3_3"	NA
"Germany"	"6_3_3"	1.3
"Denmark"	"6_3_3"	1.51
"Spain"	"6_3_3"	0.84
"Estonia"	"6_3_3"	1.93
"Finland"	"6_3_3"	1.32
"France"	"6_3_3"	1.21
"United Kingdom"	"6_3_3"	1
"Greece"	"6_3_3"	1.53
"Hungary"	"6_3_3"	1.03
"Ireland"	"6_3_3"	1.91
"Israel"	"6_3_3"	NA
"Italy"	"6_3_3"	1.02
"Japan"	"6_3_3"	NA
"Korea"	"6_3_3"	NA
"Lithuania"	"6_3_3"	1.28
"Luxembourg"	"6_3_3"	1.3
"Latvia"	"6_3_3"	1.25
"Netherlands"	"6_3_3"	1.29
"Norway"	"6_3_3"	1.58
"New Zealand"	"6_3_3"	NA
"Poland"	"6_3_3"	1.5
"Portugal"	"6_3_3"	1.52
"Slovak Republic"	"6_3_3"	1.5
"Slovenia"	"6_3_3"	1.37
"Sweden"	"6_3_3"	NA
"Turkey"	"6_3_3"	NA
"United States"	"6_3_3"	NA
"OECD"	"6_3_3"	1.37
"Australia"	"6_4_1"	-9.2
"Austria"	"6_4_1"	12.12
"Belgium"	"6_4_1"	20.08
"Canada"	"6_4_1"	8.71
"Switzerland"	"6_4_1"	NA
"Chile"	"6_4_1"	-9.14
"Czech Republic"	"6_4_1"	-3.46
"Germany"	"6_4_1"	18.39
"Denmark"	"6_4_1"	9.67
"Spain"	"6_4_1"	12.31
"Estonia"	"6_4_1"	17.62
"Finland"	"6_4_1"	19.11
"France"	"6_4_1"	0.18
"United Kingdom"	"6_4_1"	10.6
"Greece"	"6_4_1"	13.32
"Hungary"	"6_4_1"	NA
"Ireland"	"6_4_1"	7.63
"Israel"	"6_4_1"	NA
"Italy"	"6_4_1"	16.03
"Japan"	"6_4_1"	NA
"Korea"	"6_4_1"	NA
"Lithuania"	"6_4_1"	15.7
"Luxembourg"	"6_4_1"	NA
"Latvia"	"6_4_1"	NA
"Netherlands"	"6_4_1"	10.11
"Norway"	"6_4_1"	8.04
"New Zealand"	"6_4_1"	4.58
"Poland"	"6_4_1"	16.43
"Portugal"	"6_4_1"	NA
"Slovak Republic"	"6_4_1"	4.81
"Slovenia"	"6_4_1"	1.38
"Sweden"	"6_4_1"	14.84
"Turkey"	"6_4_1"	1.44
"United States"	"6_4_1"	12.83
"OECD"	"6_4_1"	9.01
"Australia"	"6_4_2"	NA
"Austria"	"6_4_2"	19.22
"Belgium"	"6_4_2"	24.3
"Canada"	"6_4_2"	18.2
"Switzerland"	"6_4_2"	NA
"Chile"	"6_4_2"	20.14
"Czech Republic"	"6_4_2"	12.17
"Germany"	"6_4_2"	21.09
"Denmark"	"6_4_2"	14.47
"Spain"	"6_4_2"	15.56
"Estonia"	"6_4_2"	19.58
"Finland"	"6_4_2"	21.46
"France"	"6_4_2"	15.88
"United Kingdom"	"6_4_2"	21.47
"Greece"	"6_4_2"	17.25
"Hungary"	"6_4_2"	NA
"Ireland"	"6_4_2"	19.07
"Israel"	"6_4_2"	20.97
"Italy"	"6_4_2"	15.88
"Japan"	"6_4_2"	22.16
"Korea"	"6_4_2"	19.33
"Lithuania"	"6_4_2"	26.68
"Luxembourg"	"6_4_2"	NA
"Latvia"	"6_4_2"	NA
"Netherlands"	"6_4_2"	16.92
"Norway"	"6_4_2"	16
"New Zealand"	"6_4_2"	19.22
"Poland"	"6_4_2"	25.04
"Portugal"	"6_4_2"	NA
"Slovak Republic"	"6_4_2"	19.26
"Slovenia"	"6_4_2"	17.82
"Sweden"	"6_4_2"	20.04
"Turkey"	"6_4_2"	11.81
"United States"	"6_4_2"	21.08
"OECD"	"6_4_2"	19.00
"Australia"	"6_1_1_adj"	24.03
"Austria"	"6_1_1_adj"	41.23
"Belgium"	"6_1_1_adj"	22.82
"Canada"	"6_1_1_adj"	25.19
"Switzerland"	"6_1_1_adj"	NA
"Chile"	"6_1_1_adj"	65.59
"Czech Republic"	"6_1_1_adj"	40.07
"Germany"	"6_1_1_adj"	46.9
"Denmark"	"6_1_1_adj"	23.78
"Spain"	"6_1_1_adj"	39.38
"Estonia"	"6_1_1_adj"	47.16
"Finland"	"6_1_1_adj"	29.89
"France"	"6_1_1_adj"	31.07
"United Kingdom"	"6_1_1_adj"	20.93
"Greece"	"6_1_1_adj"	35.78
"Hungary"	"6_1_1_adj"	NA
"Ireland"	"6_1_1_adj"	24.3
"Israel"	"6_1_1_adj"	32.11
"Italy"	"6_1_1_adj"	32.63
"Japan"	"6_1_1_adj"	69.54
"Korea"	"6_1_1_adj"	27.06
"Lithuania"	"6_1_1_adj"	41.45
"Luxembourg"	"6_1_1_adj"	NA
"Latvia"	"6_1_1_adj"	NA
"Netherlands"	"6_1_1_adj"	17.78
"Norway"	"6_1_1_adj"	31.54
"New Zealand"	"6_1_1_adj"	31.04
"Poland"	"6_1_1_adj"	45.22
"Portugal"	"6_1_1_adj"	NA
"Slovak Republic"	"6_1_1_adj"	26.04
"Slovenia"	"6_1_1_adj"	40.54
"Sweden"	"6_1_1_adj"	34.55
"Turkey"	"6_1_1_adj"	23.33
"United States"	"6_1_1_adj"	22.86
"Australia"	"6_1_2_adj"	34
"Austria"	"6_1_2_adj"	46
"Belgium"	"6_1_2_adj"	35
"Canada"	"6_1_2_adj"	41
"Switzerland"	"6_1_2_adj"	33
"Chile"	"6_1_2_adj"	NA
"Czech Republic"	"6_1_2_adj"	36
"Germany"	"6_1_2_adj"	51
"Denmark"	"6_1_2_adj"	NA
"Spain"	"6_1_2_adj"	24
"Estonia"	"6_1_2_adj"	NA
"Finland"	"6_1_2_adj"	45
"France"	"6_1_2_adj"	29
"United Kingdom"	"6_1_2_adj"	19
"Greece"	"6_1_2_adj"	61
"Hungary"	"6_1_2_adj"	51
"Ireland"	"6_1_2_adj"	18
"Israel"	"6_1_2_adj"	49
"Italy"	"6_1_2_adj"	37
"Japan"	"6_1_2_adj"	89
"Korea"	"6_1_2_adj"	NA
"Lithuania"	"6_1_2_adj"	NA
"Luxembourg"	"6_1_2_adj"	NA
"Latvia"	"6_1_2_adj"	NA
"Netherlands"	"6_1_2_adj"	24
"Norway"	"6_1_2_adj"	25
"New Zealand"	"6_1_2_adj"	44
"Poland"	"6_1_2_adj"	51
"Portugal"	"6_1_2_adj"	46
"Slovak Republic"	"6_1_2_adj"	54
"Slovenia"	"6_1_2_adj"	40
"Sweden"	"6_1_2_adj"	42
"Turkey"	"6_1_2_adj"	66
"United States"	"6_1_2_adj"	46
"Australia"	"6_1_3_adj"	NA
"Austria"	"6_1_3_adj"	50.43
"Belgium"	"6_1_3_adj"	39.86
"Canada"	"6_1_3_adj"	NA
"Switzerland"	"6_1_3_adj"	NA
"Chile"	"6_1_3_adj"	NA
"Czech Republic"	"6_1_3_adj"	66.4
"Germany"	"6_1_3_adj"	52.92
"Denmark"	"6_1_3_adj"	23.79
"Spain"	"6_1_3_adj"	42.3
"Estonia"	"6_1_3_adj"	44.03
"Finland"	"6_1_3_adj"	22.91
"France"	"6_1_3_adj"	35.6
"United Kingdom"	"6_1_3_adj"	34.62
"Greece"	"6_1_3_adj"	18.35
"Hungary"	"6_1_3_adj"	35.18
"Ireland"	"6_1_3_adj"	32.01
"Israel"	"6_1_3_adj"	NA
"Italy"	"6_1_3_adj"	35.46
"Japan"	"6_1_3_adj"	NA
"Korea"	"6_1_3_adj"	NA
"Lithuania"	"6_1_3_adj"	40.05
"Luxembourg"	"6_1_3_adj"	39.04
"Latvia"	"6_1_3_adj"	66.6
"Netherlands"	"6_1_3_adj"	32.71
"Norway"	"6_1_3_adj"	NA
"New Zealand"	"6_1_3_adj"	NA
"Poland"	"6_1_3_adj"	57.17
"Portugal"	"6_1_3_adj"	38.56
"Slovak Republic"	"6_1_3_adj"	54.55
"Slovenia"	"6_1_3_adj"	21.1
"Sweden"	"6_1_3_adj"	35.27
"Turkey"	"6_1_3_adj"	NA
"United States"	"6_1_3_adj"	NA
"Australia"	"6_2_1_adj"	NA
"Austria"	"6_2_1_adj"	52.4
"Belgium"	"6_2_1_adj"	75.9
"Canada"	"6_2_1_adj"	NA
"Switzerland"	"6_2_1_adj"	NA
"Chile"	"6_2_1_adj"	NA
"Czech Republic"	"6_2_1_adj"	71.3
"Germany"	"6_2_1_adj"	62.8
"Denmark"	"6_2_1_adj"	85
"Spain"	"6_2_1_adj"	63.2
"Estonia"	"6_2_1_adj"	61.1
"Finland"	"6_2_1_adj"	78.6
"France"	"6_2_1_adj"	68.4
"United Kingdom"	"6_2_1_adj"	92.3
"Greece"	"6_2_1_adj"	64.3
"Hungary"	"6_2_1_adj"	91.8
"Ireland"	"6_2_1_adj"	75.7
"Israel"	"6_2_1_adj"	NA
"Italy"	"6_2_1_adj"	81.2
"Japan"	"6_2_1_adj"	NA
"Korea"	"6_2_1_adj"	NA
"Lithuania"	"6_2_1_adj"	62.5
"Luxembourg"	"6_2_1_adj"	72.5
"Latvia"	"6_2_1_adj"	46.6
"Netherlands"	"6_2_1_adj"	71.3
"Norway"	"6_2_1_adj"	70.9
"New Zealand"	"6_2_1_adj"	NA
"Poland"	"6_2_1_adj"	40.1
"Portugal"	"6_2_1_adj"	79.3
"Slovak Republic"	"6_2_1_adj"	54
"Slovenia"	"6_2_1_adj"	71.4
"Sweden"	"6_2_1_adj"	72.9
"Turkey"	"6_2_1_adj"	NA
"United States"	"6_2_1_adj"	NA
"Australia"	"6_3_1_adj"	NA
"Austria"	"6_3_1_adj"	94.08
"Belgium"	"6_3_1_adj"	76.87
"Canada"	"6_3_1_adj"	NA
"Switzerland"	"6_3_1_adj"	NA
"Chile"	"6_3_1_adj"	NA
"Czech Republic"	"6_3_1_adj"	63.64
"Germany"	"6_3_1_adj"	84.41
"Denmark"	"6_3_1_adj"	91.22
"Spain"	"6_3_1_adj"	95.79
"Estonia"	"6_3_1_adj"	52.77
"Finland"	"6_3_1_adj"	91.78
"France"	"6_3_1_adj"	94.14
"United Kingdom"	"6_3_1_adj"	98.11
"Greece"	"6_3_1_adj"	67.42
"Hungary"	"6_3_1_adj"	79.61
"Ireland"	"6_3_1_adj"	82.47
"Israel"	"6_3_1_adj"	NA
"Italy"	"6_3_1_adj"	83.32
"Japan"	"6_3_1_adj"	NA
"Korea"	"6_3_1_adj"	NA
"Lithuania"	"6_3_1_adj"	83.79
"Luxembourg"	"6_3_1_adj"	85.79
"Latvia"	"6_3_1_adj"	77.6
"Netherlands"	"6_3_1_adj"	86.96
"Norway"	"6_3_1_adj"	96.69
"New Zealand"	"6_3_1_adj"	NA
"Poland"	"6_3_1_adj"	66.37
"Portugal"	"6_3_1_adj"	91.04
"Slovak Republic"	"6_3_1_adj"	74.24
"Slovenia"	"6_3_1_adj"	89.62
"Sweden"	"6_3_1_adj"	60.01
"Turkey"	"6_3_1_adj"	NA
"United States"	"6_3_1_adj"	NA
"Australia"	"6_3_2_adj"	NA
"Austria"	"6_3_2_adj"	82.3
"Belgium"	"6_3_2_adj"	86.2
"Canada"	"6_3_2_adj"	NA
"Switzerland"	"6_3_2_adj"	NA
"Chile"	"6_3_2_adj"	NA
"Czech Republic"	"6_3_2_adj"	60.7
"Germany"	"6_3_2_adj"	79.6
"Denmark"	"6_3_2_adj"	90.2
"Spain"	"6_3_2_adj"	86
"Estonia"	"6_3_2_adj"	85.1
"Finland"	"6_3_2_adj"	80
"France"	"6_3_2_adj"	74.3
"United Kingdom"	"6_3_2_adj"	72.3
"Greece"	"6_3_2_adj"	89.6
"Hungary"	"6_3_2_adj"	81.4
"Ireland"	"6_3_2_adj"	67.8
"Israel"	"6_3_2_adj"	NA
"Italy"	"6_3_2_adj"	67.2
"Japan"	"6_3_2_adj"	NA
"Korea"	"6_3_2_adj"	NA
"Lithuania"	"6_3_2_adj"	87.7
"Luxembourg"	"6_3_2_adj"	89.9
"Latvia"	"6_3_2_adj"	74.6
"Netherlands"	"6_3_2_adj"	79.4
"Norway"	"6_3_2_adj"	82.3
"New Zealand"	"6_3_2_adj"	NA
"Poland"	"6_3_2_adj"	74.6
"Portugal"	"6_3_2_adj"	85.2
"Slovak Republic"	"6_3_2_adj"	74.1
"Slovenia"	"6_3_2_adj"	78.7
"Sweden"	"6_3_2_adj"	75.6
"Turkey"	"6_3_2_adj"	NA
"United States"	"6_3_2_adj"	NA
"Australia"	"6_3_3_adj"	NA
"Austria"	"6_3_3_adj"	1.3
"Belgium"	"6_3_3_adj"	1.58
"Canada"	"6_3_3_adj"	NA
"Switzerland"	"6_3_3_adj"	NA
"Chile"	"6_3_3_adj"	NA
"Czech Republic"	"6_3_3_adj"	NA
"Germany"	"6_3_3_adj"	1.3
"Denmark"	"6_3_3_adj"	1.51
"Spain"	"6_3_3_adj"	0.84
"Estonia"	"6_3_3_adj"	1.93
"Finland"	"6_3_3_adj"	1.32
"France"	"6_3_3_adj"	1.21
"United Kingdom"	"6_3_3_adj"	1
"Greece"	"6_3_3_adj"	1.53
"Hungary"	"6_3_3_adj"	1.03
"Ireland"	"6_3_3_adj"	1.91
"Israel"	"6_3_3_adj"	NA
"Italy"	"6_3_3_adj"	1.02
"Japan"	"6_3_3_adj"	NA
"Korea"	"6_3_3_adj"	NA
"Lithuania"	"6_3_3_adj"	1.28
"Luxembourg"	"6_3_3_adj"	1.3
"Latvia"	"6_3_3_adj"	1.25
"Netherlands"	"6_3_3_adj"	1.29
"Norway"	"6_3_3_adj"	1.58
"New Zealand"	"6_3_3_adj"	NA
"Poland"	"6_3_3_adj"	1.5
"Portugal"	"6_3_3_adj"	1.52
"Slovak Republic"	"6_3_3_adj"	1.5
"Slovenia"	"6_3_3_adj"	1.37
"Sweden"	"6_3_3_adj"	NA
"Turkey"	"6_3_3_adj"	NA
"United States"	"6_3_3_adj"	NA
"Australia"	"6_4_1_adj"	9.2
"Austria"	"6_4_1_adj"	12.12
"Belgium"	"6_4_1_adj"	20.08
"Canada"	"6_4_1_adj"	8.71
"Switzerland"	"6_4_1_adj"	NA
"Chile"	"6_4_1_adj"	9.14
"Czech Republic"	"6_4_1_adj"	3.46
"Germany"	"6_4_1_adj"	18.39
"Denmark"	"6_4_1_adj"	9.67
"Spain"	"6_4_1_adj"	12.31
"Estonia"	"6_4_1_adj"	17.62
"Finland"	"6_4_1_adj"	19.11
"France"	"6_4_1_adj"	0.18
"United Kingdom"	"6_4_1_adj"	10.6
"Greece"	"6_4_1_adj"	13.32
"Hungary"	"6_4_1_adj"	NA
"Ireland"	"6_4_1_adj"	7.63
"Israel"	"6_4_1_adj"	NA
"Italy"	"6_4_1_adj"	16.03
"Japan"	"6_4_1_adj"	NA
"Korea"	"6_4_1_adj"	NA
"Lithuania"	"6_4_1_adj"	15.7
"Luxembourg"	"6_4_1_adj"	NA
"Latvia"	"6_4_1_adj"	NA
"Netherlands"	"6_4_1_adj"	10.11
"Norway"	"6_4_1_adj"	8.04
"New Zealand"	"6_4_1_adj"	4.58
"Poland"	"6_4_1_adj"	16.43
"Portugal"	"6_4_1_adj"	NA
"Slovak Republic"	"6_4_1_adj"	4.81
"Slovenia"	"6_4_1_adj"	1.38
"Sweden"	"6_4_1_adj"	14.84
"Turkey"	"6_4_1_adj"	1.44
"United States"	"6_4_1_adj"	12.83
"Australia"	"6_4_2_adj"	NA
"Austria"	"6_4_2_adj"	19.22
"Belgium"	"6_4_2_adj"	24.3
"Canada"	"6_4_2_adj"	18.2
"Switzerland"	"6_4_2_adj"	NA
"Chile"	"6_4_2_adj"	20.14
"Czech Republic"	"6_4_2_adj"	12.17
"Germany"	"6_4_2_adj"	21.09
"Denmark"	"6_4_2_adj"	14.47
"Spain"	"6_4_2_adj"	15.56
"Estonia"	"6_4_2_adj"	19.58
"Finland"	"6_4_2_adj"	21.46
"France"	"6_4_2_adj"	15.88
"United Kingdom"	"6_4_2_adj"	21.47
"Greece"	"6_4_2_adj"	17.25
"Hungary"	"6_4_2_adj"	NA
"Ireland"	"6_4_2_adj"	19.07
"Israel"	"6_4_2_adj"	20.97
"Italy"	"6_4_2_adj"	15.88
"Japan"	"6_4_2_adj"	22.16
"Korea"	"6_4_2_adj"	19.33
"Lithuania"	"6_4_2_adj"	26.68
"Luxembourg"	"6_4_2_adj"	NA
"Latvia"	"6_4_2_adj"	NA
"Netherlands"	"6_4_2_adj"	16.92
"Norway"	"6_4_2_adj"	16
"New Zealand"	"6_4_2_adj"	19.22
"Poland"	"6_4_2_adj"	25.04
"Portugal"	"6_4_2_adj"	NA
"Slovak Republic"	"6_4_2_adj"	19.26
"Slovenia"	"6_4_2_adj"	17.82
"Sweden"	"6_4_2_adj"	20.04
"Turkey"	"6_4_2_adj"	11.81
"United States"	"6_4_2_adj"	21.08
"Australia"	"6_1_1_norm"	0.879235341
"Austria"	"6_1_1_norm"	0.547001356
"Belgium"	"6_1_1_norm"	0.90257716
"Canada"	"6_1_1_norm"	0.85685574
"Switzerland"	"6_1_1_norm"	NA
"Chile"	"6_1_1_norm"	0.076494109
"Czech Republic"	"6_1_1_norm"	0.569479953
"Germany"	"6_1_1_norm"	0.437518456
"Denmark"	"6_1_1_norm"	0.884052969
"Spain"	"6_1_1_norm"	0.582806218
"Estonia"	"6_1_1_norm"	0.432343789
"Finland"	"6_1_1_norm"	0.766011775
"France"	"6_1_1_norm"	0.743248709
"United Kingdom"	"6_1_1_norm"	0.939065674
"Greece"	"6_1_1_norm"	0.652233924
"Hungary"	"6_1_1_norm"	NA
"Ireland"	"6_1_1_norm"	0.874017494
"Israel"	"6_1_1_norm"	0.723218175
"Italy"	"6_1_1_norm"	0.713111051
"Japan"	"6_1_1_norm"	0
"Korea"	"6_1_1_norm"	0.820772397
"Lithuania"	"6_1_1_norm"	0.54283059
"Luxembourg"	"6_1_1_norm"	NA
"Latvia"	"6_1_1_norm"	NA
"Netherlands"	"6_1_1_norm"	1
"Norway"	"6_1_1_norm"	0.734155907
"New Zealand"	"6_1_1_norm"	0.743895082
"Poland"	"6_1_1_norm"	0.469987132
"Portugal"	"6_1_1_norm"	NA
"Slovak Republic"	"6_1_1_norm"	0.84036123
"Slovenia"	"6_1_1_norm"	0.560268551
"Sweden"	"6_1_1_norm"	0.67608967
"Turkey"	"6_1_1_norm"	0.892795496
"United States"	"6_1_1_norm"	0.901806775
"Australia"	"6_1_2_norm"	0.774647887
"Austria"	"6_1_2_norm"	0.605633803
"Belgium"	"6_1_2_norm"	0.76056338
"Canada"	"6_1_2_norm"	0.676056338
"Switzerland"	"6_1_2_norm"	0.788732394
"Chile"	"6_1_2_norm"	NA
"Czech Republic"	"6_1_2_norm"	0.746478873
"Germany"	"6_1_2_norm"	0.535211268
"Denmark"	"6_1_2_norm"	NA
"Spain"	"6_1_2_norm"	0.915492958
"Estonia"	"6_1_2_norm"	NA
"Finland"	"6_1_2_norm"	0.61971831
"France"	"6_1_2_norm"	0.845070423
"United Kingdom"	"6_1_2_norm"	0.985915493
"Greece"	"6_1_2_norm"	0.394366197
"Hungary"	"6_1_2_norm"	0.535211268
"Ireland"	"6_1_2_norm"	1
"Israel"	"6_1_2_norm"	0.563380282
"Italy"	"6_1_2_norm"	0.732394366
"Japan"	"6_1_2_norm"	0
"Korea"	"6_1_2_norm"	NA
"Lithuania"	"6_1_2_norm"	NA
"Luxembourg"	"6_1_2_norm"	NA
"Latvia"	"6_1_2_norm"	NA
"Netherlands"	"6_1_2_norm"	0.915492958
"Norway"	"6_1_2_norm"	0.901408451
"New Zealand"	"6_1_2_norm"	0.633802817
"Poland"	"6_1_2_norm"	0.535211268
"Portugal"	"6_1_2_norm"	0.605633803
"Slovak Republic"	"6_1_2_norm"	0.492957746
"Slovenia"	"6_1_2_norm"	0.690140845
"Sweden"	"6_1_2_norm"	0.661971831
"Turkey"	"6_1_2_norm"	0.323943662
"United States"	"6_1_2_norm"	0.605633803
"Australia"	"6_1_3_norm"	NA
"Austria"	"6_1_3_norm"	0.335129534
"Belgium"	"6_1_3_norm"	0.554196891
