"Country"	"variable"	"value"
"Slovenia"	"2_1_2"	26.12
"Sweden"	"2_1_2"	38.46
"Turkey"	"2_1_2"	NA
"United States"	"2_1_2"	NA
"OECD"	"2_1_2"	32.96
"Australia"	"2_1_3"	NA
"Austria"	"2_1_3"	9.76
"Belgium"	"2_1_3"	6.02
"Canada"	"2_1_3"	NA
"Switzerland"	"2_1_3"	4.46
"Chile"	"2_1_3"	NA
"Czech Republic"	"2_1_3"	1.68
"Germany"	"2_1_3"	6.02
"Denmark"	"2_1_3"	15.62
"Spain"	"2_1_3"	12.38
"Estonia"	"2_1_3"	7.63
"Finland"	"2_1_3"	9.54
"France"	"2_1_3"	10.19
"United Kingdom"	"2_1_3"	3.49
"Greece"	"2_1_3"	2.25
"Hungary"	"2_1_3"	2.29
"Ireland"	"2_1_3"	NA
"Israel"	"2_1_3"	NA
"Italy"	"2_1_3"	6.6
"Japan"	"2_1_3"	NA
"Korea"	"2_1_3"	NA
"Lithuania"	"2_1_3"	4.57
"Luxembourg"	"2_1_3"	8.96
"Latvia"	"2_1_3"	5.78
"Netherlands"	"2_1_3"	2.99
"Norway"	"2_1_3"	7.91
"New Zealand"	"2_1_3"	NA
"Poland"	"2_1_3"	4.78
"Portugal"	"2_1_3"	2.26
"Slovak Republic"	"2_1_3"	4.3
"Slovenia"	"2_1_3"	6.85
"Sweden"	"2_1_3"	1.67
"Turkey"	"2_1_3"	21.54
"United States"	"2_1_3"	NA
"OECD"	"2_1_3"	6.78
"Australia"	"2_1_4"	NA
"Austria"	"2_1_4"	14.44
"Belgium"	"2_1_4"	15.36
"Canada"	"2_1_4"	NA
"Switzerland"	"2_1_4"	NA
"Chile"	"2_1_4"	NA
"Czech Republic"	"2_1_4"	1.76
"Germany"	"2_1_4"	1.68
"Denmark"	"2_1_4"	3.02
"Spain"	"2_1_4"	73.62
"Estonia"	"2_1_4"	1.98
"Finland"	"2_1_4"	14.1
"France"	"2_1_4"	2.5
"United Kingdom"	"2_1_4"	7.41
"Greece"	"2_1_4"	8.56
"Hungary"	"2_1_4"	3.24
"Ireland"	"2_1_4"	0.36
"Israel"	"2_1_4"	NA
"Italy"	"2_1_4"	0.3
"Japan"	"2_1_4"	NA
"Korea"	"2_1_4"	NA
"Lithuania"	"2_1_4"	0.72
"Luxembourg"	"2_1_4"	21.26
"Latvia"	"2_1_4"	NA
"Netherlands"	"2_1_4"	9.07
"Norway"	"2_1_4"	2.37
"New Zealand"	"2_1_4"	NA
"Poland"	"2_1_4"	0.17
"Portugal"	"2_1_4"	0.24
"Slovak Republic"	"2_1_4"	NA
"Slovenia"	"2_1_4"	1.85
"Sweden"	"2_1_4"	0.06
"Turkey"	"2_1_4"	NA
"United States"	"2_1_4"	NA
"OECD"	"2_1_4"	8.37
"Australia"	"2_2_1"	3.37
"Austria"	"2_2_1"	2.63
"Belgium"	"2_2_1"	1.65
"Canada"	"2_2_1"	3.21
"Switzerland"	"2_2_1"	NA
"Chile"	"2_2_1"	NA
"Czech Republic"	"2_2_1"	1.59
"Germany"	"2_2_1"	2.66
"Denmark"	"2_2_1"	2.93
"Spain"	"2_2_1"	2.56
"Estonia"	"2_2_1"	1.74
"Finland"	"2_2_1"	2.46
"France"	"2_2_1"	1.36
"United Kingdom"	"2_2_1"	2.84
"Greece"	"2_2_1"	NA
"Hungary"	"2_2_1"	NA
"Ireland"	"2_2_1"	2.18
"Israel"	"2_2_1"	NA
"Italy"	"2_2_1"	1.06
"Japan"	"2_2_1"	2.28
"Korea"	"2_2_1"	3.25
"Lithuania"	"2_2_1"	NA
"Luxembourg"	"2_2_1"	NA
"Latvia"	"2_2_1"	NA
"Netherlands"	"2_2_1"	3.21
"Norway"	"2_2_1"	1.97
"New Zealand"	"2_2_1"	NA
"Poland"	"2_2_1"	1.91
"Portugal"	"2_2_1"	NA
"Slovak Republic"	"2_2_1"	1.41
"Slovenia"	"2_2_1"	NA
"Sweden"	"2_2_1"	2.76
"Turkey"	"2_2_1"	NA
"United States"	"2_2_1"	3.12
"OECD"	"2_2_1"	2.37
"Australia"	"2_2_2"	78.1
"Austria"	"2_2_2"	81.9
"Belgium"	"2_2_2"	86.3
"Canada"	"2_2_2"	78.6
"Switzerland"	"2_2_2"	NA
"Chile"	"2_2_2"	63.7
"Czech Republic"	"2_2_2"	83.7
"Germany"	"2_2_2"	84.5
"Denmark"	"2_2_2"	87.8
"Spain"	"2_2_2"	74.5
"Estonia"	"2_2_2"	82
"Finland"	"2_2_2"	85.5
"France"	"2_2_2"	88.1
"United Kingdom"	"2_2_2"	86.2
"Greece"	"2_2_2"	36.2
"Hungary"	"2_2_2"	NA
"Ireland"	"2_2_2"	71.9
"Israel"	"2_2_2"	75
"Italy"	"2_2_2"	83.4
"Japan"	"2_2_2"	80.5
"Korea"	"2_2_2"	59.6
"Lithuania"	"2_2_2"	79.6
"Luxembourg"	"2_2_2"	NA
"Latvia"	"2_2_2"	NA
"Netherlands"	"2_2_2"	88.6
"Norway"	"2_2_2"	85.9
"New Zealand"	"2_2_2"	81.6
"Poland"	"2_2_2"	79.4
"Portugal"	"2_2_2"	NA
"Slovak Republic"	"2_2_2"	69.5
"Slovenia"	"2_2_2"	86.3
"Sweden"	"2_2_2"	81.1
"Turkey"	"2_2_2"	49
"United States"	"2_2_2"	70.7
"OECD"	"2_2_2"	77.21
"Australia"	"2_2_3"	NA
"Austria"	"2_2_3"	41.1
"Belgium"	"2_2_3"	20.9
"Canada"	"2_2_3"	NA
"Switzerland"	"2_2_3"	NA
"Chile"	"2_2_3"	NA
"Czech Republic"	"2_2_3"	9.5
"Germany"	"2_2_3"	31
"Denmark"	"2_2_3"	23.7
"Spain"	"2_2_3"	46.8
"Estonia"	"2_2_3"	29.1
"Finland"	"2_2_3"	40.7
"France"	"2_2_3"	51.8
"United Kingdom"	"2_2_3"	29
"Greece"	"2_2_3"	29.8
"Hungary"	"2_2_3"	31
"Ireland"	"2_2_3"	31.3
"Israel"	"2_2_3"	NA
"Italy"	"2_2_3"	13.2
"Japan"	"2_2_3"	NA
"Korea"	"2_2_3"	NA
"Lithuania"	"2_2_3"	63.1
"Luxembourg"	"2_2_3"	14.6
"Latvia"	"2_2_3"	NA
"Netherlands"	"2_2_3"	26.9
"Norway"	"2_2_3"	31.3
"New Zealand"	"2_2_3"	58.7
"Poland"	"2_2_3"	34.5
"Portugal"	"2_2_3"	49.1
"Slovak Republic"	"2_2_3"	31.2
"Slovenia"	"2_2_3"	NA
"Sweden"	"2_2_3"	NA
"Turkey"	"2_2_3"	NA
"United States"	"2_2_3"	NA
"OECD"	"2_2_3"	33.56
"Australia"	"2_2_4"	NA
"Austria"	"2_2_4"	8.6
"Belgium"	"2_2_4"	12.4
"Canada"	"2_2_4"	NA
"Switzerland"	"2_2_4"	NA
"Chile"	"2_2_4"	NA
"Czech Republic"	"2_2_4"	5.4
"Germany"	"2_2_4"	8.7
"Denmark"	"2_2_4"	9.5
"Spain"	"2_2_4"	11.3
"Estonia"	"2_2_4"	11.7
"Finland"	"2_2_4"	7.4
"France"	"2_2_4"	16.7
"United Kingdom"	"2_2_4"	10.4
"Greece"	"2_2_4"	6.8
"Hungary"	"2_2_4"	5.2
"Ireland"	"2_2_4"	9.4
"Israel"	"2_2_4"	NA
"Italy"	"2_2_4"	8.6
"Japan"	"2_2_4"	NA
"Korea"	"2_2_4"	NA
"Lithuania"	"2_2_4"	9.9
"Luxembourg"	"2_2_4"	16.5
"Latvia"	"2_2_4"	10.6
"Netherlands"	"2_2_4"	10.8
"Norway"	"2_2_4"	NA
"New Zealand"	"2_2_4"	NA
"Poland"	"2_2_4"	6.5
"Portugal"	"2_2_4"	10.3
"Slovak Republic"	"2_2_4"	9.4
"Slovenia"	"2_2_4"	5.9
"Sweden"	"2_2_4"	10.8
"Turkey"	"2_2_4"	NA
"United States"	"2_2_4"	NA
"OECD"	"2_2_4"	9.68
"Australia"	"2_3_1"	16.8
"Austria"	"2_3_1"	25.5
"Belgium"	"2_3_1"	21.5
"Canada"	"2_3_1"	NA
"Switzerland"	"2_3_1"	23.6
"Chile"	"2_3_1"	NA
"Czech Republic"	"2_3_1"	17
"Germany"	"2_3_1"	19.2
"Denmark"	"2_3_1"	15.8
"Spain"	"2_3_1"	25.8
"Estonia"	"2_3_1"	14.4
"Finland"	"2_3_1"	23
"France"	"2_3_1"	23.8
"United Kingdom"	"2_3_1"	15.7
"Greece"	"2_3_1"	44.3
"Hungary"	"2_3_1"	12.5
"Ireland"	"2_3_1"	NA
"Israel"	"2_3_1"	NA
"Italy"	"2_3_1"	28.4
"Japan"	"2_3_1"	NA
"Korea"	"2_3_1"	NA
"Lithuania"	"2_3_1"	17.8
"Luxembourg"	"2_3_1"	25.5
"Latvia"	"2_3_1"	16.8
"Netherlands"	"2_3_1"	25.3
"Norway"	"2_3_1"	10.2
"New Zealand"	"2_3_1"	NA
"Poland"	"2_3_1"	18.6
"Portugal"	"2_3_1"	19.2
"Slovak Republic"	"2_3_1"	19.7
"Slovenia"	"2_3_1"	14.3
"Sweden"	"2_3_1"	11.6
"Turkey"	"2_3_1"	25.6
"United States"	"2_3_1"	NA
"OECD"	"2_3_1"	20.46
"Australia"	"2_3_2"	18.3
"Austria"	"2_3_2"	11.5
"Belgium"	"2_3_2"	5.4
"Canada"	"2_3_2"	19.3
"Switzerland"	"2_3_2"	NA
"Chile"	"2_3_2"	15.7
"Czech Republic"	"2_3_2"	14.6
"Germany"	"2_3_2"	9.6
"Denmark"	"2_3_2"	13.9
"Spain"	"2_3_2"	10.3
"Estonia"	"2_3_2"	18.7
"Finland"	"2_3_2"	6.6
"France"	"2_3_2"	18.2
"United Kingdom"	"2_3_2"	19.9
"Greece"	"2_3_2"	30.3
"Hungary"	"2_3_2"	NA
"Ireland"	"2_3_2"	20.7
"Israel"	"2_3_2"	24.2
"Italy"	"2_3_2"	15
"Japan"	"2_3_2"	8.4
"Korea"	"2_3_2"	11.2
"Lithuania"	"2_3_2"	24.6
"Luxembourg"	"2_3_2"	NA
"Latvia"	"2_3_2"	NA
"Netherlands"	"2_3_2"	14.1
"Norway"	"2_3_2"	9.7
"New Zealand"	"2_3_2"	14.3
"Poland"	"2_3_2"	20.3
"Portugal"	"2_3_2"	NA
"Slovak Republic"	"2_3_2"	15.3
"Slovenia"	"2_3_2"	25.5
"Sweden"	"2_3_2"	12.4
"Turkey"	"2_3_2"	8.5
"United States"	"2_3_2"	23.7
"OECD"	"2_3_2"	15.88
"Australia"	"2_1_1_adj"	0.31
"Austria"	"2_1_1_adj"	15.85
"Belgium"	"2_1_1_adj"	4.28
"Canada"	"2_1_1_adj"	1.89
"Switzerland"	"2_1_1_adj"	6.54
"Chile"	"2_1_1_adj"	2.67
"Czech Republic"	"2_1_1_adj"	0.79
"Germany"	"2_1_1_adj"	8.38
"Denmark"	"2_1_1_adj"	15.85
"Spain"	"2_1_1_adj"	1.1
"Estonia"	"2_1_1_adj"	2.49
"Finland"	"2_1_1_adj"	10.44
"France"	"2_1_1_adj"	7.81
"United Kingdom"	"2_1_1_adj"	NA
"Greece"	"2_1_1_adj"	0.84
"Hungary"	"2_1_1_adj"	0.95
"Ireland"	"2_1_1_adj"	4.78
"Israel"	"2_1_1_adj"	2.4
"Italy"	"2_1_1_adj"	3.33
"Japan"	"2_1_1_adj"	0.58
"Korea"	"2_1_1_adj"	2.07
"Lithuania"	"2_1_1_adj"	1.53
"Luxembourg"	"2_1_1_adj"	1.54
"Latvia"	"2_1_1_adj"	1.22
"Netherlands"	"2_1_1_adj"	1.93
"Norway"	"2_1_1_adj"	4.39
"New Zealand"	"2_1_1_adj"	3.45
"Poland"	"2_1_1_adj"	0.29
"Portugal"	"2_1_1_adj"	4.35
"Slovak Republic"	"2_1_1_adj"	0.17
"Slovenia"	"2_1_1_adj"	0.92
"Sweden"	"2_1_1_adj"	3.77
"Turkey"	"2_1_1_adj"	NA
"United States"	"2_1_1_adj"	1.16
"Australia"	"2_1_2_adj"	11.96
"Austria"	"2_1_2_adj"	33.8
"Belgium"	"2_1_2_adj"	14.03
"Canada"	"2_1_2_adj"	52.5
"Switzerland"	"2_1_2_adj"	44.78
"Chile"	"2_1_2_adj"	NA
"Czech Republic"	"2_1_2_adj"	48.97
"Germany"	"2_1_2_adj"	17.45
"Denmark"	"2_1_2_adj"	55.42
"Spain"	"2_1_2_adj"	18.88
"Estonia"	"2_1_2_adj"	41.18
"Finland"	"2_1_2_adj"	38.65
"France"	"2_1_2_adj"	42.63
"United Kingdom"	"2_1_2_adj"	NA
"Greece"	"2_1_2_adj"	76.47
"Hungary"	"2_1_2_adj"	6.19
"Ireland"	"2_1_2_adj"	25.16
"Israel"	"2_1_2_adj"	9.49
"Italy"	"2_1_2_adj"	12.46
"Japan"	"2_1_2_adj"	NA
"Korea"	"2_1_2_adj"	NA
"Lithuania"	"2_1_2_adj"	48.02
"Luxembourg"	"2_1_2_adj"	26.3
"Latvia"	"2_1_2_adj"	33.36
"Netherlands"	"2_1_2_adj"	10
"Norway"	"2_1_2_adj"	39.57
"New Zealand"	"2_1_2_adj"	16.91
"Poland"	"2_1_2_adj"	76.47
"Portugal"	"2_1_2_adj"	25.94
"Slovak Republic"	"2_1_2_adj"	22.67
"Slovenia"	"2_1_2_adj"	26.12
"Sweden"	"2_1_2_adj"	38.46
"Turkey"	"2_1_2_adj"	NA
"United States"	"2_1_2_adj"	NA
"Australia"	"2_1_3_adj"	NA
"Austria"	"2_1_3_adj"	9.76
"Belgium"	"2_1_3_adj"	6.02
"Canada"	"2_1_3_adj"	NA
"Switzerland"	"2_1_3_adj"	4.46
"Chile"	"2_1_3_adj"	NA
"Czech Republic"	"2_1_3_adj"	1.68
"Germany"	"2_1_3_adj"	6.02
"Denmark"	"2_1_3_adj"	15.62
"Spain"	"2_1_3_adj"	12.38
"Estonia"	"2_1_3_adj"	7.63
"Finland"	"2_1_3_adj"	9.54
"France"	"2_1_3_adj"	10.19
"United Kingdom"	"2_1_3_adj"	3.49
"Greece"	"2_1_3_adj"	2.25
"Hungary"	"2_1_3_adj"	2.29
"Ireland"	"2_1_3_adj"	NA
"Israel"	"2_1_3_adj"	NA
"Italy"	"2_1_3_adj"	6.6
"Japan"	"2_1_3_adj"	NA
"Korea"	"2_1_3_adj"	NA
"Lithuania"	"2_1_3_adj"	4.57
"Luxembourg"	"2_1_3_adj"	8.96
"Latvia"	"2_1_3_adj"	5.78
"Netherlands"	"2_1_3_adj"	2.99
"Norway"	"2_1_3_adj"	7.91
"New Zealand"	"2_1_3_adj"	NA
"Poland"	"2_1_3_adj"	4.78
"Portugal"	"2_1_3_adj"	2.26
"Slovak Republic"	"2_1_3_adj"	4.3
"Slovenia"	"2_1_3_adj"	6.85
"Sweden"	"2_1_3_adj"	1.67
"Turkey"	"2_1_3_adj"	21.54
"United States"	"2_1_3_adj"	NA
"Australia"	"2_1_4_adj"	NA
"Austria"	"2_1_4_adj"	14.44
"Belgium"	"2_1_4_adj"	15.36
"Canada"	"2_1_4_adj"	NA
"Switzerland"	"2_1_4_adj"	NA
"Chile"	"2_1_4_adj"	NA
"Czech Republic"	"2_1_4_adj"	1.76
"Germany"	"2_1_4_adj"	1.68
"Denmark"	"2_1_4_adj"	3.02
"Spain"	"2_1_4_adj"	21.26
"Estonia"	"2_1_4_adj"	1.98
"Finland"	"2_1_4_adj"	14.1
"France"	"2_1_4_adj"	2.5
"United Kingdom"	"2_1_4_adj"	7.41
"Greece"	"2_1_4_adj"	8.56
"Hungary"	"2_1_4_adj"	3.24
"Ireland"	"2_1_4_adj"	0.36
"Israel"	"2_1_4_adj"	NA
"Italy"	"2_1_4_adj"	0.3
"Japan"	"2_1_4_adj"	NA
"Korea"	"2_1_4_adj"	NA
"Lithuania"	"2_1_4_adj"	0.72
"Luxembourg"	"2_1_4_adj"	21.26
"Latvia"	"2_1_4_adj"	NA
"Netherlands"	"2_1_4_adj"	9.07
"Norway"	"2_1_4_adj"	2.37
"New Zealand"	"2_1_4_adj"	NA
"Poland"	"2_1_4_adj"	0.17
"Portugal"	"2_1_4_adj"	0.24
"Slovak Republic"	"2_1_4_adj"	NA
"Slovenia"	"2_1_4_adj"	1.85
"Sweden"	"2_1_4_adj"	0.06
"Turkey"	"2_1_4_adj"	NA
"United States"	"2_1_4_adj"	NA
"Australia"	"2_2_1_adj"	3.37
"Austria"	"2_2_1_adj"	2.63
"Belgium"	"2_2_1_adj"	1.65
"Canada"	"2_2_1_adj"	3.21
"Switzerland"	"2_2_1_adj"	NA
"Chile"	"2_2_1_adj"	NA
"Czech Republic"	"2_2_1_adj"	1.59
"Germany"	"2_2_1_adj"	2.66
"Denmark"	"2_2_1_adj"	2.93
"Spain"	"2_2_1_adj"	2.56
"Estonia"	"2_2_1_adj"	1.74
"Finland"	"2_2_1_adj"	2.46
"France"	"2_2_1_adj"	1.36
"United Kingdom"	"2_2_1_adj"	2.84
"Greece"	"2_2_1_adj"	NA
"Hungary"	"2_2_1_adj"	NA
"Ireland"	"2_2_1_adj"	2.18
"Israel"	"2_2_1_adj"	NA
"Italy"	"2_2_1_adj"	1.06
"Japan"	"2_2_1_adj"	2.28
"Korea"	"2_2_1_adj"	3.25
"Lithuania"	"2_2_1_adj"	NA
"Luxembourg"	"2_2_1_adj"	NA
"Latvia"	"2_2_1_adj"	NA
"Netherlands"	"2_2_1_adj"	3.21
"Norway"	"2_2_1_adj"	1.97
"New Zealand"	"2_2_1_adj"	NA
"Poland"	"2_2_1_adj"	1.91
"Portugal"	"2_2_1_adj"	NA
"Slovak Republic"	"2_2_1_adj"	1.41
"Slovenia"	"2_2_1_adj"	NA
"Sweden"	"2_2_1_adj"	2.76
"Turkey"	"2_2_1_adj"	NA
"United States"	"2_2_1_adj"	3.12
"Australia"	"2_2_2_adj"	78.09
"Austria"	"2_2_2_adj"	81.9
"Belgium"	"2_2_2_adj"	86.29
"Canada"	"2_2_2_adj"	78.63
"Switzerland"	"2_2_2_adj"	NA
"Chile"	"2_2_2_adj"	63.74
"Czech Republic"	"2_2_2_adj"	83.68
"Germany"	"2_2_2_adj"	84.52
"Denmark"	"2_2_2_adj"	87.75
"Spain"	"2_2_2_adj"	74.52
"Estonia"	"2_2_2_adj"	81.96
"Finland"	"2_2_2_adj"	85.5
"France"	"2_2_2_adj"	88.07
"United Kingdom"	"2_2_2_adj"	86.23
"Greece"	"2_2_2_adj"	36.2
"Hungary"	"2_2_2_adj"	NA
"Ireland"	"2_2_2_adj"	71.94
"Israel"	"2_2_2_adj"	75.03
"Italy"	"2_2_2_adj"	83.42
"Japan"	"2_2_2_adj"	80.45
"Korea"	"2_2_2_adj"	59.64
"Lithuania"	"2_2_2_adj"	79.56
"Luxembourg"	"2_2_2_adj"	NA
"Latvia"	"2_2_2_adj"	NA
"Netherlands"	"2_2_2_adj"	88.59
"Norway"	"2_2_2_adj"	85.87
"New Zealand"	"2_2_2_adj"	81.64
"Poland"	"2_2_2_adj"	79.38
"Portugal"	"2_2_2_adj"	NA
"Slovak Republic"	"2_2_2_adj"	69.5
"Slovenia"	"2_2_2_adj"	86.31
"Sweden"	"2_2_2_adj"	81.07
"Turkey"	"2_2_2_adj"	48.96
"United States"	"2_2_2_adj"	70.71
"Australia"	"2_2_3_adj"	NA
"Austria"	"2_2_3_adj"	41.07
"Belgium"	"2_2_3_adj"	20.85
"Canada"	"2_2_3_adj"	NA
"Switzerland"	"2_2_3_adj"	NA
"Chile"	"2_2_3_adj"	NA
"Czech Republic"	"2_2_3_adj"	9.5
"Germany"	"2_2_3_adj"	30.95
"Denmark"	"2_2_3_adj"	23.73
"Spain"	"2_2_3_adj"	46.81
"Estonia"	"2_2_3_adj"	29.12
"Finland"	"2_2_3_adj"	40.73
"France"	"2_2_3_adj"	51.77
"United Kingdom"	"2_2_3_adj"	29.04
"Greece"	"2_2_3_adj"	29.75
"Hungary"	"2_2_3_adj"	31.04
"Ireland"	"2_2_3_adj"	31.29
"Israel"	"2_2_3_adj"	NA
"Italy"	"2_2_3_adj"	13.24
"Japan"	"2_2_3_adj"	NA
"Korea"	"2_2_3_adj"	NA
"Lithuania"	"2_2_3_adj"	63.08
"Luxembourg"	"2_2_3_adj"	14.64
"Latvia"	"2_2_3_adj"	NA
"Netherlands"	"2_2_3_adj"	26.85
"Norway"	"2_2_3_adj"	31.32
"New Zealand"	"2_2_3_adj"	58.71
"Poland"	"2_2_3_adj"	34.5
"Portugal"	"2_2_3_adj"	49.08
"Slovak Republic"	"2_2_3_adj"	31.23
"Slovenia"	"2_2_3_adj"	NA
"Sweden"	"2_2_3_adj"	NA
"Turkey"	"2_2_3_adj"	NA
"United States"	"2_2_3_adj"	NA
"Australia"	"2_2_4_adj"	NA
"Austria"	"2_2_4_adj"	8.57
"Belgium"	"2_2_4_adj"	12.38
"Canada"	"2_2_4_adj"	NA
"Switzerland"	"2_2_4_adj"	NA
"Chile"	"2_2_4_adj"	NA
"Czech Republic"	"2_2_4_adj"	5.38
"Germany"	"2_2_4_adj"	8.68
"Denmark"	"2_2_4_adj"	9.49
"Spain"	"2_2_4_adj"	11.29
"Estonia"	"2_2_4_adj"	11.74
"Finland"	"2_2_4_adj"	7.43
"France"	"2_2_4_adj"	16.67
"United Kingdom"	"2_2_4_adj"	10.35
"Greece"	"2_2_4_adj"	6.8
"Hungary"	"2_2_4_adj"	5.15
"Ireland"	"2_2_4_adj"	9.37
"Israel"	"2_2_4_adj"	NA
"Italy"	"2_2_4_adj"	8.55
"Japan"	"2_2_4_adj"	NA
"Korea"	"2_2_4_adj"	NA
"Lithuania"	"2_2_4_adj"	9.87
"Luxembourg"	"2_2_4_adj"	16.52
"Latvia"	"2_2_4_adj"	10.59
"Netherlands"	"2_2_4_adj"	10.82
"Norway"	"2_2_4_adj"	NA
"New Zealand"	"2_2_4_adj"	NA
"Poland"	"2_2_4_adj"	6.54
"Portugal"	"2_2_4_adj"	10.29
"Slovak Republic"	"2_2_4_adj"	9.43
"Slovenia"	"2_2_4_adj"	5.91
"Sweden"	"2_2_4_adj"	10.75
"Turkey"	"2_2_4_adj"	NA
"United States"	"2_2_4_adj"	NA
"Australia"	"2_3_1_adj"	16.8
"Austria"	"2_3_1_adj"	25.47
"Belgium"	"2_3_1_adj"	21.45
"Canada"	"2_3_1_adj"	NA
"Switzerland"	"2_3_1_adj"	23.58
"Chile"	"2_3_1_adj"	NA
"Czech Republic"	"2_3_1_adj"	16.99
"Germany"	"2_3_1_adj"	19.17
"Denmark"	"2_3_1_adj"	15.79
"Spain"	"2_3_1_adj"	25.83
"Estonia"	"2_3_1_adj"	14.42
"Finland"	"2_3_1_adj"	23.05
"France"	"2_3_1_adj"	23.82
"United Kingdom"	"2_3_1_adj"	15.68
"Greece"	"2_3_1_adj"	44.29
"Hungary"	"2_3_1_adj"	12.49
"Ireland"	"2_3_1_adj"	NA
"Israel"	"2_3_1_adj"	NA
"Italy"	"2_3_1_adj"	28.44
"Japan"	"2_3_1_adj"	NA
"Korea"	"2_3_1_adj"	NA
"Lithuania"	"2_3_1_adj"	17.77
"Luxembourg"	"2_3_1_adj"	25.54
"Latvia"	"2_3_1_adj"	16.75
"Netherlands"	"2_3_1_adj"	25.25
"Norway"	"2_3_1_adj"	10.22
"New Zealand"	"2_3_1_adj"	NA
"Poland"	"2_3_1_adj"	18.61
"Portugal"	"2_3_1_adj"	19.22
"Slovak Republic"	"2_3_1_adj"	19.74
"Slovenia"	"2_3_1_adj"	14.3
"Sweden"	"2_3_1_adj"	11.6
"Turkey"	"2_3_1_adj"	25.63
"United States"	"2_3_1_adj"	NA
"Australia"	"2_3_2_adj"	18.28
"Austria"	"2_3_2_adj"	11.51
"Belgium"	"2_3_2_adj"	5.38
"Canada"	"2_3_2_adj"	19.3
"Switzerland"	"2_3_2_adj"	NA
"Chile"	"2_3_2_adj"	15.65
"Czech Republic"	"2_3_2_adj"	14.65
"Germany"	"2_3_2_adj"	9.6
"Denmark"	"2_3_2_adj"	13.9
"Spain"	"2_3_2_adj"	10.32
"Estonia"	"2_3_2_adj"	18.67
"Finland"	"2_3_2_adj"	6.58
"France"	"2_3_2_adj"	18.23
"United Kingdom"	"2_3_2_adj"	19.95
"Greece"	"2_3_2_adj"	30.33
"Hungary"	"2_3_2_adj"	NA
"Ireland"	"2_3_2_adj"	20.74
"Israel"	"2_3_2_adj"	24.23
"Italy"	"2_3_2_adj"	15.03
"Japan"	"2_3_2_adj"	8.45
"Korea"	"2_3_2_adj"	11.19
"Lithuania"	"2_3_2_adj"	24.58
"Luxembourg"	"2_3_2_adj"	NA
"Latvia"	"2_3_2_adj"	NA
"Netherlands"	"2_3_2_adj"	14.05
"Norway"	"2_3_2_adj"	9.72
"New Zealand"	"2_3_2_adj"	14.32
"Poland"	"2_3_2_adj"	20.33
"Portugal"	"2_3_2_adj"	NA
"Slovak Republic"	"2_3_2_adj"	15.29
"Slovenia"	"2_3_2_adj"	25.53
"Sweden"	"2_3_2_adj"	12.43
"Turkey"	"2_3_2_adj"	8.48
"United States"	"2_3_2_adj"	23.67
"Australia"	"2_1_1_norm"	0.008940512
"Austria"	"2_1_1_norm"	1
"Belgium"	"2_1_1_norm"	0.261982905
"Canada"	"2_1_1_norm"	0.109495326
"Switzerland"	"2_1_1_norm"	0.406217097
"Chile"	"2_1_1_norm"	0.159368545
