"Country"	"variable"	"value"
"Spain"	"5_2_4"	9.13
"Estonia"	"5_2_4"	15.9
"Finland"	"5_2_4"	5.68
"France"	"5_2_4"	7.01
"United Kingdom"	"5_2_4"	10.65
"Greece"	"5_2_4"	1.72
"Hungary"	"5_2_4"	NA
"Ireland"	"5_2_4"	11.16
"Israel"	"5_2_4"	5.38
"Italy"	"5_2_4"	3.93
"Japan"	"5_2_4"	10.45
"Korea"	"5_2_4"	8.67
"Lithuania"	"5_2_4"	16.17
"Luxembourg"	"5_2_4"	NA
"Latvia"	"5_2_4"	NA
"Netherlands"	"5_2_4"	5.79
"Norway"	"5_2_4"	4.21
"New Zealand"	"5_2_4"	6.97
"Poland"	"5_2_4"	14.73
"Portugal"	"5_2_4"	NA
"Slovak Republic"	"5_2_4"	10.09
"Slovenia"	"5_2_4"	6.08
"Sweden"	"5_2_4"	5.71
"Turkey"	"5_2_4"	9.92
"United States"	"5_2_4"	8.17
"Australia"	"5_1_1_adj"	NA
"Austria"	"5_1_1_adj"	35.9
"Belgium"	"5_1_1_adj"	48
"Canada"	"5_1_1_adj"	NA
"Switzerland"	"5_1_1_adj"	NA
"Chile"	"5_1_1_adj"	NA
"Czech Republic"	"5_1_1_adj"	46.3
"Germany"	"5_1_1_adj"	40.1
"Denmark"	"5_1_1_adj"	33.5
"Spain"	"5_1_1_adj"	51.8
"Estonia"	"5_1_1_adj"	45.7
"Finland"	"5_1_1_adj"	51.4
"France"	"5_1_1_adj"	94.8
"United Kingdom"	"5_1_1_adj"	66.3
"Greece"	"5_1_1_adj"	69.4
"Hungary"	"5_1_1_adj"	39.3
"Ireland"	"5_1_1_adj"	56.1
"Israel"	"5_1_1_adj"	NA
"Italy"	"5_1_1_adj"	52.5
"Japan"	"5_1_1_adj"	NA
"Korea"	"5_1_1_adj"	NA
"Lithuania"	"5_1_1_adj"	46.1
"Luxembourg"	"5_1_1_adj"	50
"Latvia"	"5_1_1_adj"	29.5
"Netherlands"	"5_1_1_adj"	87.4
"Norway"	"5_1_1_adj"	48.3
"New Zealand"	"5_1_1_adj"	NA
"Poland"	"5_1_1_adj"	32.3
"Portugal"	"5_1_1_adj"	57
"Slovak Republic"	"5_1_1_adj"	46.9
"Slovenia"	"5_1_1_adj"	39.7
"Sweden"	"5_1_1_adj"	NA
"Turkey"	"5_1_1_adj"	NA
"United States"	"5_1_1_adj"	NA
"Australia"	"5_1_2_adj"	NA
"Austria"	"5_1_2_adj"	57.4
"Belgium"	"5_1_2_adj"	30.5
"Canada"	"5_1_2_adj"	NA
"Switzerland"	"5_1_2_adj"	NA
"Chile"	"5_1_2_adj"	NA
"Czech Republic"	"5_1_2_adj"	35.8
"Germany"	"5_1_2_adj"	25.1
"Denmark"	"5_1_2_adj"	42.7
"Spain"	"5_1_2_adj"	55.9
"Estonia"	"5_1_2_adj"	58.1
"Finland"	"5_1_2_adj"	45.7
"France"	"5_1_2_adj"	23.8
"United Kingdom"	"5_1_2_adj"	35
"Greece"	"5_1_2_adj"	53.7
"Hungary"	"5_1_2_adj"	28.6
"Ireland"	"5_1_2_adj"	NA
"Israel"	"5_1_2_adj"	NA
"Italy"	"5_1_2_adj"	35
"Japan"	"5_1_2_adj"	NA
"Korea"	"5_1_2_adj"	NA
"Lithuania"	"5_1_2_adj"	72.1
"Luxembourg"	"5_1_2_adj"	43
"Latvia"	"5_1_2_adj"	62
"Netherlands"	"5_1_2_adj"	54.5
"Norway"	"5_1_2_adj"	33.7
"New Zealand"	"5_1_2_adj"	NA
"Poland"	"5_1_2_adj"	68.8
"Portugal"	"5_1_2_adj"	61.9
"Slovak Republic"	"5_1_2_adj"	37.5
"Slovenia"	"5_1_2_adj"	60
"Sweden"	"5_1_2_adj"	33.2
"Turkey"	"5_1_2_adj"	48.8
"United States"	"5_1_2_adj"	NA
"Australia"	"5_2_1_adj"	61.8
"Austria"	"5_2_1_adj"	55.5
"Belgium"	"5_2_1_adj"	59.4
"Canada"	"5_2_1_adj"	61.5
"Switzerland"	"5_2_1_adj"	NA
"Chile"	"5_2_1_adj"	64.4
"Czech Republic"	"5_2_1_adj"	53.7
"Germany"	"5_2_1_adj"	51.2
"Denmark"	"5_2_1_adj"	82.4
"Spain"	"5_2_1_adj"	48.1
"Estonia"	"5_2_1_adj"	34.3
"Finland"	"5_2_1_adj"	53.7
"France"	"5_2_1_adj"	48.8
"United Kingdom"	"5_2_1_adj"	62.2
"Greece"	"5_2_1_adj"	58.5
"Hungary"	"5_2_1_adj"	NA
"Ireland"	"5_2_1_adj"	62.9
"Israel"	"5_2_1_adj"	41.1
"Italy"	"5_2_1_adj"	42.1
"Japan"	"5_2_1_adj"	23.6
"Korea"	"5_2_1_adj"	31.1
"Lithuania"	"5_2_1_adj"	42.3
"Luxembourg"	"5_2_1_adj"	NA
"Latvia"	"5_2_1_adj"	NA
"Netherlands"	"5_2_1_adj"	55.1
"Norway"	"5_2_1_adj"	60.5
"New Zealand"	"5_2_1_adj"	66.3
"Poland"	"5_2_1_adj"	55.1
"Portugal"	"5_2_1_adj"	NA
"Slovak Republic"	"5_2_1_adj"	56.7
"Slovenia"	"5_2_1_adj"	36.7
"Sweden"	"5_2_1_adj"	40.9
"Turkey"	"5_2_1_adj"	47.3
"United States"	"5_2_1_adj"	61.2
"Australia"	"5_2_2_adj"	84.9
"Austria"	"5_2_2_adj"	85.2
"Belgium"	"5_2_2_adj"	77.1
"Canada"	"5_2_2_adj"	NA
"Switzerland"	"5_2_2_adj"	88.2
"Chile"	"5_2_2_adj"	NA
"Czech Republic"	"5_2_2_adj"	94.2
"Germany"	"5_2_2_adj"	82.5
"Denmark"	"5_2_2_adj"	79.2
"Spain"	"5_2_2_adj"	89.8
"Estonia"	"5_2_2_adj"	87.7
"Finland"	"5_2_2_adj"	87.4
"France"	"5_2_2_adj"	84
"United Kingdom"	"5_2_2_adj"	84.8
"Greece"	"5_2_2_adj"	89
"Hungary"	"5_2_2_adj"	84.7
"Ireland"	"5_2_2_adj"	NA
"Israel"	"5_2_2_adj"	NA
"Italy"	"5_2_2_adj"	92.3
"Japan"	"5_2_2_adj"	NA
"Korea"	"5_2_2_adj"	NA
"Lithuania"	"5_2_2_adj"	96.3
"Luxembourg"	"5_2_2_adj"	88.2
"Latvia"	"5_2_2_adj"	90
"Netherlands"	"5_2_2_adj"	73.3
"Norway"	"5_2_2_adj"	87.1
"New Zealand"	"5_2_2_adj"	NA
"Poland"	"5_2_2_adj"	94.2
"Portugal"	"5_2_2_adj"	87.2
"Slovak Republic"	"5_2_2_adj"	88.7
"Slovenia"	"5_2_2_adj"	88.5
"Sweden"	"5_2_2_adj"	79.9
"Turkey"	"5_2_2_adj"	91.6
"United States"	"5_2_2_adj"	NA
"Australia"	"5_2_3_adj"	NA
"Austria"	"5_2_3_adj"	68.7
"Belgium"	"5_2_3_adj"	74.6
"Canada"	"5_2_3_adj"	NA
"Switzerland"	"5_2_3_adj"	57.5
"Chile"	"5_2_3_adj"	NA
"Czech Republic"	"5_2_3_adj"	66.2
"Germany"	"5_2_3_adj"	50.8
"Denmark"	"5_2_3_adj"	67.4
"Spain"	"5_2_3_adj"	77.7
"Estonia"	"5_2_3_adj"	63.2
"Finland"	"5_2_3_adj"	66.3
"France"	"5_2_3_adj"	63.8
"United Kingdom"	"5_2_3_adj"	73.4
"Greece"	"5_2_3_adj"	66.1
"Hungary"	"5_2_3_adj"	86.9
"Ireland"	"5_2_3_adj"	NA
"Israel"	"5_2_3_adj"	NA
"Italy"	"5_2_3_adj"	81.7
"Japan"	"5_2_3_adj"	NA
"Korea"	"5_2_3_adj"	NA
"Lithuania"	"5_2_3_adj"	70.2
"Luxembourg"	"5_2_3_adj"	70.7
"Latvia"	"5_2_3_adj"	71.9
"Netherlands"	"5_2_3_adj"	34.9
"Norway"	"5_2_3_adj"	59.6
"New Zealand"	"5_2_3_adj"	NA
"Poland"	"5_2_3_adj"	72.3
"Portugal"	"5_2_3_adj"	80.2
"Slovak Republic"	"5_2_3_adj"	62
"Slovenia"	"5_2_3_adj"	81.9
"Sweden"	"5_2_3_adj"	57.9
"Turkey"	"5_2_3_adj"	49.5
"United States"	"5_2_3_adj"	NA
"Australia"	"5_2_4_adj"	7.2685
"Austria"	"5_2_4_adj"	4.0977
"Belgium"	"5_2_4_adj"	6.9583
"Canada"	"5_2_4_adj"	9.6061
"Switzerland"	"5_2_4_adj"	NA
"Chile"	"5_2_4_adj"	20.2753
"Czech Republic"	"5_2_4_adj"	8.6509
"Germany"	"5_2_4_adj"	7.9011
"Denmark"	"5_2_4_adj"	3.3247
"Spain"	"5_2_4_adj"	9.1273
"Estonia"	"5_2_4_adj"	15.9044
"Finland"	"5_2_4_adj"	5.6833
"France"	"5_2_4_adj"	7.0069
"United Kingdom"	"5_2_4_adj"	10.6498
"Greece"	"5_2_4_adj"	1.7235
"Hungary"	"5_2_4_adj"	NA
"Ireland"	"5_2_4_adj"	11.1633
"Israel"	"5_2_4_adj"	5.3815
"Italy"	"5_2_4_adj"	3.9315
"Japan"	"5_2_4_adj"	10.4536
"Korea"	"5_2_4_adj"	8.6733
"Lithuania"	"5_2_4_adj"	16.1658
"Luxembourg"	"5_2_4_adj"	NA
"Latvia"	"5_2_4_adj"	NA
"Netherlands"	"5_2_4_adj"	5.7877
"Norway"	"5_2_4_adj"	4.2094
"New Zealand"	"5_2_4_adj"	6.974
"Poland"	"5_2_4_adj"	14.735
"Portugal"	"5_2_4_adj"	NA
"Slovak Republic"	"5_2_4_adj"	10.0911
"Slovenia"	"5_2_4_adj"	6.0797
"Sweden"	"5_2_4_adj"	5.7089
"Turkey"	"5_2_4_adj"	9.9197
"United States"	"5_2_4_adj"	8.1668
"Australia"	"5_1_1_norm"	NA
"Austria"	"5_1_1_norm"	0.098009188
"Belgium"	"5_1_1_norm"	0.28330781
"Canada"	"5_1_1_norm"	NA
"Switzerland"	"5_1_1_norm"	NA
"Chile"	"5_1_1_norm"	NA
"Czech Republic"	"5_1_1_norm"	0.257274119
"Germany"	"5_1_1_norm"	0.162327718
"Denmark"	"5_1_1_norm"	0.061255743
"Spain"	"5_1_1_norm"	0.341500766
"Estonia"	"5_1_1_norm"	0.248085758
"Finland"	"5_1_1_norm"	0.335375191
"France"	"5_1_1_norm"	1
"United Kingdom"	"5_1_1_norm"	0.563552833
"Greece"	"5_1_1_norm"	0.611026034
"Hungary"	"5_1_1_norm"	0.15007657
"Ireland"	"5_1_1_norm"	0.407350689
"Israel"	"5_1_1_norm"	NA
"Italy"	"5_1_1_norm"	0.352220521
"Japan"	"5_1_1_norm"	NA
"Korea"	"5_1_1_norm"	NA
"Lithuania"	"5_1_1_norm"	0.254211332
"Luxembourg"	"5_1_1_norm"	0.313935681
"Latvia"	"5_1_1_norm"	0
"Netherlands"	"5_1_1_norm"	0.886676876
"Norway"	"5_1_1_norm"	0.287901991
"New Zealand"	"5_1_1_norm"	NA
"Poland"	"5_1_1_norm"	0.04287902
"Portugal"	"5_1_1_norm"	0.421133231
"Slovak Republic"	"5_1_1_norm"	0.266462481
"Slovenia"	"5_1_1_norm"	0.156202144
"Sweden"	"5_1_1_norm"	NA
"Turkey"	"5_1_1_norm"	NA
"United States"	"5_1_1_norm"	NA
"Australia"	"5_1_2_norm"	NA
"Austria"	"5_1_2_norm"	0.694745183
"Belgium"	"5_1_2_norm"	0.137404911
"Canada"	"5_1_2_norm"	NA
"Switzerland"	"5_1_2_norm"	NA
"Chile"	"5_1_2_norm"	NA
"Czech Republic"	"5_1_2_norm"	0.247607934
"Germany"	"5_1_2_norm"	0.025712005
"Denmark"	"5_1_2_norm"	0.391897302
"Spain"	"5_1_2_norm"	0.66429064
"Estonia"	"5_1_2_norm"	0.709913132
"Finland"	"5_1_2_norm"	0.453981478
"France"	"5_1_2_norm"	0
"United Kingdom"	"5_1_2_norm"	0.232157957
"Greece"	"5_1_2_norm"	0.619333662
"Hungary"	"5_1_2_norm"	0.098161166
"Ireland"	"5_1_2_norm"	NA
"Israel"	"5_1_2_norm"	NA
"Italy"	"5_1_2_norm"	0.232174288
"Japan"	"5_1_2_norm"	NA
"Korea"	"5_1_2_norm"	NA
"Lithuania"	"5_1_2_norm"	1
"Luxembourg"	"5_1_2_norm"	0.397183721
"Latvia"	"5_1_2_norm"	0.790308392
"Netherlands"	"5_1_2_norm"	0.636422825
"Norway"	"5_1_2_norm"	0.203513596
"New Zealand"	"5_1_2_norm"	NA
"Poland"	"5_1_2_norm"	0.93238763
"Portugal"	"5_1_2_norm"	0.788974441
"Slovak Republic"	"5_1_2_norm"	0.282889924
"Slovenia"	"5_1_2_norm"	0.749448352
"Sweden"	"5_1_2_norm"	0.193200269
"Turkey"	"5_1_2_norm"	0.5178094
"United States"	"5_1_2_norm"	NA
"Australia"	"5_2_1_norm"	0.649959436
"Austria"	"5_2_1_norm"	0.542739961
"Belgium"	"5_2_1_norm"	0.608942426
"Canada"	"5_2_1_norm"	0.643474487
"Switzerland"	"5_2_1_norm"	NA
"Chile"	"5_2_1_norm"	0.694026232
"Czech Republic"	"5_2_1_norm"	0.511343393
"Germany"	"5_2_1_norm"	0.468373462
"Denmark"	"5_2_1_norm"	1
"Spain"	"5_2_1_norm"	0.415590958
"Estonia"	"5_2_1_norm"	0.181505535
"Finland"	"5_2_1_norm"	0.510799975
"France"	"5_2_1_norm"	0.42815152
"United Kingdom"	"5_2_1_norm"	0.655319559
"Greece"	"5_2_1_norm"	0.593489663
"Hungary"	"5_2_1_norm"	NA
"Ireland"	"5_2_1_norm"	0.667552844
"Israel"	"5_2_1_norm"	0.29788997
"Italy"	"5_2_1_norm"	0.315099116
"Japan"	"5_2_1_norm"	0
"Korea"	"5_2_1_norm"	0.126855057
"Lithuania"	"5_2_1_norm"	0.317792196
"Luxembourg"	"5_2_1_norm"	NA
"Latvia"	"5_2_1_norm"	NA
"Netherlands"	"5_2_1_norm"	0.536138912
"Norway"	"5_2_1_norm"	0.627728335
"New Zealand"	"5_2_1_norm"	0.726298206
"Poland"	"5_2_1_norm"	0.534614425
"Portugal"	"5_2_1_norm"	NA
"Slovak Republic"	"5_2_1_norm"	0.562358827
"Slovenia"	"5_2_1_norm"	0.222967187
"Sweden"	"5_2_1_norm"	0.294322397
"Turkey"	"5_2_1_norm"	0.403330218
"United States"	"5_2_1_norm"	0.639097258
"Australia"	"5_2_2_norm"	0.551090002
"Austria"	"5_2_2_norm"	0.514772969
"Belgium"	"5_2_2_norm"	0.165022694
"Canada"	"5_2_2_norm"	NA
"Switzerland"	"5_2_2_norm"	0.647357427
"Chile"	"5_2_2_norm"	NA
"Czech Republic"	"5_2_2_norm"	0.906806351
"Germany"	"5_2_2_norm"	0.40046496
"Denmark"	"5_2_2_norm"	0.257218575
"Spain"	"5_2_2_norm"	0.716055567
"Estonia"	"5_2_2_norm"	0.623825112
"Finland"	"5_2_2_norm"	0.611205649
"France"	"5_2_2_norm"	0.462518525
"United Kingdom"	"5_2_2_norm"	0.497449051
"Greece"	"5_2_2_norm"	0.6807643
"Hungary"	"5_2_2_norm"	0.493068877
"Ireland"	"5_2_2_norm"	NA
"Israel"	"5_2_2_norm"	NA
"Italy"	"5_2_2_norm"	0.82251442
"Japan"	"5_2_2_norm"	NA
"Korea"	"5_2_2_norm"	NA
"Lithuania"	"5_2_2_norm"	1
"Luxembourg"	"5_2_2_norm"	0.647060236
"Latvia"	"5_2_2_norm"	0.725209169
"Netherlands"	"5_2_2_norm"	0
"Norway"	"5_2_2_norm"	0.599231917
"New Zealand"	"5_2_2_norm"	NA
"Poland"	"5_2_2_norm"	0.909034502
"Portugal"	"5_2_2_norm"	0.604293364
"Slovak Republic"	"5_2_2_norm"	0.668707977
"Slovenia"	"5_2_2_norm"	0.658596337
"Sweden"	"5_2_2_norm"	0.28608738
"Turkey"	"5_2_2_norm"	0.796191263
"United States"	"5_2_2_norm"	NA
"Australia"	"5_2_3_norm"	NA
"Austria"	"5_2_3_norm"	0.650089114
"Belgium"	"5_2_3_norm"	0.765041525
"Canada"	"5_2_3_norm"	NA
"Switzerland"	"5_2_3_norm"	0.43503636
"Chile"	"5_2_3_norm"	NA
"Czech Republic"	"5_2_3_norm"	0.60251869
"Germany"	"5_2_3_norm"	0.305976918
"Denmark"	"5_2_3_norm"	0.625042736
"Spain"	"5_2_3_norm"	0.823022535
"Estonia"	"5_2_3_norm"	0.544760881
"Finland"	"5_2_3_norm"	0.603872874
"France"	"5_2_3_norm"	0.556137142
"United Kingdom"	"5_2_3_norm"	0.740462545
"Greece"	"5_2_3_norm"	0.600723836
"Hungary"	"5_2_3_norm"	1
"Ireland"	"5_2_3_norm"	NA
"Israel"	"5_2_3_norm"	NA
"Italy"	"5_2_3_norm"	0.900149163
"Japan"	"5_2_3_norm"	NA
"Korea"	"5_2_3_norm"	NA
"Lithuania"	"5_2_3_norm"	0.678825891
"Luxembourg"	"5_2_3_norm"	0.689583353
"Latvia"	"5_2_3_norm"	0.711671705
"Netherlands"	"5_2_3_norm"	0
"Norway"	"5_2_3_norm"	0.476153427
"New Zealand"	"5_2_3_norm"	NA
"Poland"	"5_2_3_norm"	0.719906116
"Portugal"	"5_2_3_norm"	0.871145332
"Slovak Republic"	"5_2_3_norm"	0.521558327
"Slovenia"	"5_2_3_norm"	0.904057646
"Sweden"	"5_2_3_norm"	0.442297404
"Turkey"	"5_2_3_norm"	0.280776563
"United States"	"5_2_3_norm"	NA
"Australia"	"5_2_4_norm"	0.298893474
"Austria"	"5_2_4_norm"	0.127976537
"Belgium"	"5_2_4_norm"	0.282171072
"Canada"	"5_2_4_norm"	0.424896075
"Switzerland"	"5_2_4_norm"	NA
"Chile"	"5_2_4_norm"	1
"Czech Republic"	"5_2_4_norm"	0.373408776
"Germany"	"5_2_4_norm"	0.332990509
"Denmark"	"5_2_4_norm"	0.08630987
"Spain"	"5_2_4_norm"	0.399091515
"Estonia"	"5_2_4_norm"	0.764394322
"Finland"	"5_2_4_norm"	0.213448212
"France"	"5_2_4_norm"	0.284791847
"United Kingdom"	"5_2_4_norm"	0.481154349
"Greece"	"5_2_4_norm"	0
"Hungary"	"5_2_4_norm"	NA
"Ireland"	"5_2_4_norm"	0.508835819
"Israel"	"5_2_4_norm"	0.19717644
"Italy"	"5_2_4_norm"	0.119020513
"Japan"	"5_2_4_norm"	0.470583384
"Korea"	"5_2_4_norm"	0.374617826
"Lithuania"	"5_2_4_norm"	0.778487863
"Luxembourg"	"5_2_4_norm"	NA
"Latvia"	"5_2_4_norm"	NA
"Netherlands"	"5_2_4_norm"	0.219072476
"Norway"	"5_2_4_norm"	0.133999685
"New Zealand"	"5_2_4_norm"	0.283016813
"Poland"	"5_2_4_norm"	0.701361488
"Portugal"	"5_2_4_norm"	NA
"Slovak Republic"	"5_2_4_norm"	0.451043459
"Slovenia"	"5_2_4_norm"	0.23481384
"Sweden"	"5_2_4_norm"	0.214828674
"Turkey"	"5_2_4_norm"	0.441803904
"United States"	"5_2_4_norm"	0.347317451
"Australia"	"M&C"	NA
"Austria"	"M&C"	0.396377186
"Belgium"	"M&C"	0.21035636
"Canada"	"M&C"	NA
"Switzerland"	"M&C"	NA
"Chile"	"M&C"	NA
"Czech Republic"	"M&C"	0.252441027
"Germany"	"M&C"	0.094019862
"Denmark"	"M&C"	0.226576522
"Spain"	"M&C"	0.502895703
"Estonia"	"M&C"	0.478999445
"Finland"	"M&C"	0.394678335
"France"	"M&C"	0.5
"United Kingdom"	"M&C"	0.397855395
"Greece"	"M&C"	0.615179848
"Hungary"	"M&C"	0.124118868
"Ireland"	"M&C"	0.407350689
"Israel"	"M&C"	NA
"Italy"	"M&C"	0.292197404
"Japan"	"M&C"	NA
"Korea"	"M&C"	NA
"Lithuania"	"M&C"	0.627105666
"Luxembourg"	"M&C"	0.355559701
"Latvia"	"M&C"	0.395154196
"Netherlands"	"M&C"	0.76154985
"Norway"	"M&C"	0.245707793
"New Zealand"	"M&C"	NA
"Poland"	"M&C"	0.487633325
"Portugal"	"M&C"	0.605053836
"Slovak Republic"	"M&C"	0.274676202
"Slovenia"	"M&C"	0.452825248
"Sweden"	"M&C"	0.193200269
"Turkey"	"M&C"	0.5178094
"United States"	"M&C"	NA
"Australia"	"U&E"	0.499980971
"Austria"	"U&E"	0.458894645
"Belgium"	"U&E"	0.455294429
"Canada"	"U&E"	0.534185281
"Switzerland"	"U&E"	0.541196894
"Chile"	"U&E"	0.847013116
"Czech Republic"	"U&E"	0.598519303
"Germany"	"U&E"	0.376951462
"Denmark"	"U&E"	0.492142795
"Spain"	"U&E"	0.588440144
"Estonia"	"U&E"	0.528621462
"Finland"	"U&E"	0.484831678
"France"	"U&E"	0.432899758
"United Kingdom"	"U&E"	0.593596376
"Greece"	"U&E"	0.46874445
"Hungary"	"U&E"	0.746534438
"Ireland"	"U&E"	0.588194332
"Israel"	"U&E"	0.247533205
"Italy"	"U&E"	0.539195803
"Japan"	"U&E"	0.235291692
"Korea"	"U&E"	0.250736441
"Lithuania"	"U&E"	0.693776488
"Luxembourg"	"U&E"	0.668321794
"Latvia"	"U&E"	0.718440437
"Netherlands"	"U&E"	0.188802847
"Norway"	"U&E"	0.459278341
