"Country"	"variable"	"value"
"Norway"	"6_2_1"	96.69
"New Zealand"	"6_2_1"	NA
"Poland"	"6_2_1"	66.37
"Portugal"	"6_2_1"	91.04
"Slovak Republic"	"6_2_1"	74.24
"Slovenia"	"6_2_1"	89.62
"Sweden"	"6_2_1"	60.01
"Turkey"	"6_2_1"	NA
"United States"	"6_2_1"	NA
"Australia"	"6_2_2"	NA
"Austria"	"6_2_2"	82.3
"Belgium"	"6_2_2"	86.2
"Canada"	"6_2_2"	NA
"Switzerland"	"6_2_2"	NA
"Chile"	"6_2_2"	NA
"Czech Republic"	"6_2_2"	60.7
"Germany"	"6_2_2"	79.6
"Denmark"	"6_2_2"	90.2
"Spain"	"6_2_2"	86
"Estonia"	"6_2_2"	85.1
"Finland"	"6_2_2"	80
"France"	"6_2_2"	74.3
"United Kingdom"	"6_2_2"	72.3
"Greece"	"6_2_2"	89.6
"Hungary"	"6_2_2"	81.4
"Ireland"	"6_2_2"	67.8
"Israel"	"6_2_2"	NA
"Italy"	"6_2_2"	67.2
"Japan"	"6_2_2"	NA
"Korea"	"6_2_2"	NA
"Lithuania"	"6_2_2"	87.7
"Luxembourg"	"6_2_2"	89.9
"Latvia"	"6_2_2"	74.6
"Netherlands"	"6_2_2"	79.4
"Norway"	"6_2_2"	82.3
"New Zealand"	"6_2_2"	NA
"Poland"	"6_2_2"	74.6
"Portugal"	"6_2_2"	85.2
"Slovak Republic"	"6_2_2"	74.1
"Slovenia"	"6_2_2"	78.7
"Sweden"	"6_2_2"	75.6
"Turkey"	"6_2_2"	NA
"United States"	"6_2_2"	NA
"Australia"	"6_2_3"	NA
"Austria"	"6_2_3"	1.3
"Belgium"	"6_2_3"	1.58
"Canada"	"6_2_3"	NA
"Switzerland"	"6_2_3"	NA
"Chile"	"6_2_3"	NA
"Czech Republic"	"6_2_3"	NA
"Germany"	"6_2_3"	1.3
"Denmark"	"6_2_3"	1.51
"Spain"	"6_2_3"	0.84
"Estonia"	"6_2_3"	1.93
"Finland"	"6_2_3"	1.32
"France"	"6_2_3"	1.21
"United Kingdom"	"6_2_3"	1
"Greece"	"6_2_3"	1.53
"Hungary"	"6_2_3"	1.03
"Ireland"	"6_2_3"	1.91
"Israel"	"6_2_3"	NA
"Italy"	"6_2_3"	1.02
"Japan"	"6_2_3"	NA
"Korea"	"6_2_3"	NA
"Lithuania"	"6_2_3"	1.28
"Luxembourg"	"6_2_3"	1.3
"Latvia"	"6_2_3"	1.25
"Netherlands"	"6_2_3"	1.29
"Norway"	"6_2_3"	1.58
"New Zealand"	"6_2_3"	NA
"Poland"	"6_2_3"	1.5
"Portugal"	"6_2_3"	1.52
"Slovak Republic"	"6_2_3"	1.5
"Slovenia"	"6_2_3"	1.37
"Sweden"	"6_2_3"	NA
"Turkey"	"6_2_3"	NA
"United States"	"6_2_3"	NA
"Australia"	"6_3_1"	-9.2
"Austria"	"6_3_1"	12.12
"Belgium"	"6_3_1"	20.08
"Canada"	"6_3_1"	8.71
"Switzerland"	"6_3_1"	NA
"Chile"	"6_3_1"	-9.14
"Czech Republic"	"6_3_1"	-3.46
"Germany"	"6_3_1"	18.39
"Denmark"	"6_3_1"	9.67
"Spain"	"6_3_1"	12.31
"Estonia"	"6_3_1"	17.62
"Finland"	"6_3_1"	19.11
"France"	"6_3_1"	0.18
"United Kingdom"	"6_3_1"	10.6
"Greece"	"6_3_1"	13.32
"Hungary"	"6_3_1"	NA
"Ireland"	"6_3_1"	7.63
"Israel"	"6_3_1"	NA
"Italy"	"6_3_1"	16.03
"Japan"	"6_3_1"	NA
"Korea"	"6_3_1"	NA
"Lithuania"	"6_3_1"	15.7
"Luxembourg"	"6_3_1"	NA
"Latvia"	"6_3_1"	NA
"Netherlands"	"6_3_1"	10.11
"Norway"	"6_3_1"	8.04
"New Zealand"	"6_3_1"	4.58
"Poland"	"6_3_1"	16.43
"Portugal"	"6_3_1"	NA
"Slovak Republic"	"6_3_1"	4.81
"Slovenia"	"6_3_1"	1.38
"Sweden"	"6_3_1"	14.84
"Turkey"	"6_3_1"	1.44
"United States"	"6_3_1"	12.83
"Australia"	"6_3_2"	NA
"Austria"	"6_3_2"	19.22
"Belgium"	"6_3_2"	24.3
"Canada"	"6_3_2"	18.2
"Switzerland"	"6_3_2"	NA
"Chile"	"6_3_2"	20.14
"Czech Republic"	"6_3_2"	12.17
"Germany"	"6_3_2"	21.09
"Denmark"	"6_3_2"	14.47
"Spain"	"6_3_2"	15.56
"Estonia"	"6_3_2"	19.58
"Finland"	"6_3_2"	21.46
"France"	"6_3_2"	15.88
"United Kingdom"	"6_3_2"	21.47
"Greece"	"6_3_2"	17.25
"Hungary"	"6_3_2"	NA
"Ireland"	"6_3_2"	19.07
"Israel"	"6_3_2"	20.97
"Italy"	"6_3_2"	15.88
"Japan"	"6_3_2"	22.16
"Korea"	"6_3_2"	19.33
"Lithuania"	"6_3_2"	26.68
"Luxembourg"	"6_3_2"	NA
"Latvia"	"6_3_2"	NA
"Netherlands"	"6_3_2"	16.92
"Norway"	"6_3_2"	16
"New Zealand"	"6_3_2"	19.22
"Poland"	"6_3_2"	25.04
"Portugal"	"6_3_2"	NA
"Slovak Republic"	"6_3_2"	19.26
"Slovenia"	"6_3_2"	17.82
"Sweden"	"6_3_2"	20.04
"Turkey"	"6_3_2"	11.81
"United States"	"6_3_2"	21.08
"Australia"	"6_3_3"	68.53
"Austria"	"6_3_3"	62.08
"Belgium"	"6_3_3"	59.71
"Canada"	"6_3_3"	66.84
"Switzerland"	"6_3_3"	NA
"Chile"	"6_3_3"	47.93
"Czech Republic"	"6_3_3"	65.31
"Germany"	"6_3_3"	68.53
"Denmark"	"6_3_3"	73.47
"Spain"	"6_3_3"	58.07
"Estonia"	"6_3_3"	58.69
"Finland"	"6_3_3"	75.02
"France"	"6_3_3"	47.93
"United Kingdom"	"6_3_3"	71.39
"Greece"	"6_3_3"	35.52
"Hungary"	"6_3_3"	NA
"Ireland"	"6_3_3"	64.94
"Israel"	"6_3_3"	55.66
"Italy"	"6_3_3"	41.08
"Japan"	"6_3_3"	50.85
"Korea"	"6_3_3"	57.82
"Lithuania"	"6_3_3"	52.88
"Luxembourg"	"6_3_3"	NA
"Latvia"	"6_3_3"	NA
"Netherlands"	"6_3_3"	75
"Norway"	"6_3_3"	70.74
"New Zealand"	"6_3_3"	72.68
"Poland"	"6_3_3"	54.85
"Portugal"	"6_3_3"	NA
"Slovak Republic"	"6_3_3"	55.4
"Slovenia"	"6_3_3"	58.53
"Sweden"	"6_3_3"	64.95
"Turkey"	"6_3_3"	44.39
"United States"	"6_3_3"	65.99
"Australia"	"6_1_1_adj"	NA
"Austria"	"6_1_1_adj"	52.4
"Belgium"	"6_1_1_adj"	75.9
"Canada"	"6_1_1_adj"	NA
"Switzerland"	"6_1_1_adj"	NA
"Chile"	"6_1_1_adj"	NA
"Czech Republic"	"6_1_1_adj"	71.3
"Germany"	"6_1_1_adj"	62.8
"Denmark"	"6_1_1_adj"	85
"Spain"	"6_1_1_adj"	63.2
"Estonia"	"6_1_1_adj"	61.1
"Finland"	"6_1_1_adj"	78.6
"France"	"6_1_1_adj"	68.4
"United Kingdom"	"6_1_1_adj"	92.3
"Greece"	"6_1_1_adj"	64.3
"Hungary"	"6_1_1_adj"	91.8
"Ireland"	"6_1_1_adj"	75.7
"Israel"	"6_1_1_adj"	NA
"Italy"	"6_1_1_adj"	81.2
"Japan"	"6_1_1_adj"	NA
"Korea"	"6_1_1_adj"	NA
"Lithuania"	"6_1_1_adj"	62.5
"Luxembourg"	"6_1_1_adj"	72.5
"Latvia"	"6_1_1_adj"	46.6
"Netherlands"	"6_1_1_adj"	71.3
"Norway"	"6_1_1_adj"	70.9
"New Zealand"	"6_1_1_adj"	NA
"Poland"	"6_1_1_adj"	40.1
"Portugal"	"6_1_1_adj"	79.3
"Slovak Republic"	"6_1_1_adj"	54
"Slovenia"	"6_1_1_adj"	71.4
"Sweden"	"6_1_1_adj"	72.9
"Turkey"	"6_1_1_adj"	NA
"United States"	"6_1_1_adj"	NA
"Australia"	"6_2_1_adj"	NA
"Austria"	"6_2_1_adj"	94.08
"Belgium"	"6_2_1_adj"	76.87
"Canada"	"6_2_1_adj"	NA
"Switzerland"	"6_2_1_adj"	NA
"Chile"	"6_2_1_adj"	NA
"Czech Republic"	"6_2_1_adj"	63.64
"Germany"	"6_2_1_adj"	84.41
"Denmark"	"6_2_1_adj"	91.22
"Spain"	"6_2_1_adj"	95.79
"Estonia"	"6_2_1_adj"	52.77
"Finland"	"6_2_1_adj"	91.78
"France"	"6_2_1_adj"	94.14
"United Kingdom"	"6_2_1_adj"	98.11
"Greece"	"6_2_1_adj"	67.42
"Hungary"	"6_2_1_adj"	79.61
"Ireland"	"6_2_1_adj"	82.47
"Israel"	"6_2_1_adj"	NA
"Italy"	"6_2_1_adj"	83.32
"Japan"	"6_2_1_adj"	NA
"Korea"	"6_2_1_adj"	NA
"Lithuania"	"6_2_1_adj"	83.79
"Luxembourg"	"6_2_1_adj"	85.79
"Latvia"	"6_2_1_adj"	77.6
"Netherlands"	"6_2_1_adj"	86.96
"Norway"	"6_2_1_adj"	96.69
"New Zealand"	"6_2_1_adj"	NA
"Poland"	"6_2_1_adj"	66.37
"Portugal"	"6_2_1_adj"	91.04
"Slovak Republic"	"6_2_1_adj"	74.24
"Slovenia"	"6_2_1_adj"	89.62
"Sweden"	"6_2_1_adj"	60.01
"Turkey"	"6_2_1_adj"	NA
"United States"	"6_2_1_adj"	NA
"Australia"	"6_2_2_adj"	NA
"Austria"	"6_2_2_adj"	82.3
"Belgium"	"6_2_2_adj"	86.2
"Canada"	"6_2_2_adj"	NA
"Switzerland"	"6_2_2_adj"	NA
"Chile"	"6_2_2_adj"	NA
"Czech Republic"	"6_2_2_adj"	60.7
"Germany"	"6_2_2_adj"	79.6
"Denmark"	"6_2_2_adj"	90.2
"Spain"	"6_2_2_adj"	86
"Estonia"	"6_2_2_adj"	85.1
"Finland"	"6_2_2_adj"	80
"France"	"6_2_2_adj"	74.3
"United Kingdom"	"6_2_2_adj"	72.3
"Greece"	"6_2_2_adj"	89.6
"Hungary"	"6_2_2_adj"	81.4
"Ireland"	"6_2_2_adj"	67.8
"Israel"	"6_2_2_adj"	NA
"Italy"	"6_2_2_adj"	67.2
"Japan"	"6_2_2_adj"	NA
"Korea"	"6_2_2_adj"	NA
"Lithuania"	"6_2_2_adj"	87.7
"Luxembourg"	"6_2_2_adj"	89.9
"Latvia"	"6_2_2_adj"	74.6
"Netherlands"	"6_2_2_adj"	79.4
"Norway"	"6_2_2_adj"	82.3
"New Zealand"	"6_2_2_adj"	NA
"Poland"	"6_2_2_adj"	74.6
"Portugal"	"6_2_2_adj"	85.2
"Slovak Republic"	"6_2_2_adj"	74.1
"Slovenia"	"6_2_2_adj"	78.7
"Sweden"	"6_2_2_adj"	75.6
"Turkey"	"6_2_2_adj"	NA
"United States"	"6_2_2_adj"	NA
"Australia"	"6_2_3_adj"	NA
"Austria"	"6_2_3_adj"	1.3
"Belgium"	"6_2_3_adj"	1.58
"Canada"	"6_2_3_adj"	NA
"Switzerland"	"6_2_3_adj"	NA
"Chile"	"6_2_3_adj"	NA
"Czech Republic"	"6_2_3_adj"	NA
"Germany"	"6_2_3_adj"	1.3
"Denmark"	"6_2_3_adj"	1.51
"Spain"	"6_2_3_adj"	0.84
"Estonia"	"6_2_3_adj"	1.93
"Finland"	"6_2_3_adj"	1.32
"France"	"6_2_3_adj"	1.21
"United Kingdom"	"6_2_3_adj"	1
"Greece"	"6_2_3_adj"	1.53
"Hungary"	"6_2_3_adj"	1.03
"Ireland"	"6_2_3_adj"	1.91
"Israel"	"6_2_3_adj"	NA
"Italy"	"6_2_3_adj"	1.02
"Japan"	"6_2_3_adj"	NA
"Korea"	"6_2_3_adj"	NA
"Lithuania"	"6_2_3_adj"	1.28
"Luxembourg"	"6_2_3_adj"	1.3
"Latvia"	"6_2_3_adj"	1.25
"Netherlands"	"6_2_3_adj"	1.29
"Norway"	"6_2_3_adj"	1.58
"New Zealand"	"6_2_3_adj"	NA
"Poland"	"6_2_3_adj"	1.5
"Portugal"	"6_2_3_adj"	1.52
"Slovak Republic"	"6_2_3_adj"	1.5
"Slovenia"	"6_2_3_adj"	1.37
"Sweden"	"6_2_3_adj"	NA
"Turkey"	"6_2_3_adj"	NA
"United States"	"6_2_3_adj"	NA
"Australia"	"6_3_1_adj"	9.2
"Austria"	"6_3_1_adj"	12.12
"Belgium"	"6_3_1_adj"	20.08
"Canada"	"6_3_1_adj"	8.71
"Switzerland"	"6_3_1_adj"	NA
"Chile"	"6_3_1_adj"	9.14
"Czech Republic"	"6_3_1_adj"	3.46
"Germany"	"6_3_1_adj"	18.39
"Denmark"	"6_3_1_adj"	9.67
"Spain"	"6_3_1_adj"	12.31
"Estonia"	"6_3_1_adj"	17.62
"Finland"	"6_3_1_adj"	19.11
"France"	"6_3_1_adj"	0.18
"United Kingdom"	"6_3_1_adj"	10.6
"Greece"	"6_3_1_adj"	13.32
"Hungary"	"6_3_1_adj"	NA
"Ireland"	"6_3_1_adj"	7.63
"Israel"	"6_3_1_adj"	NA
"Italy"	"6_3_1_adj"	16.03
"Japan"	"6_3_1_adj"	NA
"Korea"	"6_3_1_adj"	NA
"Lithuania"	"6_3_1_adj"	15.7
"Luxembourg"	"6_3_1_adj"	NA
"Latvia"	"6_3_1_adj"	NA
"Netherlands"	"6_3_1_adj"	10.11
"Norway"	"6_3_1_adj"	8.04
"New Zealand"	"6_3_1_adj"	4.58
"Poland"	"6_3_1_adj"	16.43
"Portugal"	"6_3_1_adj"	NA
"Slovak Republic"	"6_3_1_adj"	4.81
"Slovenia"	"6_3_1_adj"	1.38
"Sweden"	"6_3_1_adj"	14.84
"Turkey"	"6_3_1_adj"	1.44
"United States"	"6_3_1_adj"	12.83
"Australia"	"6_3_2_adj"	NA
"Austria"	"6_3_2_adj"	19.22
"Belgium"	"6_3_2_adj"	24.3
"Canada"	"6_3_2_adj"	18.2
"Switzerland"	"6_3_2_adj"	NA
"Chile"	"6_3_2_adj"	20.14
"Czech Republic"	"6_3_2_adj"	12.17
"Germany"	"6_3_2_adj"	21.09
"Denmark"	"6_3_2_adj"	14.47
"Spain"	"6_3_2_adj"	15.56
"Estonia"	"6_3_2_adj"	19.58
"Finland"	"6_3_2_adj"	21.46
"France"	"6_3_2_adj"	15.88
"United Kingdom"	"6_3_2_adj"	21.47
"Greece"	"6_3_2_adj"	17.25
"Hungary"	"6_3_2_adj"	NA
"Ireland"	"6_3_2_adj"	19.07
"Israel"	"6_3_2_adj"	20.97
"Italy"	"6_3_2_adj"	15.88
"Japan"	"6_3_2_adj"	22.16
"Korea"	"6_3_2_adj"	19.33
"Lithuania"	"6_3_2_adj"	26.68
"Luxembourg"	"6_3_2_adj"	NA
"Latvia"	"6_3_2_adj"	NA
"Netherlands"	"6_3_2_adj"	16.92
"Norway"	"6_3_2_adj"	16
"New Zealand"	"6_3_2_adj"	19.22
"Poland"	"6_3_2_adj"	25.04
"Portugal"	"6_3_2_adj"	NA
"Slovak Republic"	"6_3_2_adj"	19.26
"Slovenia"	"6_3_2_adj"	17.82
"Sweden"	"6_3_2_adj"	20.04
"Turkey"	"6_3_2_adj"	11.81
"United States"	"6_3_2_adj"	21.08
"Australia"	"6_3_3_adj"	68.53
"Austria"	"6_3_3_adj"	62.08
"Belgium"	"6_3_3_adj"	59.71
"Canada"	"6_3_3_adj"	66.84
"Switzerland"	"6_3_3_adj"	NA
"Chile"	"6_3_3_adj"	47.93
"Czech Republic"	"6_3_3_adj"	65.31
"Germany"	"6_3_3_adj"	68.53
"Denmark"	"6_3_3_adj"	73.47
"Spain"	"6_3_3_adj"	58.07
"Estonia"	"6_3_3_adj"	58.69
"Finland"	"6_3_3_adj"	75.02
"France"	"6_3_3_adj"	47.93
"United Kingdom"	"6_3_3_adj"	71.39
"Greece"	"6_3_3_adj"	35.52
"Hungary"	"6_3_3_adj"	NA
"Ireland"	"6_3_3_adj"	64.94
"Israel"	"6_3_3_adj"	55.66
"Italy"	"6_3_3_adj"	41.08
"Japan"	"6_3_3_adj"	50.85
"Korea"	"6_3_3_adj"	57.82
"Lithuania"	"6_3_3_adj"	52.88
"Luxembourg"	"6_3_3_adj"	NA
"Latvia"	"6_3_3_adj"	NA
"Netherlands"	"6_3_3_adj"	75
"Norway"	"6_3_3_adj"	70.74
"New Zealand"	"6_3_3_adj"	72.68
"Poland"	"6_3_3_adj"	54.85
"Portugal"	"6_3_3_adj"	NA
"Slovak Republic"	"6_3_3_adj"	55.4
"Slovenia"	"6_3_3_adj"	58.53
"Sweden"	"6_3_3_adj"	64.95
"Turkey"	"6_3_3_adj"	44.39
"United States"	"6_3_3_adj"	65.99
"Australia"	"6_1_1_norm"	NA
"Austria"	"6_1_1_norm"	0.235632184
"Belgium"	"6_1_1_norm"	0.685823755
"Canada"	"6_1_1_norm"	NA
"Switzerland"	"6_1_1_norm"	NA
"Chile"	"6_1_1_norm"	NA
"Czech Republic"	"6_1_1_norm"	0.597701149
"Germany"	"6_1_1_norm"	0.4348659
"Denmark"	"6_1_1_norm"	0.860153257
"Spain"	"6_1_1_norm"	0.442528736
"Estonia"	"6_1_1_norm"	0.402298851
"Finland"	"6_1_1_norm"	0.737547893
"France"	"6_1_1_norm"	0.542145594
"United Kingdom"	"6_1_1_norm"	1
"Greece"	"6_1_1_norm"	0.463601533
"Hungary"	"6_1_1_norm"	0.990421456
"Ireland"	"6_1_1_norm"	0.681992337
"Israel"	"6_1_1_norm"	NA
"Italy"	"6_1_1_norm"	0.787356322
"Japan"	"6_1_1_norm"	NA
"Korea"	"6_1_1_norm"	NA
"Lithuania"	"6_1_1_norm"	0.429118774
"Luxembourg"	"6_1_1_norm"	0.620689655
"Latvia"	"6_1_1_norm"	0.124521073
"Netherlands"	"6_1_1_norm"	0.597701149
"Norway"	"6_1_1_norm"	0.590038314
"New Zealand"	"6_1_1_norm"	NA
"Poland"	"6_1_1_norm"	0
"Portugal"	"6_1_1_norm"	0.750957854
"Slovak Republic"	"6_1_1_norm"	0.266283525
"Slovenia"	"6_1_1_norm"	0.599616858
"Sweden"	"6_1_1_norm"	0.62835249
"Turkey"	"6_1_1_norm"	NA
"United States"	"6_1_1_norm"	NA
"Australia"	"6_2_1_norm"	NA
"Austria"	"6_2_1_norm"	0.911317544
"Belgium"	"6_2_1_norm"	0.531622325
"Canada"	"6_2_1_norm"	NA
"Switzerland"	"6_2_1_norm"	NA
"Chile"	"6_2_1_norm"	NA
"Czech Republic"	"6_2_1_norm"	0.239760315
"Germany"	"6_2_1_norm"	0.697899282
"Denmark"	"6_2_1_norm"	0.848048581
"Spain"	"6_2_1_norm"	0.948843318
"Estonia"	"6_2_1_norm"	0
"Finland"	"6_2_1_norm"	0.860579513
"France"	"6_2_1_norm"	0.912475167
"United Kingdom"	"6_2_1_norm"	1
"Greece"	"6_2_1_norm"	0.323149923
"Hungary"	"6_2_1_norm"	0.592082553
"Ireland"	"6_2_1_norm"	0.655103423
"Israel"	"6_2_1_norm"	NA
"Italy"	"6_2_1_norm"	0.673859668
"Japan"	"6_2_1_norm"	NA
"Korea"	"6_2_1_norm"	NA
"Lithuania"	"6_2_1_norm"	0.684294444
"Luxembourg"	"6_2_1_norm"	0.728292814
"Latvia"	"6_2_1_norm"	0.547829328
"Netherlands"	"6_2_1_norm"	0.754149385
"Norway"	"6_2_1_norm"	0.968688603
"New Zealand"	"6_2_1_norm"	NA
"Poland"	"6_2_1_norm"	0.299965356
"Portugal"	"6_2_1_norm"	0.844209462
"Slovak Republic"	"6_2_1_norm"	0.473540353
"Slovenia"	"6_2_1_norm"	0.812953083
"Sweden"	"6_2_1_norm"	0.159838407
"Turkey"	"6_2_1_norm"	NA
"United States"	"6_2_1_norm"	NA
"Australia"	"6_2_2_norm"	NA
"Austria"	"6_2_2_norm"	0.73220339
"Belgium"	"6_2_2_norm"	0.86440678
"Canada"	"6_2_2_norm"	NA
"Switzerland"	"6_2_2_norm"	NA
"Chile"	"6_2_2_norm"	NA
"Czech Republic"	"6_2_2_norm"	0
"Germany"	"6_2_2_norm"	0.640677966
"Denmark"	"6_2_2_norm"	1
"Spain"	"6_2_2_norm"	0.857627119
"Estonia"	"6_2_2_norm"	0.827118644
"Finland"	"6_2_2_norm"	0.654237288
"France"	"6_2_2_norm"	0.461016949
"United Kingdom"	"6_2_2_norm"	0.393220339
"Greece"	"6_2_2_norm"	0.979661017
"Hungary"	"6_2_2_norm"	0.701694915
"Ireland"	"6_2_2_norm"	0.240677966
"Israel"	"6_2_2_norm"	NA
"Italy"	"6_2_2_norm"	0.220338983
"Japan"	"6_2_2_norm"	NA
"Korea"	"6_2_2_norm"	NA
"Lithuania"	"6_2_2_norm"	0.915254237
"Luxembourg"	"6_2_2_norm"	0.989830508
"Latvia"	"6_2_2_norm"	0.471186441
"Netherlands"	"6_2_2_norm"	0.633898305
"Norway"	"6_2_2_norm"	0.73220339
"New Zealand"	"6_2_2_norm"	NA
"Poland"	"6_2_2_norm"	0.471186441
"Portugal"	"6_2_2_norm"	0.830508475
"Slovak Republic"	"6_2_2_norm"	0.454237288
"Slovenia"	"6_2_2_norm"	0.610169492
"Sweden"	"6_2_2_norm"	0.505084746
"Turkey"	"6_2_2_norm"	NA
"United States"	"6_2_2_norm"	NA
"Australia"	"6_2_3_norm"	NA
"Austria"	"6_2_3_norm"	0.418576276
"Belgium"	"6_2_3_norm"	0.671723539
"Canada"	"6_2_3_norm"	NA
"Switzerland"	"6_2_3_norm"	NA
"Chile"	"6_2_3_norm"	NA
"Czech Republic"	"6_2_3_norm"	NA
"Germany"	"6_2_3_norm"	0.418441678
"Denmark"	"6_2_3_norm"	0.614554594
"Spain"	"6_2_3_norm"	0
"Estonia"	"6_2_3_norm"	1
"Finland"	"6_2_3_norm"	0.435699107
"France"	"6_2_3_norm"	0.33732663
"United Kingdom"	"6_2_3_norm"	0.140821503
"Greece"	"6_2_3_norm"	0.629653544
"Hungary"	"6_2_3_norm"	0.168349429
"Ireland"	"6_2_3_norm"	0.980554042
"Israel"	"6_2_3_norm"	NA
"Italy"	"6_2_3_norm"	0.165434087
"Japan"	"6_2_3_norm"	NA
"Korea"	"6_2_3_norm"	NA
"Lithuania"	"6_2_3_norm"	0.402270064
"Luxembourg"	"6_2_3_norm"	0.41598371
"Latvia"	"6_2_3_norm"	0.370185107
"Netherlands"	"6_2_3_norm"	0.405685581
"Norway"	"6_2_3_norm"	0.674889198
"New Zealand"	"6_2_3_norm"	NA
"Poland"	"6_2_3_norm"	0.598493789
"Portugal"	"6_2_3_norm"	0.617369066
"Slovak Republic"	"6_2_3_norm"	0.603221712
"Slovenia"	"6_2_3_norm"	0.483605284
"Sweden"	"6_2_3_norm"	NA
"Turkey"	"6_2_3_norm"	NA
"United States"	"6_2_3_norm"	NA
"Australia"	"6_3_1_norm"	0.546995665
"Austria"	"6_3_1_norm"	0.400266248
"Belgium"	"6_3_1_norm"	0
"Canada"	"6_3_1_norm"	0.571261557
"Switzerland"	"6_3_1_norm"	NA
"Chile"	"6_3_1_norm"	0.54987642
"Czech Republic"	"6_3_1_norm"	0.835334357
"Germany"	"6_3_1_norm"	0.084925831
"Denmark"	"6_3_1_norm"	0.52319418
"Spain"	"6_3_1_norm"	0.390506234
"Estonia"	"6_3_1_norm"	0.123979508
"Finland"	"6_3_1_norm"	0.048822075
"France"	"6_3_1_norm"	1
"United Kingdom"	"6_3_1_norm"	0.476258324
"Greece"	"6_3_1_norm"	0.339800859
"Hungary"	"6_3_1_norm"	NA
"Ireland"	"6_3_1_norm"	0.625597369
"Israel"	"6_3_1_norm"	NA
"Italy"	"6_3_1_norm"	0.203509425
"Japan"	"6_3_1_norm"	NA
"Korea"	"6_3_1_norm"	NA
"Lithuania"	"6_3_1_norm"	0.220389583
"Luxembourg"	"6_3_1_norm"	NA
"Latvia"	"6_3_1_norm"	NA
"Netherlands"	"6_3_1_norm"	0.501191631
"Norway"	"6_3_1_norm"	0.604938634
"New Zealand"	"6_3_1_norm"	0.778674119
"Poland"	"6_3_1_norm"	0.183381418
"Portugal"	"6_3_1_norm"	NA
"Slovak Republic"	"6_3_1_norm"	0.767166669
"Slovenia"	"6_3_1_norm"	0.939677212
"Sweden"	"6_3_1_norm"	0.263313012
"Turkey"	"6_3_1_norm"	0.93654584
"United States"	"6_3_1_norm"	0.364303221
"Australia"	"6_3_2_norm"	NA
"Austria"	"6_3_2_norm"	0.501604994
"Belgium"	"6_3_2_norm"	0.159680356
"Canada"	"6_3_2_norm"	0.570384605
"Switzerland"	"6_3_2_norm"	NA
"Chile"	"6_3_2_norm"	0.439381663
"Czech Republic"	"6_3_2_norm"	0.975377465
"Germany"	"6_3_2_norm"	0.375467547
"Denmark"	"6_3_2_norm"	0.821269587
"Spain"	"6_3_2_norm"	0.747913528
"Estonia"	"6_3_2_norm"	0.477587414
"Finland"	"6_3_2_norm"	0.350689063
"France"	"6_3_2_norm"	0.725916071
"United Kingdom"	"6_3_2_norm"	0.349999318
"Greece"	"6_3_2_norm"	0.634340114
"Hungary"	"6_3_2_norm"	NA
"Ireland"	"6_3_2_norm"	0.511534227
"Israel"	"6_3_2_norm"	0.383850518
"Italy"	"6_3_2_norm"	0.725983623
"Japan"	"6_3_2_norm"	0.304000518
"Korea"	"6_3_2_norm"	0.494437745
"Lithuania"	"6_3_2_norm"	0
"Luxembourg"	"6_3_2_norm"	NA
"Latvia"	"6_3_2_norm"	NA
