"Country"	"variable"	"value"
"Denmark"	"7_1_1_outliers_adjusted"	"9.8"
"Spain"	"7_1_1_outliers_adjusted"	"8.2"
"Estonia"	"7_1_1_outliers_adjusted"	"15.4"
"Finland"	"7_1_1_outliers_adjusted"	"21"
"France"	"7_1_1_outliers_adjusted"	"3.6"
"United Kingdom"	"7_1_1_outliers_adjusted"	"8.5"
"Greece"	"7_1_1_outliers_adjusted"	"10.9"
"Hungary"	"7_1_1_outliers_adjusted"	NA
"Ireland"	"7_1_1_outliers_adjusted"	"9.9"
"Israel"	"7_1_1_outliers_adjusted"	"11.4"
"Italy"	"7_1_1_outliers_adjusted"	"5.3"
"Japan"	"7_1_1_outliers_adjusted"	"22.3"
"Republic of Korea"	"7_1_1_outliers_adjusted"	NA
"Lithuania"	"7_1_1_outliers_adjusted"	"12.5"
"Luxembourg"	"7_1_1_outliers_adjusted"	NA
"Latvia"	"7_1_1_outliers_adjusted"	NA
"Netherlands"	"7_1_1_outliers_adjusted"	"8.5"
"Norway"	"7_1_1_outliers_adjusted"	"9.1"
"New Zealand"	"7_1_1_outliers_adjusted"	"10.8"
"Poland"	"7_1_1_outliers_adjusted"	"13.1"
"Portugal"	"7_1_1_outliers_adjusted"	NA
"Slovakia"	"7_1_1_outliers_adjusted"	NA
"Slovenia"	"7_1_1_outliers_adjusted"	"14"
"Sweden"	"7_1_1_outliers_adjusted"	"11.9"
"Turkey"	"7_1_1_outliers_adjusted"	"16.1"
"United States of America"	"7_1_1_outliers_adjusted"	"11.3"
"Australia"	"7_1_2_outliers_adjusted"	"11.2"
"Austria"	"7_1_2_outliers_adjusted"	"11"
"Belgium"	"7_1_2_outliers_adjusted"	"9.9"
"Canada"	"7_1_2_outliers_adjusted"	"17.9"
"Switzerland"	"7_1_2_outliers_adjusted"	NA
"Chile"	"7_1_2_outliers_adjusted"	"29.2"
"Czechia"	"7_1_2_outliers_adjusted"	"9.3"
"Germany"	"7_1_2_outliers_adjusted"	"11.2"
"Denmark"	"7_1_2_outliers_adjusted"	"20.9"
"Spain"	"7_1_2_outliers_adjusted"	"34.7"
"Estonia"	"7_1_2_outliers_adjusted"	"15.2"
"Finland"	"7_1_2_outliers_adjusted"	"20.3"
"France"	"7_1_2_outliers_adjusted"	"6.2"
"United Kingdom"	"7_1_2_outliers_adjusted"	"14.4"
"Greece"	"7_1_2_outliers_adjusted"	"16.1"
"Hungary"	"7_1_2_outliers_adjusted"	NA
"Ireland"	"7_1_2_outliers_adjusted"	"10.8"
"Israel"	"7_1_2_outliers_adjusted"	"18.7"
"Italy"	"7_1_2_outliers_adjusted"	"24.7"
"Japan"	"7_1_2_outliers_adjusted"	"13.8"
"Republic of Korea"	"7_1_2_outliers_adjusted"	NA
"Lithuania"	"7_1_2_outliers_adjusted"	"44.3"
"Luxembourg"	"7_1_2_outliers_adjusted"	NA
"Latvia"	"7_1_2_outliers_adjusted"	NA
"Netherlands"	"7_1_2_outliers_adjusted"	"22.3"
"Norway"	"7_1_2_outliers_adjusted"	"8.9"
"New Zealand"	"7_1_2_outliers_adjusted"	"16.6"
"Poland"	"7_1_2_outliers_adjusted"	"43.7"
"Portugal"	"7_1_2_outliers_adjusted"	NA
"Slovakia"	"7_1_2_outliers_adjusted"	NA
"Slovenia"	"7_1_2_outliers_adjusted"	"8.1"
"Sweden"	"7_1_2_outliers_adjusted"	"23.7"
"Turkey"	"7_1_2_outliers_adjusted"	"16.2"
"United States of America"	"7_1_2_outliers_adjusted"	"27.4"
"Australia"	"7_2_1_outliers_adjusted"	NA
"Austria"	"7_2_1_outliers_adjusted"	"37.5"
"Belgium"	"7_2_1_outliers_adjusted"	"18.7"
"Canada"	"7_2_1_outliers_adjusted"	NA
"Switzerland"	"7_2_1_outliers_adjusted"	"34.7"
"Chile"	"7_2_1_outliers_adjusted"	NA
"Czechia"	"7_2_1_outliers_adjusted"	"16.8"
"Germany"	"7_2_1_outliers_adjusted"	"18.9"
"Denmark"	"7_2_1_outliers_adjusted"	"45.2"
"Spain"	"7_2_1_outliers_adjusted"	"30.8"
"Estonia"	"7_2_1_outliers_adjusted"	"22.6"
"Finland"	"7_2_1_outliers_adjusted"	"42.4"
"France"	"7_2_1_outliers_adjusted"	"26.9"
"United Kingdom"	"7_2_1_outliers_adjusted"	"26.7"
"Greece"	"7_2_1_outliers_adjusted"	"8.6"
"Hungary"	"7_2_1_outliers_adjusted"	"12.2"
"Ireland"	"7_2_1_outliers_adjusted"	"20.4"
"Israel"	"7_2_1_outliers_adjusted"	NA
"Italy"	"7_2_1_outliers_adjusted"	"14.3"
"Japan"	"7_2_1_outliers_adjusted"	NA
"Republic of Korea"	"7_2_1_outliers_adjusted"	NA
"Lithuania"	"7_2_1_outliers_adjusted"	"9.9"
"Luxembourg"	"7_2_1_outliers_adjusted"	"38"
"Latvia"	"7_2_1_outliers_adjusted"	"24.9"
"Netherlands"	"7_2_1_outliers_adjusted"	"40.1"
"Norway"	"7_2_1_outliers_adjusted"	"35.5"
"New Zealand"	"7_2_1_outliers_adjusted"	NA
"Poland"	"7_2_1_outliers_adjusted"	"13.6"
"Portugal"	"7_2_1_outliers_adjusted"	"25.6"
"Slovakia"	"7_2_1_outliers_adjusted"	"21.1"
"Slovenia"	"7_2_1_outliers_adjusted"	"37.3"
"Sweden"	"7_2_1_outliers_adjusted"	"38.6"
"Turkey"	"7_2_1_outliers_adjusted"	"8.2"
"United States of America"	"7_2_1_outliers_adjusted"	NA
"Australia"	"7_2_2_outliers_adjusted"	"0"
"Austria"	"7_2_2_outliers_adjusted"	"0"
"Belgium"	"7_2_2_outliers_adjusted"	"0"
"Canada"	"7_2_2_outliers_adjusted"	"0"
"Switzerland"	"7_2_2_outliers_adjusted"	"0"
"Chile"	"7_2_2_outliers_adjusted"	"0"
"Czechia"	"7_2_2_outliers_adjusted"	"0"
"Germany"	"7_2_2_outliers_adjusted"	"0"
"Denmark"	"7_2_2_outliers_adjusted"	"0"
"Spain"	"7_2_2_outliers_adjusted"	"0"
"Estonia"	"7_2_2_outliers_adjusted"	"0"
"Finland"	"7_2_2_outliers_adjusted"	"0"
"France"	"7_2_2_outliers_adjusted"	"0"
"United Kingdom"	"7_2_2_outliers_adjusted"	"0"
"Greece"	"7_2_2_outliers_adjusted"	"0"
"Hungary"	"7_2_2_outliers_adjusted"	"0"
"Ireland"	"7_2_2_outliers_adjusted"	"0"
"Israel"	"7_2_2_outliers_adjusted"	"0"
"Italy"	"7_2_2_outliers_adjusted"	"0"
"Japan"	"7_2_2_outliers_adjusted"	"0"
"Republic of Korea"	"7_2_2_outliers_adjusted"	"0"
"Lithuania"	"7_2_2_outliers_adjusted"	"0"
"Luxembourg"	"7_2_2_outliers_adjusted"	"0"
"Latvia"	"7_2_2_outliers_adjusted"	"0"
"Netherlands"	"7_2_2_outliers_adjusted"	"0"
"Norway"	"7_2_2_outliers_adjusted"	"0"
"New Zealand"	"7_2_2_outliers_adjusted"	"0"
"Poland"	"7_2_2_outliers_adjusted"	"0"
"Portugal"	"7_2_2_outliers_adjusted"	"0"
"Slovakia"	"7_2_2_outliers_adjusted"	"0"
"Slovenia"	"7_2_2_outliers_adjusted"	"0"
"Sweden"	"7_2_2_outliers_adjusted"	"0"
"Turkey"	"7_2_2_outliers_adjusted"	"0"
"United States of America"	"7_2_2_outliers_adjusted"	"0"
"Australia"	"7_1_1_normalised"	"0.60164626"
"Austria"	"7_1_1_normalised"	"0.4332597"
"Belgium"	"7_1_1_normalised"	"0.228550053"
"Canada"	"7_1_1_normalised"	"0.551836695"
"Switzerland"	"7_1_1_normalised"	NA
"Chile"	"7_1_1_normalised"	"0.544684446"
"Czechia"	"7_1_1_normalised"	"0.823396257"
"Germany"	"7_1_1_normalised"	"0.45520045"
"Denmark"	"7_1_1_normalised"	"0.668117056"
"Spain"	"7_1_1_normalised"	"0.752015675"
"Estonia"	"7_1_1_normalised"	"0.368735413"
"Finland"	"7_1_1_normalised"	"0.070718594"
"France"	"7_1_1_normalised"	"1"
"United Kingdom"	"7_1_1_normalised"	"0.734114271"
"Greece"	"7_1_1_normalised"	"0.605289542"
"Hungary"	"7_1_1_normalised"	NA
"Ireland"	"7_1_1_normalised"	"0.658458407"
"Israel"	"7_1_1_normalised"	"0.582392162"
"Italy"	"7_1_1_normalised"	"0.906303406"
"Japan"	"7_1_1_normalised"	"0"
"Republic of Korea"	"7_1_1_normalised"	NA
"Lithuania"	"7_1_1_normalised"	"0.522753002"
"Luxembourg"	"7_1_1_normalised"	NA
"Latvia"	"7_1_1_normalised"	NA
"Netherlands"	"7_1_1_normalised"	"0.734071991"
"Norway"	"7_1_1_normalised"	"0.701896395"
"New Zealand"	"7_1_1_normalised"	"0.61287731"
"Poland"	"7_1_1_normalised"	"0.491568519"
"Portugal"	"7_1_1_normalised"	NA
"Slovakia"	"7_1_1_normalised"	NA
"Slovenia"	"7_1_1_normalised"	"0.443222774"
"Sweden"	"7_1_1_normalised"	"0.552536389"
"Turkey"	"7_1_1_normalised"	"0.329389988"
"United States of America"	"7_1_1_normalised"	"0.586283352"
"Australia"	"7_1_2_normalised"	"0.129326949"
"Austria"	"7_1_2_normalised"	"0.123865024"
"Belgium"	"7_1_2_normalised"	"0.095757906"
"Canada"	"7_1_2_normalised"	"0.306057953"
"Switzerland"	"7_1_2_normalised"	NA
"Chile"	"7_1_2_normalised"	"0.60149276"
"Czechia"	"7_1_2_normalised"	"0.08162477"
"Germany"	"7_1_2_normalised"	"0.129932834"
"Denmark"	"7_1_2_normalised"	"0.383456253"
"Spain"	"7_1_2_normalised"	"0.74562693"
"Estonia"	"7_1_2_normalised"	"0.236251679"
"Finland"	"7_1_2_normalised"	"0.367808442"
"France"	"7_1_2_normalised"	"0"
"United Kingdom"	"7_1_2_normalised"	"0.213910035"
"Greece"	"7_1_2_normalised"	"0.25857217"
"Hungary"	"7_1_2_normalised"	NA
"Ireland"	"7_1_2_normalised"	"0.118529801"
"Israel"	"7_1_2_normalised"	"0.326255342"
"Italy"	"7_1_2_normalised"	"0.484008098"
"Japan"	"7_1_2_normalised"	"0.197873457"
"Republic of Korea"	"7_1_2_normalised"	NA
"Lithuania"	"7_1_2_normalised"	"1"
"Luxembourg"	"7_1_2_normalised"	NA
"Latvia"	"7_1_2_normalised"	NA
"Netherlands"	"7_1_2_normalised"	"0.420325039"
"Norway"	"7_1_2_normalised"	"0.070356336"
"New Zealand"	"7_1_2_normalised"	"0.273124648"
"Poland"	"7_1_2_normalised"	"0.982771826"
"Portugal"	"7_1_2_normalised"	NA
"Slovakia"	"7_1_2_normalised"	NA
"Slovenia"	"7_1_2_normalised"	"0.049480492"
"Sweden"	"7_1_2_normalised"	"0.458483209"
"Turkey"	"7_1_2_normalised"	"0.262397859"
"United States of America"	"7_1_2_normalised"	"0.556300084"
"Australia"	"7_2_1_normalised"	NA
"Austria"	"7_2_1_normalised"	"0.791891892"
"Belgium"	"7_2_1_normalised"	"0.283783784"
"Canada"	"7_2_1_normalised"	NA
"Switzerland"	"7_2_1_normalised"	"0.716216216"
"Chile"	"7_2_1_normalised"	NA
"Czechia"	"7_2_1_normalised"	"0.232432432"
"Germany"	"7_2_1_normalised"	"0.289189189"
"Denmark"	"7_2_1_normalised"	"1"
"Spain"	"7_2_1_normalised"	"0.610810811"
"Estonia"	"7_2_1_normalised"	"0.389189189"
"Finland"	"7_2_1_normalised"	"0.924324324"
"France"	"7_2_1_normalised"	"0.505405405"
"United Kingdom"	"7_2_1_normalised"	"0.5"
"Greece"	"7_2_1_normalised"	"0.010810811"
"Hungary"	"7_2_1_normalised"	"0.108108108"
"Ireland"	"7_2_1_normalised"	"0.32972973"
"Israel"	"7_2_1_normalised"	NA
"Italy"	"7_2_1_normalised"	"0.164864865"
"Japan"	"7_2_1_normalised"	NA
"Republic of Korea"	"7_2_1_normalised"	NA
"Lithuania"	"7_2_1_normalised"	"0.045945946"
"Luxembourg"	"7_2_1_normalised"	"0.805405405"
"Latvia"	"7_2_1_normalised"	"0.451351351"
"Netherlands"	"7_2_1_normalised"	"0.862162162"
"Norway"	"7_2_1_normalised"	"0.737837838"
"New Zealand"	"7_2_1_normalised"	NA
"Poland"	"7_2_1_normalised"	"0.145945946"
"Portugal"	"7_2_1_normalised"	"0.47027027"
"Slovakia"	"7_2_1_normalised"	"0.348648649"
"Slovenia"	"7_2_1_normalised"	"0.786486486"
"Sweden"	"7_2_1_normalised"	"0.821621622"
"Turkey"	"7_2_1_normalised"	"0"
"United States of America"	"7_2_1_normalised"	NA
"Australia"	"7_2_2_normalised"	NA
"Austria"	"7_2_2_normalised"	NA
"Belgium"	"7_2_2_normalised"	NA
"Canada"	"7_2_2_normalised"	NA
"Switzerland"	"7_2_2_normalised"	NA
"Chile"	"7_2_2_normalised"	NA
"Czechia"	"7_2_2_normalised"	NA
"Germany"	"7_2_2_normalised"	NA
"Denmark"	"7_2_2_normalised"	NA
"Spain"	"7_2_2_normalised"	NA
"Estonia"	"7_2_2_normalised"	NA
"Finland"	"7_2_2_normalised"	NA
"France"	"7_2_2_normalised"	NA
"United Kingdom"	"7_2_2_normalised"	NA
"Greece"	"7_2_2_normalised"	NA
"Hungary"	"7_2_2_normalised"	NA
"Ireland"	"7_2_2_normalised"	NA
"Israel"	"7_2_2_normalised"	NA
"Italy"	"7_2_2_normalised"	NA
"Japan"	"7_2_2_normalised"	NA
"Republic of Korea"	"7_2_2_normalised"	NA
"Lithuania"	"7_2_2_normalised"	NA
"Luxembourg"	"7_2_2_normalised"	NA
"Latvia"	"7_2_2_normalised"	NA
"Netherlands"	"7_2_2_normalised"	NA
"Norway"	"7_2_2_normalised"	NA
"New Zealand"	"7_2_2_normalised"	NA
"Poland"	"7_2_2_normalised"	NA
"Portugal"	"7_2_2_normalised"	NA
"Slovakia"	"7_2_2_normalised"	NA
"Slovenia"	"7_2_2_normalised"	NA
"Sweden"	"7_2_2_normalised"	NA
"Turkey"	"7_2_2_normalised"	NA
"United States of America"	"7_2_2_normalised"	NA
"Australia"	"FL"	"0.365486604"
"Austria"	"FL"	"0.278562362"
"Belgium"	"FL"	"0.162153979"
"Canada"	"FL"	"0.428947324"
"Switzerland"	"FL"	NA
"Chile"	"FL"	"0.573088603"
"Czechia"	"FL"	"0.452510514"
"Germany"	"FL"	"0.292566642"
"Denmark"	"FL"	"0.525786655"
"Spain"	"FL"	"0.748821303"
"Estonia"	"FL"	"0.302493546"
"Finland"	"FL"	"0.219263518"
"France"	"FL"	"0.5"
"United Kingdom"	"FL"	"0.474012153"
"Greece"	"FL"	"0.431930856"
"Hungary"	"FL"	NA
"Ireland"	"FL"	"0.388494104"
"Israel"	"FL"	"0.454323752"
"Italy"	"FL"	"0.695155752"
"Japan"	"FL"	"0.098936728"
"Republic of Korea"	"FL"	NA
"Lithuania"	"FL"	"0.761376501"
"Luxembourg"	"FL"	NA
"Latvia"	"FL"	NA
"Netherlands"	"FL"	"0.577198515"
"Norway"	"FL"	"0.386126365"
"New Zealand"	"FL"	"0.443000979"
"Poland"	"FL"	"0.737170173"
"Portugal"	"FL"	NA
"Slovakia"	"FL"	NA
"Slovenia"	"FL"	"0.246351633"
"Sweden"	"FL"	"0.505509799"
"Turkey"	"FL"	"0.295893923"
"United States of America"	"FL"	"0.571291718"
"Australia"	"CG"	NA
"Austria"	"CG"	"0.791891892"
"Belgium"	"CG"	"0.283783784"
"Canada"	"CG"	NA
"Switzerland"	"CG"	"0.716216216"
"Chile"	"CG"	NA
"Czechia"	"CG"	"0.232432432"
"Germany"	"CG"	"0.289189189"
"Denmark"	"CG"	"1"
"Spain"	"CG"	"0.610810811"
"Estonia"	"CG"	"0.389189189"
"Finland"	"CG"	"0.924324324"
"France"	"CG"	"0.505405405"
"United Kingdom"	"CG"	"0.5"
"Greece"	"CG"	"0.010810811"
"Hungary"	"CG"	"0.108108108"
"Ireland"	"CG"	"0.32972973"
"Israel"	"CG"	NA
"Italy"	"CG"	"0.164864865"
"Japan"	"CG"	NA
"Republic of Korea"	"CG"	NA
"Lithuania"	"CG"	"0.045945946"
"Luxembourg"	"CG"	"0.805405405"
"Latvia"	"CG"	"0.451351351"
"Netherlands"	"CG"	"0.862162162"
"Norway"	"CG"	"0.737837838"
"New Zealand"	"CG"	NA
"Poland"	"CG"	"0.145945946"
"Portugal"	"CG"	"0.47027027"
"Slovakia"	"CG"	"0.348648649"
"Slovenia"	"CG"	"0.786486486"
"Sweden"	"CG"	"0.821621622"
"Turkey"	"CG"	"0"
"United States of America"	"CG"	NA
"Australia"	"Total"	"0.365486604"
"Austria"	"Total"	"0.535227127"
"Belgium"	"Total"	"0.222968882"
"Canada"	"Total"	"0.428947324"
"Switzerland"	"Total"	"0.716216216"
"Chile"	"Total"	"0.573088603"
"Czechia"	"Total"	"0.342471473"
"Germany"	"Total"	"0.290877916"
"Denmark"	"Total"	"0.762893327"
"Spain"	"Total"	"0.679816057"
"Estonia"	"Total"	"0.345841368"
"Finland"	"Total"	"0.571793921"
"France"	"Total"	"0.502702703"
"United Kingdom"	"Total"	"0.487006076"
"Greece"	"Total"	"0.221370833"
"Hungary"	"Total"	"0.108108108"
"Ireland"	"Total"	"0.359111917"
"Israel"	"Total"	"0.454323752"
"Italy"	"Total"	"0.430010308"
"Japan"	"Total"	"0.098936728"
"Republic of Korea"	"Total"	NA
"Lithuania"	"Total"	"0.403661224"
"Luxembourg"	"Total"	"0.805405405"
"Latvia"	"Total"	"0.451351351"
"Netherlands"	"Total"	"0.719680339"
"Norway"	"Total"	"0.561982102"
"New Zealand"	"Total"	"0.443000979"
"Poland"	"Total"	"0.441558059"
"Portugal"	"Total"	"0.47027027"
"Slovakia"	"Total"	"0.348648649"
"Slovenia"	"Total"	"0.51641906"
"Sweden"	"Total"	"0.66356571"
"Turkey"	"Total"	"0.147946962"
"United States of America"	"Total"	"0.571291718"
"Australia"	"Ranking"	"23"
"Austria"	"Ranking"	"11"
"Belgium"	"Ranking"	"29"
"Canada"	"Ranking"	"21"
"Switzerland"	"Ranking"	"4"
"Chile"	"Ranking"	"7"
"Czechia"	"Ranking"	"27"
"Germany"	"Ranking"	"28"
"Denmark"	"Ranking"	"2"
"Spain"	"Ranking"	"5"
"Estonia"	"Ranking"	"26"
"Finland"	"Ranking"	"8"
"France"	"Ranking"	"13"
"United Kingdom"	"Ranking"	"14"
"Greece"	"Ranking"	"30"
"Hungary"	"Ranking"	"32"
"Ireland"	"Ranking"	"24"
"Israel"	"Ranking"	"16"
"Italy"	"Ranking"	"20"
"Japan"	"Ranking"	"33"
"Republic of Korea"	"Ranking"	NA
"Lithuania"	"Ranking"	"22"
"Luxembourg"	"Ranking"	"1"
"Latvia"	"Ranking"	"17"
"Netherlands"	"Ranking"	"3"
"Norway"	"Ranking"	"10"
"New Zealand"	"Ranking"	"18"
"Poland"	"Ranking"	"19"
"Portugal"	"Ranking"	"15"
"Slovakia"	"Ranking"	"25"
"Slovenia"	"Ranking"	"12"
"Sweden"	"Ranking"	"6"
"Turkey"	"Ranking"	"31"
"United States of America"	"Ranking"	"9"
