"Country"	"variable"	"value"
"Czechia"	"5_2_4"	NA
"Germany"	"5_2_4"	NA
"Denmark"	"5_2_4"	NA
"Spain"	"5_2_4"	NA
"Estonia"	"5_2_4"	NA
"Finland"	"5_2_4"	NA
"France"	"5_2_4"	NA
"United Kingdom"	"5_2_4"	NA
"Greece"	"5_2_4"	NA
"Hungary"	"5_2_4"	NA
"Ireland"	"5_2_4"	NA
"Israel"	"5_2_4"	NA
"Italy"	"5_2_4"	NA
"Japan"	"5_2_4"	NA
"Republic of Korea"	"5_2_4"	NA
"Lithuania"	"5_2_4"	NA
"Luxembourg"	"5_2_4"	NA
"Latvia"	"5_2_4"	NA
"Netherlands"	"5_2_4"	NA
"Norway"	"5_2_4"	NA
"New Zealand"	"5_2_4"	NA
"Poland"	"5_2_4"	NA
"Portugal"	"5_2_4"	NA
"Slovakia"	"5_2_4"	NA
"Slovenia"	"5_2_4"	NA
"Sweden"	"5_2_4"	NA
"Turkey"	"5_2_4"	NA
"United States of America"	"5_2_4"	NA
"Australia"	"5_1_1_outliers_adjusted"	NA
"Austria"	"5_1_1_outliers_adjusted"	"35.9"
"Belgium"	"5_1_1_outliers_adjusted"	"48"
"Canada"	"5_1_1_outliers_adjusted"	NA
"Switzerland"	"5_1_1_outliers_adjusted"	NA
"Chile"	"5_1_1_outliers_adjusted"	NA
"Czechia"	"5_1_1_outliers_adjusted"	"46.3"
"Germany"	"5_1_1_outliers_adjusted"	"40.1"
"Denmark"	"5_1_1_outliers_adjusted"	"33.5"
"Spain"	"5_1_1_outliers_adjusted"	"51.8"
"Estonia"	"5_1_1_outliers_adjusted"	"45.7"
"Finland"	"5_1_1_outliers_adjusted"	"51.4"
"France"	"5_1_1_outliers_adjusted"	"94.8"
"United Kingdom"	"5_1_1_outliers_adjusted"	"66.3"
"Greece"	"5_1_1_outliers_adjusted"	"69.4"
"Hungary"	"5_1_1_outliers_adjusted"	"39.3"
"Ireland"	"5_1_1_outliers_adjusted"	"56.1"
"Israel"	"5_1_1_outliers_adjusted"	NA
"Italy"	"5_1_1_outliers_adjusted"	"52.5"
"Japan"	"5_1_1_outliers_adjusted"	NA
"Republic of Korea"	"5_1_1_outliers_adjusted"	NA
"Lithuania"	"5_1_1_outliers_adjusted"	"46.1"
"Luxembourg"	"5_1_1_outliers_adjusted"	"50"
"Latvia"	"5_1_1_outliers_adjusted"	"29.5"
"Netherlands"	"5_1_1_outliers_adjusted"	"87.4"
"Norway"	"5_1_1_outliers_adjusted"	"48.3"
"New Zealand"	"5_1_1_outliers_adjusted"	NA
"Poland"	"5_1_1_outliers_adjusted"	"32.3"
"Portugal"	"5_1_1_outliers_adjusted"	"57"
"Slovakia"	"5_1_1_outliers_adjusted"	"46.9"
"Slovenia"	"5_1_1_outliers_adjusted"	"39.7"
"Sweden"	"5_1_1_outliers_adjusted"	NA
"Turkey"	"5_1_1_outliers_adjusted"	NA
"United States of America"	"5_1_1_outliers_adjusted"	NA
"Australia"	"5_1_2_outliers_adjusted"	"0"
"Austria"	"5_1_2_outliers_adjusted"	"0"
"Belgium"	"5_1_2_outliers_adjusted"	"0"
"Canada"	"5_1_2_outliers_adjusted"	"0"
"Switzerland"	"5_1_2_outliers_adjusted"	"0"
"Chile"	"5_1_2_outliers_adjusted"	"0"
"Czechia"	"5_1_2_outliers_adjusted"	"0"
"Germany"	"5_1_2_outliers_adjusted"	"0"
"Denmark"	"5_1_2_outliers_adjusted"	"0"
"Spain"	"5_1_2_outliers_adjusted"	"0"
"Estonia"	"5_1_2_outliers_adjusted"	"0"
"Finland"	"5_1_2_outliers_adjusted"	"0"
"France"	"5_1_2_outliers_adjusted"	"0"
"United Kingdom"	"5_1_2_outliers_adjusted"	"0"
"Greece"	"5_1_2_outliers_adjusted"	"0"
"Hungary"	"5_1_2_outliers_adjusted"	"0"
"Ireland"	"5_1_2_outliers_adjusted"	"0"
"Israel"	"5_1_2_outliers_adjusted"	"0"
"Italy"	"5_1_2_outliers_adjusted"	"0"
"Japan"	"5_1_2_outliers_adjusted"	"0"
"Republic of Korea"	"5_1_2_outliers_adjusted"	"0"
"Lithuania"	"5_1_2_outliers_adjusted"	"0"
"Luxembourg"	"5_1_2_outliers_adjusted"	"0"
"Latvia"	"5_1_2_outliers_adjusted"	"0"
"Netherlands"	"5_1_2_outliers_adjusted"	"0"
"Norway"	"5_1_2_outliers_adjusted"	"0"
"New Zealand"	"5_1_2_outliers_adjusted"	"0"
"Poland"	"5_1_2_outliers_adjusted"	"0"
"Portugal"	"5_1_2_outliers_adjusted"	"0"
"Slovakia"	"5_1_2_outliers_adjusted"	"0"
"Slovenia"	"5_1_2_outliers_adjusted"	"0"
"Sweden"	"5_1_2_outliers_adjusted"	"0"
"Turkey"	"5_1_2_outliers_adjusted"	"0"
"United States of America"	"5_1_2_outliers_adjusted"	"0"
"Australia"	"5_2_1_outliers_adjusted"	"61.8"
"Austria"	"5_2_1_outliers_adjusted"	"55.5"
"Belgium"	"5_2_1_outliers_adjusted"	"59.4"
"Canada"	"5_2_1_outliers_adjusted"	"61.5"
"Switzerland"	"5_2_1_outliers_adjusted"	NA
"Chile"	"5_2_1_outliers_adjusted"	"64.4"
"Czechia"	"5_2_1_outliers_adjusted"	"53.7"
"Germany"	"5_2_1_outliers_adjusted"	"51.2"
"Denmark"	"5_2_1_outliers_adjusted"	"82.4"
"Spain"	"5_2_1_outliers_adjusted"	"48.1"
"Estonia"	"5_2_1_outliers_adjusted"	"34.3"
"Finland"	"5_2_1_outliers_adjusted"	"53.7"
"France"	"5_2_1_outliers_adjusted"	"48.8"
"United Kingdom"	"5_2_1_outliers_adjusted"	"62.2"
"Greece"	"5_2_1_outliers_adjusted"	"58.5"
"Hungary"	"5_2_1_outliers_adjusted"	NA
"Ireland"	"5_2_1_outliers_adjusted"	"62.9"
"Israel"	"5_2_1_outliers_adjusted"	"41.1"
"Italy"	"5_2_1_outliers_adjusted"	"42.1"
"Japan"	"5_2_1_outliers_adjusted"	"23.6"
"Republic of Korea"	"5_2_1_outliers_adjusted"	NA
"Lithuania"	"5_2_1_outliers_adjusted"	"42.3"
"Luxembourg"	"5_2_1_outliers_adjusted"	NA
"Latvia"	"5_2_1_outliers_adjusted"	NA
"Netherlands"	"5_2_1_outliers_adjusted"	"55.1"
"Norway"	"5_2_1_outliers_adjusted"	"60.5"
"New Zealand"	"5_2_1_outliers_adjusted"	"66.3"
"Poland"	"5_2_1_outliers_adjusted"	"55.1"
"Portugal"	"5_2_1_outliers_adjusted"	NA
"Slovakia"	"5_2_1_outliers_adjusted"	NA
"Slovenia"	"5_2_1_outliers_adjusted"	"36.7"
"Sweden"	"5_2_1_outliers_adjusted"	"40.9"
"Turkey"	"5_2_1_outliers_adjusted"	"47.3"
"United States of America"	"5_2_1_outliers_adjusted"	"61.2"
"Australia"	"5_2_2_outliers_adjusted"	"0"
"Austria"	"5_2_2_outliers_adjusted"	"0"
"Belgium"	"5_2_2_outliers_adjusted"	"0"
"Canada"	"5_2_2_outliers_adjusted"	"0"
"Switzerland"	"5_2_2_outliers_adjusted"	"0"
"Chile"	"5_2_2_outliers_adjusted"	"0"
"Czechia"	"5_2_2_outliers_adjusted"	"0"
"Germany"	"5_2_2_outliers_adjusted"	"0"
"Denmark"	"5_2_2_outliers_adjusted"	"0"
"Spain"	"5_2_2_outliers_adjusted"	"0"
"Estonia"	"5_2_2_outliers_adjusted"	"0"
"Finland"	"5_2_2_outliers_adjusted"	"0"
"France"	"5_2_2_outliers_adjusted"	"0"
"United Kingdom"	"5_2_2_outliers_adjusted"	"0"
"Greece"	"5_2_2_outliers_adjusted"	"0"
"Hungary"	"5_2_2_outliers_adjusted"	"0"
"Ireland"	"5_2_2_outliers_adjusted"	"0"
"Israel"	"5_2_2_outliers_adjusted"	"0"
"Italy"	"5_2_2_outliers_adjusted"	"0"
"Japan"	"5_2_2_outliers_adjusted"	"0"
"Republic of Korea"	"5_2_2_outliers_adjusted"	"0"
"Lithuania"	"5_2_2_outliers_adjusted"	"0"
"Luxembourg"	"5_2_2_outliers_adjusted"	"0"
"Latvia"	"5_2_2_outliers_adjusted"	"0"
"Netherlands"	"5_2_2_outliers_adjusted"	"0"
"Norway"	"5_2_2_outliers_adjusted"	"0"
"New Zealand"	"5_2_2_outliers_adjusted"	"0"
"Poland"	"5_2_2_outliers_adjusted"	"0"
"Portugal"	"5_2_2_outliers_adjusted"	"0"
"Slovakia"	"5_2_2_outliers_adjusted"	"0"
"Slovenia"	"5_2_2_outliers_adjusted"	"0"
"Sweden"	"5_2_2_outliers_adjusted"	"0"
"Turkey"	"5_2_2_outliers_adjusted"	"0"
"United States of America"	"5_2_2_outliers_adjusted"	"0"
"Australia"	"5_2_3_outliers_adjusted"	"0"
"Austria"	"5_2_3_outliers_adjusted"	"0"
"Belgium"	"5_2_3_outliers_adjusted"	"0"
"Canada"	"5_2_3_outliers_adjusted"	"0"
"Switzerland"	"5_2_3_outliers_adjusted"	"0"
"Chile"	"5_2_3_outliers_adjusted"	"0"
"Czechia"	"5_2_3_outliers_adjusted"	"0"
"Germany"	"5_2_3_outliers_adjusted"	"0"
"Denmark"	"5_2_3_outliers_adjusted"	"0"
"Spain"	"5_2_3_outliers_adjusted"	"0"
"Estonia"	"5_2_3_outliers_adjusted"	"0"
"Finland"	"5_2_3_outliers_adjusted"	"0"
"France"	"5_2_3_outliers_adjusted"	"0"
"United Kingdom"	"5_2_3_outliers_adjusted"	"0"
"Greece"	"5_2_3_outliers_adjusted"	"0"
"Hungary"	"5_2_3_outliers_adjusted"	"0"
"Ireland"	"5_2_3_outliers_adjusted"	"0"
"Israel"	"5_2_3_outliers_adjusted"	"0"
"Italy"	"5_2_3_outliers_adjusted"	"0"
"Japan"	"5_2_3_outliers_adjusted"	"0"
"Republic of Korea"	"5_2_3_outliers_adjusted"	"0"
"Lithuania"	"5_2_3_outliers_adjusted"	"0"
"Luxembourg"	"5_2_3_outliers_adjusted"	"0"
"Latvia"	"5_2_3_outliers_adjusted"	"0"
"Netherlands"	"5_2_3_outliers_adjusted"	"0"
"Norway"	"5_2_3_outliers_adjusted"	"0"
"New Zealand"	"5_2_3_outliers_adjusted"	"0"
"Poland"	"5_2_3_outliers_adjusted"	"0"
"Portugal"	"5_2_3_outliers_adjusted"	"0"
"Slovakia"	"5_2_3_outliers_adjusted"	"0"
"Slovenia"	"5_2_3_outliers_adjusted"	"0"
"Sweden"	"5_2_3_outliers_adjusted"	"0"
"Turkey"	"5_2_3_outliers_adjusted"	"0"
"United States of America"	"5_2_3_outliers_adjusted"	"0"
"Australia"	"5_2_4_outliers_adjusted"	"0"
"Austria"	"5_2_4_outliers_adjusted"	"0"
"Belgium"	"5_2_4_outliers_adjusted"	"0"
"Canada"	"5_2_4_outliers_adjusted"	"0"
"Switzerland"	"5_2_4_outliers_adjusted"	"0"
"Chile"	"5_2_4_outliers_adjusted"	"0"
"Czechia"	"5_2_4_outliers_adjusted"	"0"
"Germany"	"5_2_4_outliers_adjusted"	"0"
"Denmark"	"5_2_4_outliers_adjusted"	"0"
"Spain"	"5_2_4_outliers_adjusted"	"0"
"Estonia"	"5_2_4_outliers_adjusted"	"0"
"Finland"	"5_2_4_outliers_adjusted"	"0"
"France"	"5_2_4_outliers_adjusted"	"0"
"United Kingdom"	"5_2_4_outliers_adjusted"	"0"
"Greece"	"5_2_4_outliers_adjusted"	"0"
"Hungary"	"5_2_4_outliers_adjusted"	"0"
"Ireland"	"5_2_4_outliers_adjusted"	"0"
"Israel"	"5_2_4_outliers_adjusted"	"0"
"Italy"	"5_2_4_outliers_adjusted"	"0"
"Japan"	"5_2_4_outliers_adjusted"	"0"
"Republic of Korea"	"5_2_4_outliers_adjusted"	"0"
"Lithuania"	"5_2_4_outliers_adjusted"	"0"
"Luxembourg"	"5_2_4_outliers_adjusted"	"0"
"Latvia"	"5_2_4_outliers_adjusted"	"0"
"Netherlands"	"5_2_4_outliers_adjusted"	"0"
"Norway"	"5_2_4_outliers_adjusted"	"0"
"New Zealand"	"5_2_4_outliers_adjusted"	"0"
"Poland"	"5_2_4_outliers_adjusted"	"0"
"Portugal"	"5_2_4_outliers_adjusted"	"0"
"Slovakia"	"5_2_4_outliers_adjusted"	"0"
"Slovenia"	"5_2_4_outliers_adjusted"	"0"
"Sweden"	"5_2_4_outliers_adjusted"	"0"
"Turkey"	"5_2_4_outliers_adjusted"	"0"
"United States of America"	"5_2_4_outliers_adjusted"	"0"
"Australia"	"5_1_1_normalised"	NA
"Austria"	"5_1_1_normalised"	"0.098009188"
"Belgium"	"5_1_1_normalised"	"0.28330781"
"Canada"	"5_1_1_normalised"	NA
"Switzerland"	"5_1_1_normalised"	NA
"Chile"	"5_1_1_normalised"	NA
"Czechia"	"5_1_1_normalised"	"0.257274119"
"Germany"	"5_1_1_normalised"	"0.162327718"
"Denmark"	"5_1_1_normalised"	"0.061255743"
"Spain"	"5_1_1_normalised"	"0.341500766"
"Estonia"	"5_1_1_normalised"	"0.248085758"
"Finland"	"5_1_1_normalised"	"0.335375191"
"France"	"5_1_1_normalised"	"1"
"United Kingdom"	"5_1_1_normalised"	"0.563552833"
"Greece"	"5_1_1_normalised"	"0.611026034"
"Hungary"	"5_1_1_normalised"	"0.15007657"
"Ireland"	"5_1_1_normalised"	"0.407350689"
"Israel"	"5_1_1_normalised"	NA
"Italy"	"5_1_1_normalised"	"0.352220521"
"Japan"	"5_1_1_normalised"	NA
"Republic of Korea"	"5_1_1_normalised"	NA
"Lithuania"	"5_1_1_normalised"	"0.254211332"
"Luxembourg"	"5_1_1_normalised"	"0.313935681"
"Latvia"	"5_1_1_normalised"	"0"
"Netherlands"	"5_1_1_normalised"	"0.886676876"
"Norway"	"5_1_1_normalised"	"0.287901991"
"New Zealand"	"5_1_1_normalised"	NA
"Poland"	"5_1_1_normalised"	"0.04287902"
"Portugal"	"5_1_1_normalised"	"0.421133231"
"Slovakia"	"5_1_1_normalised"	"0.266462481"
"Slovenia"	"5_1_1_normalised"	"0.156202144"
"Sweden"	"5_1_1_normalised"	NA
"Turkey"	"5_1_1_normalised"	NA
"United States of America"	"5_1_1_normalised"	NA
"Australia"	"5_1_2_normalised"	NA
"Austria"	"5_1_2_normalised"	NA
"Belgium"	"5_1_2_normalised"	NA
"Canada"	"5_1_2_normalised"	NA
"Switzerland"	"5_1_2_normalised"	NA
"Chile"	"5_1_2_normalised"	NA
"Czechia"	"5_1_2_normalised"	NA
"Germany"	"5_1_2_normalised"	NA
"Denmark"	"5_1_2_normalised"	NA
"Spain"	"5_1_2_normalised"	NA
"Estonia"	"5_1_2_normalised"	NA
"Finland"	"5_1_2_normalised"	NA
"France"	"5_1_2_normalised"	NA
"United Kingdom"	"5_1_2_normalised"	NA
"Greece"	"5_1_2_normalised"	NA
"Hungary"	"5_1_2_normalised"	NA
"Ireland"	"5_1_2_normalised"	NA
"Israel"	"5_1_2_normalised"	NA
"Italy"	"5_1_2_normalised"	NA
"Japan"	"5_1_2_normalised"	NA
"Republic of Korea"	"5_1_2_normalised"	NA
"Lithuania"	"5_1_2_normalised"	NA
"Luxembourg"	"5_1_2_normalised"	NA
"Latvia"	"5_1_2_normalised"	NA
"Netherlands"	"5_1_2_normalised"	NA
"Norway"	"5_1_2_normalised"	NA
"New Zealand"	"5_1_2_normalised"	NA
"Poland"	"5_1_2_normalised"	NA
"Portugal"	"5_1_2_normalised"	NA
"Slovakia"	"5_1_2_normalised"	NA
"Slovenia"	"5_1_2_normalised"	NA
"Sweden"	"5_1_2_normalised"	NA
"Turkey"	"5_1_2_normalised"	NA
"United States of America"	"5_1_2_normalised"	NA
"Australia"	"5_2_1_normalised"	"0.649959436"
"Austria"	"5_2_1_normalised"	"0.542739961"
"Belgium"	"5_2_1_normalised"	"0.608942426"
"Canada"	"5_2_1_normalised"	"0.643474487"
"Switzerland"	"5_2_1_normalised"	NA
"Chile"	"5_2_1_normalised"	"0.694026232"
"Czechia"	"5_2_1_normalised"	"0.511343393"
"Germany"	"5_2_1_normalised"	"0.468373462"
"Denmark"	"5_2_1_normalised"	"1"
"Spain"	"5_2_1_normalised"	"0.415590958"
"Estonia"	"5_2_1_normalised"	"0.181505535"
"Finland"	"5_2_1_normalised"	"0.510799975"
"France"	"5_2_1_normalised"	"0.42815152"
"United Kingdom"	"5_2_1_normalised"	"0.655319559"
"Greece"	"5_2_1_normalised"	"0.593489663"
"Hungary"	"5_2_1_normalised"	NA
"Ireland"	"5_2_1_normalised"	"0.667552844"
"Israel"	"5_2_1_normalised"	"0.29788997"
"Italy"	"5_2_1_normalised"	"0.315099116"
"Japan"	"5_2_1_normalised"	"0"
"Republic of Korea"	"5_2_1_normalised"	NA
"Lithuania"	"5_2_1_normalised"	"0.317792196"
"Luxembourg"	"5_2_1_normalised"	NA
"Latvia"	"5_2_1_normalised"	NA
"Netherlands"	"5_2_1_normalised"	"0.536138912"
"Norway"	"5_2_1_normalised"	"0.627728335"
"New Zealand"	"5_2_1_normalised"	"0.726298206"
"Poland"	"5_2_1_normalised"	"0.534614425"
"Portugal"	"5_2_1_normalised"	NA
"Slovakia"	"5_2_1_normalised"	NA
"Slovenia"	"5_2_1_normalised"	"0.222967187"
"Sweden"	"5_2_1_normalised"	"0.294322397"
"Turkey"	"5_2_1_normalised"	"0.403330218"
"United States of America"	"5_2_1_normalised"	"0.639097258"
"Australia"	"5_2_2_normalised"	NA
"Austria"	"5_2_2_normalised"	NA
"Belgium"	"5_2_2_normalised"	NA
"Canada"	"5_2_2_normalised"	NA
"Switzerland"	"5_2_2_normalised"	NA
"Chile"	"5_2_2_normalised"	NA
"Czechia"	"5_2_2_normalised"	NA
"Germany"	"5_2_2_normalised"	NA
"Denmark"	"5_2_2_normalised"	NA
"Spain"	"5_2_2_normalised"	NA
"Estonia"	"5_2_2_normalised"	NA
"Finland"	"5_2_2_normalised"	NA
"France"	"5_2_2_normalised"	NA
"United Kingdom"	"5_2_2_normalised"	NA
"Greece"	"5_2_2_normalised"	NA
"Hungary"	"5_2_2_normalised"	NA
"Ireland"	"5_2_2_normalised"	NA
"Israel"	"5_2_2_normalised"	NA
"Italy"	"5_2_2_normalised"	NA
"Japan"	"5_2_2_normalised"	NA
"Republic of Korea"	"5_2_2_normalised"	NA
"Lithuania"	"5_2_2_normalised"	NA
"Luxembourg"	"5_2_2_normalised"	NA
"Latvia"	"5_2_2_normalised"	NA
"Netherlands"	"5_2_2_normalised"	NA
"Norway"	"5_2_2_normalised"	NA
"New Zealand"	"5_2_2_normalised"	NA
"Poland"	"5_2_2_normalised"	NA
"Portugal"	"5_2_2_normalised"	NA
"Slovakia"	"5_2_2_normalised"	NA
"Slovenia"	"5_2_2_normalised"	NA
"Sweden"	"5_2_2_normalised"	NA
"Turkey"	"5_2_2_normalised"	NA
"United States of America"	"5_2_2_normalised"	NA
"Australia"	"5_2_3_normalised"	NA
"Austria"	"5_2_3_normalised"	NA
"Belgium"	"5_2_3_normalised"	NA
"Canada"	"5_2_3_normalised"	NA
"Switzerland"	"5_2_3_normalised"	NA
"Chile"	"5_2_3_normalised"	NA
"Czechia"	"5_2_3_normalised"	NA
"Germany"	"5_2_3_normalised"	NA
"Denmark"	"5_2_3_normalised"	NA
"Spain"	"5_2_3_normalised"	NA
"Estonia"	"5_2_3_normalised"	NA
"Finland"	"5_2_3_normalised"	NA
"France"	"5_2_3_normalised"	NA
"United Kingdom"	"5_2_3_normalised"	NA
"Greece"	"5_2_3_normalised"	NA
"Hungary"	"5_2_3_normalised"	NA
"Ireland"	"5_2_3_normalised"	NA
"Israel"	"5_2_3_normalised"	NA
"Italy"	"5_2_3_normalised"	NA
"Japan"	"5_2_3_normalised"	NA
"Republic of Korea"	"5_2_3_normalised"	NA
"Lithuania"	"5_2_3_normalised"	NA
"Luxembourg"	"5_2_3_normalised"	NA
"Latvia"	"5_2_3_normalised"	NA
"Netherlands"	"5_2_3_normalised"	NA
"Norway"	"5_2_3_normalised"	NA
"New Zealand"	"5_2_3_normalised"	NA
"Poland"	"5_2_3_normalised"	NA
"Portugal"	"5_2_3_normalised"	NA
"Slovakia"	"5_2_3_normalised"	NA
"Slovenia"	"5_2_3_normalised"	NA
"Sweden"	"5_2_3_normalised"	NA
"Turkey"	"5_2_3_normalised"	NA
"United States of America"	"5_2_3_normalised"	NA
"Australia"	"5_2_4_normalised"	NA
"Austria"	"5_2_4_normalised"	NA
"Belgium"	"5_2_4_normalised"	NA
"Canada"	"5_2_4_normalised"	NA
"Switzerland"	"5_2_4_normalised"	NA
"Chile"	"5_2_4_normalised"	NA
"Czechia"	"5_2_4_normalised"	NA
"Germany"	"5_2_4_normalised"	NA
"Denmark"	"5_2_4_normalised"	NA
"Spain"	"5_2_4_normalised"	NA
"Estonia"	"5_2_4_normalised"	NA
"Finland"	"5_2_4_normalised"	NA
"France"	"5_2_4_normalised"	NA
"United Kingdom"	"5_2_4_normalised"	NA
"Greece"	"5_2_4_normalised"	NA
"Hungary"	"5_2_4_normalised"	NA
"Ireland"	"5_2_4_normalised"	NA
"Israel"	"5_2_4_normalised"	NA
"Italy"	"5_2_4_normalised"	NA
"Japan"	"5_2_4_normalised"	NA
