"Country"	"variable"	"value"
"Italy"	"3_1_2_outliers_adjusted"	"46.5"
"Japan"	"3_1_2_outliers_adjusted"	NA
"Republic of Korea"	"3_1_2_outliers_adjusted"	NA
"Lithuania"	"3_1_2_outliers_adjusted"	"21.8"
"Luxembourg"	"3_1_2_outliers_adjusted"	"47.8"
"Latvia"	"3_1_2_outliers_adjusted"	"16.6"
"Netherlands"	"3_1_2_outliers_adjusted"	"38"
"Norway"	"3_1_2_outliers_adjusted"	"52.4"
"New Zealand"	"3_1_2_outliers_adjusted"	NA
"Poland"	"3_1_2_outliers_adjusted"	"34.5"
"Portugal"	"3_1_2_outliers_adjusted"	"42.6"
"Slovakia"	"3_1_2_outliers_adjusted"	"58.7"
"Slovenia"	"3_1_2_outliers_adjusted"	"51.1"
"Sweden"	"3_1_2_outliers_adjusted"	"50"
"Turkey"	"3_1_2_outliers_adjusted"	NA
"United States of America"	"3_1_2_outliers_adjusted"	NA
"Australia"	"3_1_3_outliers_adjusted"	NA
"Austria"	"3_1_3_outliers_adjusted"	"8.6"
"Belgium"	"3_1_3_outliers_adjusted"	"34.2"
"Canada"	"3_1_3_outliers_adjusted"	NA
"Switzerland"	"3_1_3_outliers_adjusted"	NA
"Chile"	"3_1_3_outliers_adjusted"	NA
"Czechia"	"3_1_3_outliers_adjusted"	"25.8"
"Germany"	"3_1_3_outliers_adjusted"	"11.2"
"Denmark"	"3_1_3_outliers_adjusted"	"1.5"
"Spain"	"3_1_3_outliers_adjusted"	"82.6"
"Estonia"	"3_1_3_outliers_adjusted"	"29.3"
"Finland"	"3_1_3_outliers_adjusted"	"8.3"
"France"	"3_1_3_outliers_adjusted"	"6.9"
"United Kingdom"	"3_1_3_outliers_adjusted"	"-5.2"
"Greece"	"3_1_3_outliers_adjusted"	"3.3"
"Hungary"	"3_1_3_outliers_adjusted"	"-10.8"
"Ireland"	"3_1_3_outliers_adjusted"	"15.7"
"Israel"	"3_1_3_outliers_adjusted"	NA
"Italy"	"3_1_3_outliers_adjusted"	"87"
"Japan"	"3_1_3_outliers_adjusted"	NA
"Republic of Korea"	"3_1_3_outliers_adjusted"	NA
"Lithuania"	"3_1_3_outliers_adjusted"	"32.8"
"Luxembourg"	"3_1_3_outliers_adjusted"	"7.4"
"Latvia"	"3_1_3_outliers_adjusted"	"87"
"Netherlands"	"3_1_3_outliers_adjusted"	"13.8"
"Norway"	"3_1_3_outliers_adjusted"	"15.2"
"New Zealand"	"3_1_3_outliers_adjusted"	NA
"Poland"	"3_1_3_outliers_adjusted"	"28.4"
"Portugal"	"3_1_3_outliers_adjusted"	"70.1"
"Slovakia"	"3_1_3_outliers_adjusted"	"15.9"
"Slovenia"	"3_1_3_outliers_adjusted"	"15.4"
"Sweden"	"3_1_3_outliers_adjusted"	"18.8"
"Turkey"	"3_1_3_outliers_adjusted"	NA
"United States of America"	"3_1_3_outliers_adjusted"	NA
"Australia"	"3_2_1_outliers_adjusted"	"48.4"
"Austria"	"3_2_1_outliers_adjusted"	"39.8"
"Belgium"	"3_2_1_outliers_adjusted"	"39"
"Canada"	"3_2_1_outliers_adjusted"	"48.7"
"Switzerland"	"3_2_1_outliers_adjusted"	NA
"Chile"	"3_2_1_outliers_adjusted"	"39.4"
"Czechia"	"3_2_1_outliers_adjusted"	"42.2"
"Germany"	"3_2_1_outliers_adjusted"	"45.7"
"Denmark"	"3_2_1_outliers_adjusted"	"58"
"Spain"	"3_2_1_outliers_adjusted"	"35.3"
"Estonia"	"3_2_1_outliers_adjusted"	"41.7"
"Finland"	"3_2_1_outliers_adjusted"	"55.3"
"France"	"3_2_1_outliers_adjusted"	"31.6"
"United Kingdom"	"3_2_1_outliers_adjusted"	"48.7"
"Greece"	"3_2_1_outliers_adjusted"	"16.2"
"Hungary"	"3_2_1_outliers_adjusted"	NA
"Ireland"	"3_2_1_outliers_adjusted"	"43"
"Israel"	"3_2_1_outliers_adjusted"	"38.8"
"Italy"	"3_2_1_outliers_adjusted"	"20.1"
"Japan"	"3_2_1_outliers_adjusted"	"35.2"
"Republic of Korea"	"3_2_1_outliers_adjusted"	NA
"Lithuania"	"3_2_1_outliers_adjusted"	"27.4"
"Luxembourg"	"3_2_1_outliers_adjusted"	NA
"Latvia"	"3_2_1_outliers_adjusted"	NA
"Netherlands"	"3_2_1_outliers_adjusted"	"52.9"
"Norway"	"3_2_1_outliers_adjusted"	"56"
"New Zealand"	"3_2_1_outliers_adjusted"	"57.4"
"Poland"	"3_2_1_outliers_adjusted"	"28.7"
"Portugal"	"3_2_1_outliers_adjusted"	NA
"Slovakia"	"3_2_1_outliers_adjusted"	NA
"Slovenia"	"3_2_1_outliers_adjusted"	"36.5"
"Sweden"	"3_2_1_outliers_adjusted"	"52.5"
"Turkey"	"3_2_1_outliers_adjusted"	"16.2"
"United States of America"	"3_2_1_outliers_adjusted"	"50.5"
"Australia"	"3_2_2_outliers_adjusted"	"36"
"Austria"	"3_2_2_outliers_adjusted"	"40"
"Belgium"	"3_2_2_outliers_adjusted"	"24"
"Canada"	"3_2_2_outliers_adjusted"	"32"
"Switzerland"	"3_2_2_outliers_adjusted"	NA
"Chile"	"3_2_2_outliers_adjusted"	"24"
"Czechia"	"3_2_2_outliers_adjusted"	"25"
"Germany"	"3_2_2_outliers_adjusted"	"32"
"Denmark"	"3_2_2_outliers_adjusted"	"42"
"Spain"	"3_2_2_outliers_adjusted"	"31"
"Estonia"	"3_2_2_outliers_adjusted"	"32"
"Finland"	"3_2_2_outliers_adjusted"	"32"
"France"	"3_2_2_outliers_adjusted"	"32"
"United Kingdom"	"3_2_2_outliers_adjusted"	"32"
"Greece"	"3_2_2_outliers_adjusted"	"32"
"Hungary"	"3_2_2_outliers_adjusted"	NA
"Ireland"	"3_2_2_outliers_adjusted"	"30"
"Israel"	"3_2_2_outliers_adjusted"	"37.5"
"Italy"	"3_2_2_outliers_adjusted"	"30"
"Japan"	"3_2_2_outliers_adjusted"	"24"
"Republic of Korea"	"3_2_2_outliers_adjusted"	NA
"Lithuania"	"3_2_2_outliers_adjusted"	"32"
"Luxembourg"	"3_2_2_outliers_adjusted"	NA
"Latvia"	"3_2_2_outliers_adjusted"	NA
"Netherlands"	"3_2_2_outliers_adjusted"	"32"
"Norway"	"3_2_2_outliers_adjusted"	NA
"New Zealand"	"3_2_2_outliers_adjusted"	"32"
"Poland"	"3_2_2_outliers_adjusted"	"23"
"Portugal"	"3_2_2_outliers_adjusted"	NA
"Slovakia"	"3_2_2_outliers_adjusted"	NA
"Slovenia"	"3_2_2_outliers_adjusted"	"28"
"Sweden"	"3_2_2_outliers_adjusted"	"35.3"
"Turkey"	"3_2_2_outliers_adjusted"	"18"
"United States of America"	"3_2_2_outliers_adjusted"	"30"
"Australia"	"3_2_3_outliers_adjusted"	"71.6"
"Austria"	"3_2_3_outliers_adjusted"	"63.1"
"Belgium"	"3_2_3_outliers_adjusted"	"64"
"Canada"	"3_2_3_outliers_adjusted"	"71.1"
"Switzerland"	"3_2_3_outliers_adjusted"	NA
"Chile"	"3_2_3_outliers_adjusted"	"77.4"
"Czechia"	"3_2_3_outliers_adjusted"	"60.7"
"Germany"	"3_2_3_outliers_adjusted"	"61.6"
"Denmark"	"3_2_3_outliers_adjusted"	"65.3"
"Spain"	"3_2_3_outliers_adjusted"	"73.7"
"Estonia"	"3_2_3_outliers_adjusted"	"61.8"
"Finland"	"3_2_3_outliers_adjusted"	"71.1"
"France"	"3_2_3_outliers_adjusted"	"67.6"
"United Kingdom"	"3_2_3_outliers_adjusted"	"65.4"
"Greece"	"3_2_3_outliers_adjusted"	"60.8"
"Hungary"	"3_2_3_outliers_adjusted"	NA
"Ireland"	"3_2_3_outliers_adjusted"	"63.3"
"Israel"	"3_2_3_outliers_adjusted"	"65.3"
"Italy"	"3_2_3_outliers_adjusted"	"61.4"
"Japan"	"3_2_3_outliers_adjusted"	"61"
"Republic of Korea"	"3_2_3_outliers_adjusted"	NA
"Lithuania"	"3_2_3_outliers_adjusted"	"40.9"
"Luxembourg"	"3_2_3_outliers_adjusted"	NA
"Latvia"	"3_2_3_outliers_adjusted"	NA
"Netherlands"	"3_2_3_outliers_adjusted"	"60.7"
"Norway"	"3_2_3_outliers_adjusted"	"75.3"
"New Zealand"	"3_2_3_outliers_adjusted"	"73.3"
"Poland"	"3_2_3_outliers_adjusted"	"50.5"
"Portugal"	"3_2_3_outliers_adjusted"	NA
"Slovakia"	"3_2_3_outliers_adjusted"	NA
"Slovenia"	"3_2_3_outliers_adjusted"	"64.4"
"Sweden"	"3_2_3_outliers_adjusted"	"68.2"
"Turkey"	"3_2_3_outliers_adjusted"	"43"
"United States of America"	"3_2_3_outliers_adjusted"	"74.6"
"Australia"	"3_2_4_outliers_adjusted"	"0"
"Austria"	"3_2_4_outliers_adjusted"	"0"
"Belgium"	"3_2_4_outliers_adjusted"	"0"
"Canada"	"3_2_4_outliers_adjusted"	"0"
"Switzerland"	"3_2_4_outliers_adjusted"	"0"
"Chile"	"3_2_4_outliers_adjusted"	"0"
"Czechia"	"3_2_4_outliers_adjusted"	"0"
"Germany"	"3_2_4_outliers_adjusted"	"0"
"Denmark"	"3_2_4_outliers_adjusted"	"0"
"Spain"	"3_2_4_outliers_adjusted"	"0"
"Estonia"	"3_2_4_outliers_adjusted"	"0"
"Finland"	"3_2_4_outliers_adjusted"	"0"
"France"	"3_2_4_outliers_adjusted"	"0"
"United Kingdom"	"3_2_4_outliers_adjusted"	"0"
"Greece"	"3_2_4_outliers_adjusted"	"0"
"Hungary"	"3_2_4_outliers_adjusted"	"0"
"Ireland"	"3_2_4_outliers_adjusted"	"0"
"Israel"	"3_2_4_outliers_adjusted"	"0"
"Italy"	"3_2_4_outliers_adjusted"	"0"
"Japan"	"3_2_4_outliers_adjusted"	"0"
"Republic of Korea"	"3_2_4_outliers_adjusted"	"0"
"Lithuania"	"3_2_4_outliers_adjusted"	"0"
"Luxembourg"	"3_2_4_outliers_adjusted"	"0"
"Latvia"	"3_2_4_outliers_adjusted"	"0"
"Netherlands"	"3_2_4_outliers_adjusted"	"0"
"Norway"	"3_2_4_outliers_adjusted"	"0"
"New Zealand"	"3_2_4_outliers_adjusted"	"0"
"Poland"	"3_2_4_outliers_adjusted"	"0"
"Portugal"	"3_2_4_outliers_adjusted"	"0"
"Slovakia"	"3_2_4_outliers_adjusted"	"0"
"Slovenia"	"3_2_4_outliers_adjusted"	"0"
"Sweden"	"3_2_4_outliers_adjusted"	"0"
"Turkey"	"3_2_4_outliers_adjusted"	"0"
"United States of America"	"3_2_4_outliers_adjusted"	"0"
"Australia"	"3_1_1_normalised"	NA
"Austria"	"3_1_1_normalised"	"0.849104859"
"Belgium"	"3_1_1_normalised"	"0.795396419"
"Canada"	"3_1_1_normalised"	NA
"Switzerland"	"3_1_1_normalised"	NA
"Chile"	"3_1_1_normalised"	"0.538746803"
"Czechia"	"3_1_1_normalised"	"0.881074169"
"Germany"	"3_1_1_normalised"	"0.710997442"
"Denmark"	"3_1_1_normalised"	"0.829923274"
"Spain"	"3_1_1_normalised"	"0.822250639"
"Estonia"	"3_1_1_normalised"	"0.823529412"
"Finland"	"3_1_1_normalised"	"0.78516624"
"France"	"3_1_1_normalised"	"0.731457801"
"United Kingdom"	"3_1_1_normalised"	"0.818414322"
"Greece"	"3_1_1_normalised"	"0"
"Hungary"	"3_1_1_normalised"	"0.282608696"
"Ireland"	"3_1_1_normalised"	"0.712276215"
"Israel"	"3_1_1_normalised"	NA
"Italy"	"3_1_1_normalised"	"0.492327366"
"Japan"	"3_1_1_normalised"	"0.732736573"
"Republic of Korea"	"3_1_1_normalised"	NA
"Lithuania"	"3_1_1_normalised"	"0.510230179"
"Luxembourg"	"3_1_1_normalised"	"0.708439898"
"Latvia"	"3_1_1_normalised"	"1"
"Netherlands"	"3_1_1_normalised"	"0.809462916"
"Norway"	"3_1_1_normalised"	"0.989769821"
"New Zealand"	"3_1_1_normalised"	NA
"Poland"	"3_1_1_normalised"	"0.294117647"
"Portugal"	"3_1_1_normalised"	"0.681585678"
"Slovakia"	"3_1_1_normalised"	"0.617647059"
"Slovenia"	"3_1_1_normalised"	"0.797953964"
"Sweden"	"3_1_1_normalised"	"0.913043478"
"Turkey"	"3_1_1_normalised"	NA
"United States of America"	"3_1_1_normalised"	NA
"Australia"	"3_1_2_normalised"	NA
"Austria"	"3_1_2_normalised"	"0.273597811"
"Belgium"	"3_1_2_normalised"	"0.44870041"
"Canada"	"3_1_2_normalised"	NA
"Switzerland"	"3_1_2_normalised"	NA
"Chile"	"3_1_2_normalised"	NA
"Czechia"	"3_1_2_normalised"	"1"
"Germany"	"3_1_2_normalised"	"0.296853625"
"Denmark"	"3_1_2_normalised"	"0.14500684"
"Spain"	"3_1_2_normalised"	"0.316005472"
"Estonia"	"3_1_2_normalised"	"0.058823529"
"Finland"	"3_1_2_normalised"	"0.378932969"
"France"	"3_1_2_normalised"	"0.206566347"
"United Kingdom"	"3_1_2_normalised"	"0.206566347"
"Greece"	"3_1_2_normalised"	"0.064295486"
"Hungary"	"3_1_2_normalised"	"0.031463748"
"Ireland"	"3_1_2_normalised"	"0.285909713"
"Israel"	"3_1_2_normalised"	NA
"Italy"	"3_1_2_normalised"	"0.409028728"
"Japan"	"3_1_2_normalised"	NA
"Republic of Korea"	"3_1_2_normalised"	NA
"Lithuania"	"3_1_2_normalised"	"0.071135431"
"Luxembourg"	"3_1_2_normalised"	"0.426812585"
"Latvia"	"3_1_2_normalised"	"0"
"Netherlands"	"3_1_2_normalised"	"0.292749658"
"Norway"	"3_1_2_normalised"	"0.489740082"
"New Zealand"	"3_1_2_normalised"	NA
"Poland"	"3_1_2_normalised"	"0.244870041"
"Portugal"	"3_1_2_normalised"	"0.355677155"
"Slovakia"	"3_1_2_normalised"	"0.575923393"
"Slovenia"	"3_1_2_normalised"	"0.471956224"
"Sweden"	"3_1_2_normalised"	"0.456908345"
"Turkey"	"3_1_2_normalised"	NA
"United States of America"	"3_1_2_normalised"	NA
"Australia"	"3_1_3_normalised"	NA
"Austria"	"3_1_3_normalised"	"0.198725871"
"Belgium"	"3_1_3_normalised"	"0.460705064"
"Canada"	"3_1_3_normalised"	NA
"Switzerland"	"3_1_3_normalised"	NA
"Chile"	"3_1_3_normalised"	NA
"Czechia"	"3_1_3_normalised"	"0.374704079"
"Germany"	"3_1_3_normalised"	"0.225239227"
"Denmark"	"3_1_3_normalised"	"0.126017667"
"Spain"	"3_1_3_normalised"	"0.955332464"
"Estonia"	"3_1_3_normalised"	"0.409956428"
"Finland"	"3_1_3_normalised"	"0.195788595"
"France"	"3_1_3_normalised"	"0.181122436"
"United Kingdom"	"3_1_3_normalised"	NA
"Greece"	"3_1_3_normalised"	"0.14452698"
"Hungary"	"3_1_3_normalised"	NA
"Ireland"	"3_1_3_normalised"	"0.270988672"
"Israel"	"3_1_3_normalised"	NA
"Italy"	"3_1_3_normalised"	"1"
"Japan"	"3_1_3_normalised"	NA
"Republic of Korea"	"3_1_3_normalised"	NA
"Lithuania"	"3_1_3_normalised"	"0.445550415"
"Luxembourg"	"3_1_3_normalised"	"0.185941285"
"Latvia"	"3_1_3_normalised"	"1"
"Netherlands"	"3_1_3_normalised"	"0.251484181"
"Norway"	"3_1_3_normalised"	"0.26625716"
"New Zealand"	"3_1_3_normalised"	NA
"Poland"	"3_1_3_normalised"	"0.401455186"
"Portugal"	"3_1_3_normalised"	"0.827229125"
"Slovakia"	"3_1_3_normalised"	"0.273024179"
"Slovenia"	"3_1_3_normalised"	"0.267596827"
