"Country"	"variable"	"value"
"New Zealand"	"2_1_2"	"0.01"
"Poland"	"2_1_2"	"0.07"
"Portugal"	"2_1_2"	"0.02"
"Slovakia"	"2_1_2"	"0.02"
"Slovenia"	"2_1_2"	"0.02"
"Sweden"	"2_1_2"	"0.03"
"Turkey"	"2_1_2"	NA
"United States of America"	"2_1_2"	NA
"Australia"	"2_2_1"	NA
"Austria"	"2_2_1"	NA
"Belgium"	"2_2_1"	NA
"Canada"	"2_2_1"	NA
"Switzerland"	"2_2_1"	NA
"Chile"	"2_2_1"	NA
"Czechia"	"2_2_1"	NA
"Germany"	"2_2_1"	NA
"Denmark"	"2_2_1"	NA
"Spain"	"2_2_1"	NA
"Estonia"	"2_2_1"	NA
"Finland"	"2_2_1"	NA
"France"	"2_2_1"	NA
"United Kingdom"	"2_2_1"	NA
"Greece"	"2_2_1"	NA
"Hungary"	"2_2_1"	NA
"Ireland"	"2_2_1"	NA
"Israel"	"2_2_1"	NA
"Italy"	"2_2_1"	NA
"Japan"	"2_2_1"	NA
"Republic of Korea"	"2_2_1"	NA
"Lithuania"	"2_2_1"	NA
"Luxembourg"	"2_2_1"	NA
"Latvia"	"2_2_1"	NA
"Netherlands"	"2_2_1"	NA
"Norway"	"2_2_1"	NA
"New Zealand"	"2_2_1"	NA
"Poland"	"2_2_1"	NA
"Portugal"	"2_2_1"	NA
"Slovakia"	"2_2_1"	NA
"Slovenia"	"2_2_1"	NA
"Sweden"	"2_2_1"	NA
"Turkey"	"2_2_1"	NA
"United States of America"	"2_2_1"	NA
"Australia"	"2_2_2"	"78.1"
"Austria"	"2_2_2"	"81.9"
"Belgium"	"2_2_2"	NA
"Canada"	"2_2_2"	"78.6"
"Switzerland"	"2_2_2"	NA
"Chile"	"2_2_2"	"63.7"
"Czechia"	"2_2_2"	NA
"Germany"	"2_2_2"	"84.5"
"Denmark"	"2_2_2"	"87.8"
"Spain"	"2_2_2"	"74.5"
"Estonia"	"2_2_2"	"82"
"Finland"	"2_2_2"	"85.5"
"France"	"2_2_2"	"88.1"
"United Kingdom"	"2_2_2"	NA
"Greece"	"2_2_2"	"36.2"
"Hungary"	"2_2_2"	NA
"Ireland"	"2_2_2"	"71.9"
"Israel"	"2_2_2"	"75"
"Italy"	"2_2_2"	"83.4"
"Japan"	"2_2_2"	"80.5"
"Republic of Korea"	"2_2_2"	NA
"Lithuania"	"2_2_2"	"79.6"
"Luxembourg"	"2_2_2"	NA
"Latvia"	"2_2_2"	NA
"Netherlands"	"2_2_2"	"88.6"
"Norway"	"2_2_2"	"85.9"
"New Zealand"	"2_2_2"	"81.6"
"Poland"	"2_2_2"	"79.4"
"Portugal"	"2_2_2"	NA
"Slovakia"	"2_2_2"	NA
"Slovenia"	"2_2_2"	"86.3"
"Sweden"	"2_2_2"	"81.1"
"Turkey"	"2_2_2"	"49"
"United States of America"	"2_2_2"	NA
"Australia"	"2_2_3"	NA
"Austria"	"2_2_3"	"41.1"
"Belgium"	"2_2_3"	"20.9"
"Canada"	"2_2_3"	NA
"Switzerland"	"2_2_3"	NA
"Chile"	"2_2_3"	NA
"Czechia"	"2_2_3"	"9.5"
"Germany"	"2_2_3"	"31"
"Denmark"	"2_2_3"	"23.7"
"Spain"	"2_2_3"	"46.8"
"Estonia"	"2_2_3"	"29.1"
"Finland"	"2_2_3"	"40.7"
"France"	"2_2_3"	"51.8"
"United Kingdom"	"2_2_3"	"29"
"Greece"	"2_2_3"	"29.8"
"Hungary"	"2_2_3"	"31"
"Ireland"	"2_2_3"	"31.3"
"Israel"	"2_2_3"	NA
"Italy"	"2_2_3"	"13.2"
"Japan"	"2_2_3"	NA
"Republic of Korea"	"2_2_3"	NA
"Lithuania"	"2_2_3"	"63.1"
"Luxembourg"	"2_2_3"	"14.6"
"Latvia"	"2_2_3"	NA
"Netherlands"	"2_2_3"	"26.9"
"Norway"	"2_2_3"	"31.3"
"New Zealand"	"2_2_3"	NA
"Poland"	"2_2_3"	"34.5"
"Portugal"	"2_2_3"	"49.1"
"Slovakia"	"2_2_3"	"31.2"
"Slovenia"	"2_2_3"	NA
"Sweden"	"2_2_3"	NA
"Turkey"	"2_2_3"	NA
"United States of America"	"2_2_3"	NA
"Australia"	"2_2_4"	NA
"Austria"	"2_2_4"	"8.6"
"Belgium"	"2_2_4"	"12.4"
"Canada"	"2_2_4"	NA
"Switzerland"	"2_2_4"	NA
"Chile"	"2_2_4"	NA
"Czechia"	"2_2_4"	"5.4"
"Germany"	"2_2_4"	"8.7"
"Denmark"	"2_2_4"	"9.5"
"Spain"	"2_2_4"	"11.3"
"Estonia"	"2_2_4"	"11.7"
"Finland"	"2_2_4"	"7.4"
"France"	"2_2_4"	"16.7"
"United Kingdom"	"2_2_4"	"10.4"
"Greece"	"2_2_4"	"6.8"
"Hungary"	"2_2_4"	"5.2"
"Ireland"	"2_2_4"	"9.4"
"Israel"	"2_2_4"	NA
"Italy"	"2_2_4"	"8.6"
"Japan"	"2_2_4"	NA
"Republic of Korea"	"2_2_4"	NA
"Lithuania"	"2_2_4"	"9.9"
"Luxembourg"	"2_2_4"	"16.5"
"Latvia"	"2_2_4"	"10.6"
"Netherlands"	"2_2_4"	"10.8"
"Norway"	"2_2_4"	NA
"New Zealand"	"2_2_4"	NA
"Poland"	"2_2_4"	"6.5"
"Portugal"	"2_2_4"	"10.3"
"Slovakia"	"2_2_4"	"9.4"
"Slovenia"	"2_2_4"	"5.9"
"Sweden"	"2_2_4"	"10.8"
"Turkey"	"2_2_4"	NA
"United States of America"	"2_2_4"	NA
"Australia"	"2_3_1"	NA
"Austria"	"2_3_1"	NA
"Belgium"	"2_3_1"	NA
"Canada"	"2_3_1"	NA
"Switzerland"	"2_3_1"	NA
"Chile"	"2_3_1"	NA
"Czechia"	"2_3_1"	NA
"Germany"	"2_3_1"	NA
"Denmark"	"2_3_1"	NA
"Spain"	"2_3_1"	NA
"Estonia"	"2_3_1"	NA
"Finland"	"2_3_1"	NA
"France"	"2_3_1"	NA
"United Kingdom"	"2_3_1"	NA
"Greece"	"2_3_1"	NA
"Hungary"	"2_3_1"	NA
"Ireland"	"2_3_1"	NA
"Israel"	"2_3_1"	NA
"Italy"	"2_3_1"	NA
"Japan"	"2_3_1"	NA
"Republic of Korea"	"2_3_1"	NA
"Lithuania"	"2_3_1"	NA
"Luxembourg"	"2_3_1"	NA
"Latvia"	"2_3_1"	NA
"Netherlands"	"2_3_1"	NA
"Norway"	"2_3_1"	NA
"New Zealand"	"2_3_1"	NA
"Poland"	"2_3_1"	NA
"Portugal"	"2_3_1"	NA
"Slovakia"	"2_3_1"	NA
"Slovenia"	"2_3_1"	NA
"Sweden"	"2_3_1"	NA
"Turkey"	"2_3_1"	NA
"United States of America"	"2_3_1"	NA
"Australia"	"2_3_2"	"18.3"
"Austria"	"2_3_2"	"11.5"
"Belgium"	"2_3_2"	"5.4"
"Canada"	"2_3_2"	"19.3"
"Switzerland"	"2_3_2"	NA
"Chile"	"2_3_2"	"15.7"
"Czechia"	"2_3_2"	"14.6"
"Germany"	"2_3_2"	"9.6"
"Denmark"	"2_3_2"	"13.9"
"Spain"	"2_3_2"	"10.3"
"Estonia"	"2_3_2"	"18.7"
"Finland"	"2_3_2"	"6.6"
"France"	"2_3_2"	"18.2"
"United Kingdom"	"2_3_2"	"19.9"
"Greece"	"2_3_2"	"30.3"
"Hungary"	"2_3_2"	NA
"Ireland"	"2_3_2"	"20.7"
"Israel"	"2_3_2"	"24.2"
"Italy"	"2_3_2"	"15"
"Japan"	"2_3_2"	"8.4"
"Republic of Korea"	"2_3_2"	NA
"Lithuania"	"2_3_2"	"24.6"
"Luxembourg"	"2_3_2"	NA
"Latvia"	"2_3_2"	NA
"Netherlands"	"2_3_2"	"14.1"
"Norway"	"2_3_2"	"9.7"
"New Zealand"	"2_3_2"	"14.3"
"Poland"	"2_3_2"	"20.3"
"Portugal"	"2_3_2"	NA
"Slovakia"	"2_3_2"	NA
"Slovenia"	"2_3_2"	"25.5"
"Sweden"	"2_3_2"	"12.4"
"Turkey"	"2_3_2"	"8.5"
"United States of America"	"2_3_2"	"23.7"
"Australia"	"2_1_1_outliers_adjusted"	"0.01"
"Austria"	"2_1_1_outliers_adjusted"	"0.46"
"Belgium"	"2_1_1_outliers_adjusted"	"0.16"
"Canada"	"2_1_1_outliers_adjusted"	"0.07"
"Switzerland"	"2_1_1_outliers_adjusted"	"0.18"
"Chile"	"2_1_1_outliers_adjusted"	"0.08"
"Czechia"	"2_1_1_outliers_adjusted"	"0.01"
"Germany"	"2_1_1_outliers_adjusted"	"0.19"
"Denmark"	"2_1_1_outliers_adjusted"	"0.6"
"Spain"	"2_1_1_outliers_adjusted"	"0.12"
"Estonia"	"2_1_1_outliers_adjusted"	"0.08"
"Finland"	"2_1_1_outliers_adjusted"	"0.48"
"France"	"2_1_1_outliers_adjusted"	"0.37"
"United Kingdom"	"2_1_1_outliers_adjusted"	"0.02"
"Greece"	"2_1_1_outliers_adjusted"	"0.09"
"Hungary"	"2_1_1_outliers_adjusted"	"0.01"
"Ireland"	"2_1_1_outliers_adjusted"	"0.23"
"Israel"	"2_1_1_outliers_adjusted"	"0.06"
"Italy"	"2_1_1_outliers_adjusted"	"0.17"
"Japan"	"2_1_1_outliers_adjusted"	"0.01"
"Republic of Korea"	"2_1_1_outliers_adjusted"	"0.04"
"Lithuania"	"2_1_1_outliers_adjusted"	"0.07"
"Luxembourg"	"2_1_1_outliers_adjusted"	"0.18"
"Latvia"	"2_1_1_outliers_adjusted"	"0.08"
"Netherlands"	"2_1_1_outliers_adjusted"	"0.07"
"Norway"	"2_1_1_outliers_adjusted"	"0.12"
"New Zealand"	"2_1_1_outliers_adjusted"	"0.1"
"Poland"	"2_1_1_outliers_adjusted"	"0.01"
"Portugal"	"2_1_1_outliers_adjusted"	"0.27"
"Slovakia"	"2_1_1_outliers_adjusted"	"0.01"
"Slovenia"	"2_1_1_outliers_adjusted"	"0.01"
"Sweden"	"2_1_1_outliers_adjusted"	"0.13"
"Turkey"	"2_1_1_outliers_adjusted"	NA
"United States of America"	"2_1_1_outliers_adjusted"	"0.03"
"Australia"	"2_1_2_outliers_adjusted"	"0.01"
"Austria"	"2_1_2_outliers_adjusted"	"0.03"
"Belgium"	"2_1_2_outliers_adjusted"	"0.01"
"Canada"	"2_1_2_outliers_adjusted"	"0.04"
"Switzerland"	"2_1_2_outliers_adjusted"	"0.04"
"Chile"	"2_1_2_outliers_adjusted"	NA
"Czechia"	"2_1_2_outliers_adjusted"	"0.04"
"Germany"	"2_1_2_outliers_adjusted"	"0.01"
"Denmark"	"2_1_2_outliers_adjusted"	"0.05"
"Spain"	"2_1_2_outliers_adjusted"	"0.02"
"Estonia"	"2_1_2_outliers_adjusted"	"0.03"
"Finland"	"2_1_2_outliers_adjusted"	"0.03"
"France"	"2_1_2_outliers_adjusted"	"0.04"
"United Kingdom"	"2_1_2_outliers_adjusted"	NA
"Greece"	"2_1_2_outliers_adjusted"	"0.06"
"Hungary"	"2_1_2_outliers_adjusted"	"0.01"
"Ireland"	"2_1_2_outliers_adjusted"	"0.02"
"Israel"	"2_1_2_outliers_adjusted"	"0.01"
"Italy"	"2_1_2_outliers_adjusted"	"0.01"
"Japan"	"2_1_2_outliers_adjusted"	NA
"Republic of Korea"	"2_1_2_outliers_adjusted"	NA
"Lithuania"	"2_1_2_outliers_adjusted"	"0.04"
"Luxembourg"	"2_1_2_outliers_adjusted"	"0.02"
"Latvia"	"2_1_2_outliers_adjusted"	"0.03"
"Netherlands"	"2_1_2_outliers_adjusted"	"0.01"
"Norway"	"2_1_2_outliers_adjusted"	"0.03"
"New Zealand"	"2_1_2_outliers_adjusted"	"0.01"
"Poland"	"2_1_2_outliers_adjusted"	"0.06"
"Portugal"	"2_1_2_outliers_adjusted"	"0.02"
"Slovakia"	"2_1_2_outliers_adjusted"	"0.02"
"Slovenia"	"2_1_2_outliers_adjusted"	"0.02"
"Sweden"	"2_1_2_outliers_adjusted"	"0.03"
"Turkey"	"2_1_2_outliers_adjusted"	NA
"United States of America"	"2_1_2_outliers_adjusted"	NA
"Australia"	"2_2_1_outliers_adjusted"	"0"
"Austria"	"2_2_1_outliers_adjusted"	"0"
"Belgium"	"2_2_1_outliers_adjusted"	"0"
"Canada"	"2_2_1_outliers_adjusted"	"0"
"Switzerland"	"2_2_1_outliers_adjusted"	"0"
"Chile"	"2_2_1_outliers_adjusted"	"0"
"Czechia"	"2_2_1_outliers_adjusted"	"0"
"Germany"	"2_2_1_outliers_adjusted"	"0"
"Denmark"	"2_2_1_outliers_adjusted"	"0"
"Spain"	"2_2_1_outliers_adjusted"	"0"
"Estonia"	"2_2_1_outliers_adjusted"	"0"
"Finland"	"2_2_1_outliers_adjusted"	"0"
"France"	"2_2_1_outliers_adjusted"	"0"
"United Kingdom"	"2_2_1_outliers_adjusted"	"0"
"Greece"	"2_2_1_outliers_adjusted"	"0"
"Hungary"	"2_2_1_outliers_adjusted"	"0"
"Ireland"	"2_2_1_outliers_adjusted"	"0"
"Israel"	"2_2_1_outliers_adjusted"	"0"
"Italy"	"2_2_1_outliers_adjusted"	"0"
"Japan"	"2_2_1_outliers_adjusted"	"0"
"Republic of Korea"	"2_2_1_outliers_adjusted"	"0"
"Lithuania"	"2_2_1_outliers_adjusted"	"0"
"Luxembourg"	"2_2_1_outliers_adjusted"	"0"
"Latvia"	"2_2_1_outliers_adjusted"	"0"
"Netherlands"	"2_2_1_outliers_adjusted"	"0"
"Norway"	"2_2_1_outliers_adjusted"	"0"
"New Zealand"	"2_2_1_outliers_adjusted"	"0"
"Poland"	"2_2_1_outliers_adjusted"	"0"
"Portugal"	"2_2_1_outliers_adjusted"	"0"
"Slovakia"	"2_2_1_outliers_adjusted"	"0"
"Slovenia"	"2_2_1_outliers_adjusted"	"0"
"Sweden"	"2_2_1_outliers_adjusted"	"0"
"Turkey"	"2_2_1_outliers_adjusted"	"0"
"United States of America"	"2_2_1_outliers_adjusted"	"0"
"Australia"	"2_2_2_outliers_adjusted"	"78.09"
"Austria"	"2_2_2_outliers_adjusted"	"81.9"
"Belgium"	"2_2_2_outliers_adjusted"	NA
"Canada"	"2_2_2_outliers_adjusted"	"78.63"
"Switzerland"	"2_2_2_outliers_adjusted"	NA
"Chile"	"2_2_2_outliers_adjusted"	"63.74"
"Czechia"	"2_2_2_outliers_adjusted"	NA
"Germany"	"2_2_2_outliers_adjusted"	"84.52"
"Denmark"	"2_2_2_outliers_adjusted"	"87.75"
"Spain"	"2_2_2_outliers_adjusted"	"74.52"
"Estonia"	"2_2_2_outliers_adjusted"	"81.96"
"Finland"	"2_2_2_outliers_adjusted"	"85.5"
"France"	"2_2_2_outliers_adjusted"	"88.07"
"United Kingdom"	"2_2_2_outliers_adjusted"	NA
"Greece"	"2_2_2_outliers_adjusted"	"36.2"
"Hungary"	"2_2_2_outliers_adjusted"	NA
"Ireland"	"2_2_2_outliers_adjusted"	"71.94"
"Israel"	"2_2_2_outliers_adjusted"	"75.03"
"Italy"	"2_2_2_outliers_adjusted"	"83.42"
"Japan"	"2_2_2_outliers_adjusted"	"80.45"
"Republic of Korea"	"2_2_2_outliers_adjusted"	NA
"Lithuania"	"2_2_2_outliers_adjusted"	"79.56"
"Luxembourg"	"2_2_2_outliers_adjusted"	NA
"Latvia"	"2_2_2_outliers_adjusted"	NA
"Netherlands"	"2_2_2_outliers_adjusted"	"88.59"
"Norway"	"2_2_2_outliers_adjusted"	"85.87"
"New Zealand"	"2_2_2_outliers_adjusted"	"81.64"
"Poland"	"2_2_2_outliers_adjusted"	"79.38"
"Portugal"	"2_2_2_outliers_adjusted"	NA
"Slovakia"	"2_2_2_outliers_adjusted"	NA
"Slovenia"	"2_2_2_outliers_adjusted"	"86.31"
"Sweden"	"2_2_2_outliers_adjusted"	"81.07"
"Turkey"	"2_2_2_outliers_adjusted"	"48.96"
"United States of America"	"2_2_2_outliers_adjusted"	NA
"Australia"	"2_2_3_outliers_adjusted"	NA
"Austria"	"2_2_3_outliers_adjusted"	"41.07"
"Belgium"	"2_2_3_outliers_adjusted"	"20.85"
"Canada"	"2_2_3_outliers_adjusted"	NA
"Switzerland"	"2_2_3_outliers_adjusted"	NA
"Chile"	"2_2_3_outliers_adjusted"	NA
"Czechia"	"2_2_3_outliers_adjusted"	"9.5"
"Germany"	"2_2_3_outliers_adjusted"	"30.95"
"Denmark"	"2_2_3_outliers_adjusted"	"23.73"
"Spain"	"2_2_3_outliers_adjusted"	"46.81"
"Estonia"	"2_2_3_outliers_adjusted"	"29.12"
"Finland"	"2_2_3_outliers_adjusted"	"40.73"
"France"	"2_2_3_outliers_adjusted"	"51.77"
"United Kingdom"	"2_2_3_outliers_adjusted"	"29.04"
"Greece"	"2_2_3_outliers_adjusted"	"29.75"
"Hungary"	"2_2_3_outliers_adjusted"	"31.04"
"Ireland"	"2_2_3_outliers_adjusted"	"31.29"
"Israel"	"2_2_3_outliers_adjusted"	NA
"Italy"	"2_2_3_outliers_adjusted"	"13.24"
"Japan"	"2_2_3_outliers_adjusted"	NA
"Republic of Korea"	"2_2_3_outliers_adjusted"	NA
"Lithuania"	"2_2_3_outliers_adjusted"	"63.08"
"Luxembourg"	"2_2_3_outliers_adjusted"	"14.64"
"Latvia"	"2_2_3_outliers_adjusted"	NA
"Netherlands"	"2_2_3_outliers_adjusted"	"26.85"
"Norway"	"2_2_3_outliers_adjusted"	"31.32"
"New Zealand"	"2_2_3_outliers_adjusted"	NA
"Poland"	"2_2_3_outliers_adjusted"	"34.5"
"Portugal"	"2_2_3_outliers_adjusted"	"49.08"
"Slovakia"	"2_2_3_outliers_adjusted"	"31.23"
"Slovenia"	"2_2_3_outliers_adjusted"	NA
"Sweden"	"2_2_3_outliers_adjusted"	NA
"Turkey"	"2_2_3_outliers_adjusted"	NA
"United States of America"	"2_2_3_outliers_adjusted"	NA
"Australia"	"2_2_4_outliers_adjusted"	NA
"Austria"	"2_2_4_outliers_adjusted"	"8.57"
"Belgium"	"2_2_4_outliers_adjusted"	"12.38"
"Canada"	"2_2_4_outliers_adjusted"	NA
"Switzerland"	"2_2_4_outliers_adjusted"	NA
"Chile"	"2_2_4_outliers_adjusted"	NA
"Czechia"	"2_2_4_outliers_adjusted"	"5.38"
"Germany"	"2_2_4_outliers_adjusted"	"8.68"
"Denmark"	"2_2_4_outliers_adjusted"	"9.49"
"Spain"	"2_2_4_outliers_adjusted"	"11.29"
"Estonia"	"2_2_4_outliers_adjusted"	"11.74"
"Finland"	"2_2_4_outliers_adjusted"	"7.43"
"France"	"2_2_4_outliers_adjusted"	"16.67"
"United Kingdom"	"2_2_4_outliers_adjusted"	"10.35"
"Greece"	"2_2_4_outliers_adjusted"	"6.8"
"Hungary"	"2_2_4_outliers_adjusted"	"5.15"
"Ireland"	"2_2_4_outliers_adjusted"	"9.37"
"Israel"	"2_2_4_outliers_adjusted"	NA
"Italy"	"2_2_4_outliers_adjusted"	"8.55"
"Japan"	"2_2_4_outliers_adjusted"	NA
"Republic of Korea"	"2_2_4_outliers_adjusted"	NA
"Lithuania"	"2_2_4_outliers_adjusted"	"9.87"
"Luxembourg"	"2_2_4_outliers_adjusted"	"16.52"
"Latvia"	"2_2_4_outliers_adjusted"	"10.59"
"Netherlands"	"2_2_4_outliers_adjusted"	"10.82"
"Norway"	"2_2_4_outliers_adjusted"	NA
"New Zealand"	"2_2_4_outliers_adjusted"	NA
"Poland"	"2_2_4_outliers_adjusted"	"6.54"
"Portugal"	"2_2_4_outliers_adjusted"	"10.29"
"Slovakia"	"2_2_4_outliers_adjusted"	"9.43"
"Slovenia"	"2_2_4_outliers_adjusted"	"5.91"
"Sweden"	"2_2_4_outliers_adjusted"	"10.75"
"Turkey"	"2_2_4_outliers_adjusted"	NA
"United States of America"	"2_2_4_outliers_adjusted"	NA
"Australia"	"2_3_1_outliers_adjusted"	"0"
"Austria"	"2_3_1_outliers_adjusted"	"0"
"Belgium"	"2_3_1_outliers_adjusted"	"0"
"Canada"	"2_3_1_outliers_adjusted"	"0"
"Switzerland"	"2_3_1_outliers_adjusted"	"0"
"Chile"	"2_3_1_outliers_adjusted"	"0"
"Czechia"	"2_3_1_outliers_adjusted"	"0"
"Germany"	"2_3_1_outliers_adjusted"	"0"
"Denmark"	"2_3_1_outliers_adjusted"	"0"
"Spain"	"2_3_1_outliers_adjusted"	"0"
"Estonia"	"2_3_1_outliers_adjusted"	"0"
"Finland"	"2_3_1_outliers_adjusted"	"0"
"France"	"2_3_1_outliers_adjusted"	"0"
"United Kingdom"	"2_3_1_outliers_adjusted"	"0"
"Greece"	"2_3_1_outliers_adjusted"	"0"
"Hungary"	"2_3_1_outliers_adjusted"	"0"
"Ireland"	"2_3_1_outliers_adjusted"	"0"
"Israel"	"2_3_1_outliers_adjusted"	"0"
"Italy"	"2_3_1_outliers_adjusted"	"0"
"Japan"	"2_3_1_outliers_adjusted"	"0"
"Republic of Korea"	"2_3_1_outliers_adjusted"	"0"
"Lithuania"	"2_3_1_outliers_adjusted"	"0"
"Luxembourg"	"2_3_1_outliers_adjusted"	"0"
"Latvia"	"2_3_1_outliers_adjusted"	"0"
"Netherlands"	"2_3_1_outliers_adjusted"	"0"
"Norway"	"2_3_1_outliers_adjusted"	"0"
"New Zealand"	"2_3_1_outliers_adjusted"	"0"
"Poland"	"2_3_1_outliers_adjusted"	"0"
"Portugal"	"2_3_1_outliers_adjusted"	"0"
"Slovakia"	"2_3_1_outliers_adjusted"	"0"
"Slovenia"	"2_3_1_outliers_adjusted"	"0"
"Sweden"	"2_3_1_outliers_adjusted"	"0"
"Turkey"	"2_3_1_outliers_adjusted"	"0"
"United States of America"	"2_3_1_outliers_adjusted"	"0"
"Australia"	"2_3_2_outliers_adjusted"	"18.28"
"Austria"	"2_3_2_outliers_adjusted"	"11.51"
"Belgium"	"2_3_2_outliers_adjusted"	"5.38"
"Canada"	"2_3_2_outliers_adjusted"	"19.3"
"Switzerland"	"2_3_2_outliers_adjusted"	NA
"Chile"	"2_3_2_outliers_adjusted"	"15.65"
"Czechia"	"2_3_2_outliers_adjusted"	"14.65"
"Germany"	"2_3_2_outliers_adjusted"	"9.6"
"Denmark"	"2_3_2_outliers_adjusted"	"13.9"
"Spain"	"2_3_2_outliers_adjusted"	"10.32"
"Estonia"	"2_3_2_outliers_adjusted"	"18.67"
"Finland"	"2_3_2_outliers_adjusted"	"6.58"
"France"	"2_3_2_outliers_adjusted"	"18.23"
"United Kingdom"	"2_3_2_outliers_adjusted"	"19.95"
"Greece"	"2_3_2_outliers_adjusted"	"30.33"
"Hungary"	"2_3_2_outliers_adjusted"	NA
"Ireland"	"2_3_2_outliers_adjusted"	"20.74"
"Israel"	"2_3_2_outliers_adjusted"	"24.23"
"Italy"	"2_3_2_outliers_adjusted"	"15.03"
"Japan"	"2_3_2_outliers_adjusted"	"8.45"
"Republic of Korea"	"2_3_2_outliers_adjusted"	NA
"Lithuania"	"2_3_2_outliers_adjusted"	"24.58"
"Luxembourg"	"2_3_2_outliers_adjusted"	NA
"Latvia"	"2_3_2_outliers_adjusted"	NA
"Netherlands"	"2_3_2_outliers_adjusted"	"14.05"
"Norway"	"2_3_2_outliers_adjusted"	"9.72"
"New Zealand"	"2_3_2_outliers_adjusted"	"14.32"
"Poland"	"2_3_2_outliers_adjusted"	"20.33"
"Portugal"	"2_3_2_outliers_adjusted"	NA
"Slovakia"	"2_3_2_outliers_adjusted"	NA
"Slovenia"	"2_3_2_outliers_adjusted"	"25.53"
"Sweden"	"2_3_2_outliers_adjusted"	"12.43"
"Turkey"	"2_3_2_outliers_adjusted"	"8.48"
"United States of America"	"2_3_2_outliers_adjusted"	"23.67"
"Australia"	"2_1_1_normalised"	"0.003378378"
"Austria"	"2_1_1_normalised"	"0.763513514"
"Belgium"	"2_1_1_normalised"	"0.256756757"
"Canada"	"2_1_1_normalised"	"0.10472973"
"Switzerland"	"2_1_1_normalised"	"0.290540541"
"Chile"	"2_1_1_normalised"	"0.121621622"
"Czechia"	"2_1_1_normalised"	"0.001689189"
"Germany"	"2_1_1_normalised"	"0.307432432"
"Denmark"	"2_1_1_normalised"	"1"
"Spain"	"2_1_1_normalised"	"0.189189189"
"Estonia"	"2_1_1_normalised"	"0.119932432"
"Finland"	"2_1_1_normalised"	"0.788851351"
"France"	"2_1_1_normalised"	"0.611486486"
"United Kingdom"	"2_1_1_normalised"	"0.015202703"
"Greece"	"2_1_1_normalised"	"0.138513514"
"Hungary"	"2_1_1_normalised"	"0.003378378"
"Ireland"	"2_1_1_normalised"	"0.375"
"Israel"	"2_1_1_normalised"	"0.087837838"
"Italy"	"2_1_1_normalised"	"0.273648649"
"Japan"	"2_1_1_normalised"	"0.003378378"
"Republic of Korea"	"2_1_1_normalised"	"0.054054054"
"Lithuania"	"2_1_1_normalised"	"0.108108108"
"Luxembourg"	"2_1_1_normalised"	"0.297297297"
"Latvia"	"2_1_1_normalised"	"0.123310811"
"Netherlands"	"2_1_1_normalised"	"0.10472973"
"Norway"	"2_1_1_normalised"	"0.184121622"
"New Zealand"	"2_1_1_normalised"	"0.155405405"
"Poland"	"2_1_1_normalised"	"0.003378378"
"Portugal"	"2_1_1_normalised"	"0.442567568"
"Slovakia"	"2_1_1_normalised"	"0"
