"Country"	"variable"	"value"
"Israel"	"1_2_1"	44.8
"Italy"	"1_2_1"	50.7
"Japan"	"1_2_1"	54.3
"Republic of Korea"	"1_2_1"	43.2
"Lithuania"	"1_2_1"	63
"Luxembourg"	"1_2_1"	NA
"Latvia"	"1_2_1"	NA
"Netherlands"	"1_2_1"	40.1
"Norway"	"1_2_1"	31.4
"New Zealand"	"1_2_1"	32.8
"Poland"	"1_2_1"	50.4
"Portugal"	"1_2_1"	NA
"Slovakia"	"1_2_1"	64.4
"Slovenia"	"1_2_1"	52.9
"Sweden"	"1_2_1"	35.4
"Turkey"	"1_2_1"	59.5
"United States of America"	"1_2_1"	37.2
"Australia"	"1_2_2"	14.9
"Austria"	"1_2_2"	13.1
"Belgium"	"1_2_2"	18.5
"Canada"	"1_2_2"	15.2
"Switzerland"	"1_2_2"	NA
"Chile"	"1_2_2"	NA
"Czechia"	"1_2_2"	9.4
"Germany"	"1_2_2"	11.6
"Denmark"	"1_2_2"	11.8
"Spain"	"1_2_2"	27.2
"Estonia"	"1_2_2"	19.9
"Finland"	"1_2_2"	16
"France"	"1_2_2"	11.5
"United Kingdom"	"1_2_2"	14.6
"Greece"	"1_2_2"	17.2
"Hungary"	"1_2_2"	22.8
"Ireland"	"1_2_2"	23.6
"Israel"	"1_2_2"	13.2
"Italy"	"1_2_2"	13.8
"Japan"	"1_2_2"	15.7
"Republic of Korea"	"1_2_2"	28.9
"Lithuania"	"1_2_2"	28.7
"Luxembourg"	"1_2_2"	18.3
"Latvia"	"1_2_2"	23.2
"Netherlands"	"1_2_2"	10.9
"Norway"	"1_2_2"	12.7
"New Zealand"	"1_2_2"	NA
"Poland"	"1_2_2"	19.1
"Portugal"	"1_2_2"	21.3
"Slovakia"	"1_2_2"	16.1
"Slovenia"	"1_2_2"	18.6
"Sweden"	"1_2_2"	15.2
"Turkey"	"1_2_2"	NA
"United States of America"	"1_2_2"	9.8
"Australia"	"1_3_1"	21.5
"Austria"	"1_3_1"	19.1
"Belgium"	"1_3_1"	17.3
"Canada"	"1_3_1"	25.1
"Switzerland"	"1_3_1"	NA
"Chile"	"1_3_1"	67.1
"Czechia"	"1_3_1"	16.9
"Germany"	"1_3_1"	22.6
"Denmark"	"1_3_1"	19.1
"Spain"	"1_3_1"	35.7
"Estonia"	"1_3_1"	18.2
"Finland"	"1_3_1"	15.4
"France"	"1_3_1"	31.5
"United Kingdom"	"1_3_1"	26.8
"Greece"	"1_3_1"	35.5
"Hungary"	"1_3_1"	NA
"Ireland"	"1_3_1"	27.7
"Israel"	"1_3_1"	36.3
"Italy"	"1_3_1"	38
"Japan"	"1_3_1"	9.1
"Republic of Korea"	"1_3_1"	20.6
"Lithuania"	"1_3_1"	21.1
"Luxembourg"	"1_3_1"	NA
"Latvia"	"1_3_1"	NA
"Netherlands"	"1_3_1"	15.6
"Norway"	"1_3_1"	16.9
"New Zealand"	"1_3_1"	20.7
"Poland"	"1_3_1"	27.4
"Portugal"	"1_3_1"	NA
"Slovakia"	"1_3_1"	16.5
"Slovenia"	"1_3_1"	31.2
"Sweden"	"1_3_1"	17.5
"Turkey"	"1_3_1"	56.9
"United States of America"	"1_3_1"	30
"Australia"	"1_3_2"	22.4
"Austria"	"1_3_2"	29.9
"Belgium"	"1_3_2"	31.6
"Canada"	"1_3_2"	29.3
"Switzerland"	"1_3_2"	NA
"Chile"	"1_3_2"	62.6
"Czechia"	"1_3_2"	31.4
"Germany"	"1_3_2"	30.9
"Denmark"	"1_3_2"	25.5
"Spain"	"1_3_2"	NA
"Estonia"	"1_3_2"	37.8
"Finland"	"1_3_2"	24.7
"France"	"1_3_2"	NA
"United Kingdom"	"1_3_2"	28.7
"Greece"	"1_3_2"	54.7
"Hungary"	"1_3_2"	NA
"Ireland"	"1_3_2"	37
"Israel"	"1_3_2"	41.2
"Italy"	"1_3_2"	NA
"Japan"	"1_3_2"	35.7
"Republic of Korea"	"1_3_2"	41.9
"Lithuania"	"1_3_2"	55.7
"Luxembourg"	"1_3_2"	NA
"Latvia"	"1_3_2"	NA
"Netherlands"	"1_3_2"	22.1
"Norway"	"1_3_2"	21.5
"New Zealand"	"1_3_2"	22.9
"Poland"	"1_3_2"	56.8
"Portugal"	"1_3_2"	NA
"Slovakia"	"1_3_2"	43.2
"Slovenia"	"1_3_2"	47.8
"Sweden"	"1_3_2"	23.4
"Turkey"	"1_3_2"	73.5
"United States of America"	"1_3_2"	30.4
"Australia"	"1_4_1"	24
"Austria"	"1_4_1"	41.2
"Belgium"	"1_4_1"	22.8
"Canada"	"1_4_1"	25.2
"Switzerland"	"1_4_1"	NA
"Chile"	"1_4_1"	65.6
"Czechia"	"1_4_1"	40.1
"Germany"	"1_4_1"	46.9
"Denmark"	"1_4_1"	23.8
"Spain"	"1_4_1"	39.4
"Estonia"	"1_4_1"	47.2
"Finland"	"1_4_1"	29.9
"France"	"1_4_1"	31.1
"United Kingdom"	"1_4_1"	20.9
"Greece"	"1_4_1"	35.8
"Hungary"	"1_4_1"	NA
"Ireland"	"1_4_1"	24.3
"Israel"	"1_4_1"	32.1
"Italy"	"1_4_1"	32.6
"Japan"	"1_4_1"	69.5
"Republic of Korea"	"1_4_1"	NA
"Lithuania"	"1_4_1"	41.4
"Luxembourg"	"1_4_1"	NA
"Latvia"	"1_4_1"	NA
"Netherlands"	"1_4_1"	17.8
"Norway"	"1_4_1"	31.5
"New Zealand"	"1_4_1"	31
"Poland"	"1_4_1"	45.2
"Portugal"	"1_4_1"	NA
"Slovakia"	"1_4_1"	NA
"Slovenia"	"1_4_1"	40.5
"Sweden"	"1_4_1"	34.5
"Turkey"	"1_4_1"	23.3
"United States of America"	"1_4_1"	22.9
"Australia"	"1_4_2"	42
"Austria"	"1_4_2"	39
"Belgium"	"1_4_2"	24
"Canada"	"1_4_2"	32
"Switzerland"	"1_4_2"	41
"Chile"	"1_4_2"	NA
"Czechia"	"1_4_2"	18
"Germany"	"1_4_2"	46
"Denmark"	"1_4_2"	NA
"Spain"	"1_4_2"	14
"Estonia"	"1_4_2"	NA
"Finland"	"1_4_2"	22
"France"	"1_4_2"	29
"United Kingdom"	"1_4_2"	14
"Greece"	"1_4_2"	59
"Hungary"	"1_4_2"	47
"Ireland"	"1_4_2"	11
"Israel"	"1_4_2"	39
"Italy"	"1_4_2"	28
"Japan"	"1_4_2"	83
"Republic of Korea"	"1_4_2"	NA
"Lithuania"	"1_4_2"	NA
"Luxembourg"	"1_4_2"	NA
"Latvia"	"1_4_2"	NA
"Netherlands"	"1_4_2"	14
"Norway"	"1_4_2"	30
"New Zealand"	"1_4_2"	50
"Poland"	"1_4_2"	41
"Portugal"	"1_4_2"	NA
"Slovakia"	"1_4_2"	28
"Slovenia"	"1_4_2"	27
"Sweden"	"1_4_2"	39
"Turkey"	"1_4_2"	51
"United States of America"	"1_4_2"	32
"Australia"	"1_4_3"	NA
"Austria"	"1_4_3"	50.4
"Belgium"	"1_4_3"	39.9
"Canada"	"1_4_3"	NA
"Switzerland"	"1_4_3"	NA
"Chile"	"1_4_3"	NA
"Czechia"	"1_4_3"	66.4
"Germany"	"1_4_3"	52.9
"Denmark"	"1_4_3"	23.8
"Spain"	"1_4_3"	42.3
"Estonia"	"1_4_3"	44
"Finland"	"1_4_3"	22.9
"France"	"1_4_3"	35.6
"United Kingdom"	"1_4_3"	34.6
"Greece"	"1_4_3"	18.4
"Hungary"	"1_4_3"	35.2
"Ireland"	"1_4_3"	32
"Israel"	"1_4_3"	NA
"Italy"	"1_4_3"	35.5
"Japan"	"1_4_3"	NA
"Republic of Korea"	"1_4_3"	NA
"Lithuania"	"1_4_3"	40.1
"Luxembourg"	"1_4_3"	39
"Latvia"	"1_4_3"	66.6
"Netherlands"	"1_4_3"	32.7
"Norway"	"1_4_3"	NA
"New Zealand"	"1_4_3"	NA
"Poland"	"1_4_3"	57.2
"Portugal"	"1_4_3"	38.6
"Slovakia"	"1_4_3"	54.6
"Slovenia"	"1_4_3"	21.1
"Sweden"	"1_4_3"	35.3
"Turkey"	"1_4_3"	NA
"United States of America"	"1_4_3"	NA
"Australia"	"1_1_1_outliers_adjusted"	22.6
"Austria"	"1_1_1_outliers_adjusted"	28.1
"Belgium"	"1_1_1_outliers_adjusted"	28
"Canada"	"1_1_1_outliers_adjusted"	23.8
"Switzerland"	"1_1_1_outliers_adjusted"	26.8
"Chile"	"1_1_1_outliers_adjusted"	15.2
"Czechia"	"1_1_1_outliers_adjusted"	26.9
"Germany"	"1_1_1_outliers_adjusted"	32.1
"Denmark"	"1_1_1_outliers_adjusted"	29.7
"Spain"	"1_1_1_outliers_adjusted"	28.5
"Estonia"	"1_1_1_outliers_adjusted"	28.9
"Finland"	"1_1_1_outliers_adjusted"	32
"France"	"1_1_1_outliers_adjusted"	30.2
"United Kingdom"	"1_1_1_outliers_adjusted"	28.2
"Greece"	"1_1_1_outliers_adjusted"	30.5
"Hungary"	"1_1_1_outliers_adjusted"	25.7
"Ireland"	"1_1_1_outliers_adjusted"	20.3
"Israel"	"1_1_1_outliers_adjusted"	18.4
"Italy"	"1_1_1_outliers_adjusted"	35
"Japan"	"1_1_1_outliers_adjusted"	42.7
"Republic of Korea"	"1_1_1_outliers_adjusted"	17.7
"Lithuania"	"1_1_1_outliers_adjusted"	28
"Luxembourg"	"1_1_1_outliers_adjusted"	20.1
"Latvia"	"1_1_1_outliers_adjusted"	29.4
"Netherlands"	"1_1_1_outliers_adjusted"	27.4
"Norway"	"1_1_1_outliers_adjusted"	24.8
"New Zealand"	"1_1_1_outliers_adjusted"	22.4
"Poland"	"1_1_1_outliers_adjusted"	22.5
"Portugal"	"1_1_1_outliers_adjusted"	31.8
"Slovakia"	"1_1_1_outliers_adjusted"	19.9
"Slovenia"	"1_1_1_outliers_adjusted"	26.8
"Sweden"	"1_1_1_outliers_adjusted"	31.1
"Turkey"	"1_1_1_outliers_adjusted"	11.7
"United States of America"	"1_1_1_outliers_adjusted"	22.1
"Australia"	"1_1_2_outliers_adjusted"	37.2
"Austria"	"1_1_2_outliers_adjusted"	54.5
"Belgium"	"1_1_2_outliers_adjusted"	46.3
"Canada"	"1_1_2_outliers_adjusted"	43.8
"Switzerland"	"1_1_2_outliers_adjusted"	50
"Chile"	"1_1_2_outliers_adjusted"	39.2
"Czechia"	"1_1_2_outliers_adjusted"	54
"Germany"	"1_1_2_outliers_adjusted"	54.4
"Denmark"	"1_1_2_outliers_adjusted"	41
"Spain"	"1_1_2_outliers_adjusted"	71.2
"Estonia"	"1_1_2_outliers_adjusted"	51.5
"Finland"	"1_1_2_outliers_adjusted"	44.3
"France"	"1_1_2_outliers_adjusted"	47.2
"United Kingdom"	"1_1_2_outliers_adjusted"	43.6
"Greece"	"1_1_2_outliers_adjusted"	67.7
"Hungary"	"1_1_2_outliers_adjusted"	48.1
"Ireland"	"1_1_2_outliers_adjusted"	45.1
"Israel"	"1_1_2_outliers_adjusted"	48.2
"Italy"	"1_1_2_outliers_adjusted"	66.2
"Japan"	"1_1_2_outliers_adjusted"	71.2
"Republic of Korea"	"1_1_2_outliers_adjusted"	66.3
"Lithuania"	"1_1_2_outliers_adjusted"	43.7
"Luxembourg"	"1_1_2_outliers_adjusted"	38.2
"Latvia"	"1_1_2_outliers_adjusted"	48
"Netherlands"	"1_1_2_outliers_adjusted"	48.2
"Norway"	"1_1_2_outliers_adjusted"	39.1
"New Zealand"	"1_1_2_outliers_adjusted"	39.5
"Poland"	"1_1_2_outliers_adjusted"	56.3
"Portugal"	"1_1_2_outliers_adjusted"	67.5
"Slovakia"	"1_1_2_outliers_adjusted"	49.6
"Slovenia"	"1_1_2_outliers_adjusted"	61.1
"Sweden"	"1_1_2_outliers_adjusted"	41.3
"Turkey"	"1_1_2_outliers_adjusted"	32.8
"United States of America"	"1_1_2_outliers_adjusted"	36.4
"Australia"	"1_2_1_outliers_adjusted"	NA
"Austria"	"1_2_1_outliers_adjusted"	46.3
"Belgium"	"1_2_1_outliers_adjusted"	42.5
"Canada"	"1_2_1_outliers_adjusted"	42.1
"Switzerland"	"1_2_1_outliers_adjusted"	NA
"Chile"	"1_2_1_outliers_adjusted"	53
"Czechia"	"1_2_1_outliers_adjusted"	46.7
"Germany"	"1_2_1_outliers_adjusted"	54.2
"Denmark"	"1_2_1_outliers_adjusted"	38.3
"Spain"	"1_2_1_outliers_adjusted"	51.9
"Estonia"	"1_2_1_outliers_adjusted"	43
"Finland"	"1_2_1_outliers_adjusted"	33.6
"France"	"1_2_1_outliers_adjusted"	49.2
"United Kingdom"	"1_2_1_outliers_adjusted"	37.7
"Greece"	"1_2_1_outliers_adjusted"	58.7
"Hungary"	"1_2_1_outliers_adjusted"	NA
"Ireland"	"1_2_1_outliers_adjusted"	42.7
"Israel"	"1_2_1_outliers_adjusted"	44.8
"Italy"	"1_2_1_outliers_adjusted"	50.7
"Japan"	"1_2_1_outliers_adjusted"	54.3
"Republic of Korea"	"1_2_1_outliers_adjusted"	43.2
"Lithuania"	"1_2_1_outliers_adjusted"	63
"Luxembourg"	"1_2_1_outliers_adjusted"	NA
"Latvia"	"1_2_1_outliers_adjusted"	NA
"Netherlands"	"1_2_1_outliers_adjusted"	40.1
"Norway"	"1_2_1_outliers_adjusted"	31.4
"New Zealand"	"1_2_1_outliers_adjusted"	32.8
"Poland"	"1_2_1_outliers_adjusted"	50.4
"Portugal"	"1_2_1_outliers_adjusted"	NA
"Slovakia"	"1_2_1_outliers_adjusted"	64.4
"Slovenia"	"1_2_1_outliers_adjusted"	52.9
"Sweden"	"1_2_1_outliers_adjusted"	35.4
"Turkey"	"1_2_1_outliers_adjusted"	59.5
"United States of America"	"1_2_1_outliers_adjusted"	37.2
"Australia"	"1_2_2_outliers_adjusted"	14.9
"Austria"	"1_2_2_outliers_adjusted"	13.1
"Belgium"	"1_2_2_outliers_adjusted"	18.5
"Canada"	"1_2_2_outliers_adjusted"	15.2
"Switzerland"	"1_2_2_outliers_adjusted"	NA
"Chile"	"1_2_2_outliers_adjusted"	NA
"Czechia"	"1_2_2_outliers_adjusted"	9.4
"Germany"	"1_2_2_outliers_adjusted"	11.6
"Denmark"	"1_2_2_outliers_adjusted"	11.8
"Spain"	"1_2_2_outliers_adjusted"	27.2
"Estonia"	"1_2_2_outliers_adjusted"	19.9
"Finland"	"1_2_2_outliers_adjusted"	16
"France"	"1_2_2_outliers_adjusted"	11.5
"United Kingdom"	"1_2_2_outliers_adjusted"	14.6
"Greece"	"1_2_2_outliers_adjusted"	17.2
"Hungary"	"1_2_2_outliers_adjusted"	22.8
"Ireland"	"1_2_2_outliers_adjusted"	23.6
"Israel"	"1_2_2_outliers_adjusted"	13.2
"Italy"	"1_2_2_outliers_adjusted"	13.8
"Japan"	"1_2_2_outliers_adjusted"	15.7
"Republic of Korea"	"1_2_2_outliers_adjusted"	28.9
"Lithuania"	"1_2_2_outliers_adjusted"	28.7
"Luxembourg"	"1_2_2_outliers_adjusted"	18.3
"Latvia"	"1_2_2_outliers_adjusted"	23.2
"Netherlands"	"1_2_2_outliers_adjusted"	10.9
"Norway"	"1_2_2_outliers_adjusted"	12.7
"New Zealand"	"1_2_2_outliers_adjusted"	NA
"Poland"	"1_2_2_outliers_adjusted"	19.1
"Portugal"	"1_2_2_outliers_adjusted"	21.3
"Slovakia"	"1_2_2_outliers_adjusted"	16.1
"Slovenia"	"1_2_2_outliers_adjusted"	18.6
"Sweden"	"1_2_2_outliers_adjusted"	15.2
"Turkey"	"1_2_2_outliers_adjusted"	NA
"United States of America"	"1_2_2_outliers_adjusted"	9.8
"Australia"	"1_3_1_outliers_adjusted"	21.5
"Austria"	"1_3_1_outliers_adjusted"	19.1
"Belgium"	"1_3_1_outliers_adjusted"	17.3
"Canada"	"1_3_1_outliers_adjusted"	25.1
"Switzerland"	"1_3_1_outliers_adjusted"	NA
"Chile"	"1_3_1_outliers_adjusted"	67.1
"Czechia"	"1_3_1_outliers_adjusted"	16.9
"Germany"	"1_3_1_outliers_adjusted"	22.6
"Denmark"	"1_3_1_outliers_adjusted"	19.1
"Spain"	"1_3_1_outliers_adjusted"	35.7
"Estonia"	"1_3_1_outliers_adjusted"	18.2
"Finland"	"1_3_1_outliers_adjusted"	15.4
"France"	"1_3_1_outliers_adjusted"	31.5
"United Kingdom"	"1_3_1_outliers_adjusted"	26.8
"Greece"	"1_3_1_outliers_adjusted"	35.5
"Hungary"	"1_3_1_outliers_adjusted"	NA
"Ireland"	"1_3_1_outliers_adjusted"	27.7
"Israel"	"1_3_1_outliers_adjusted"	36.3
"Italy"	"1_3_1_outliers_adjusted"	38
"Japan"	"1_3_1_outliers_adjusted"	9.1
"Republic of Korea"	"1_3_1_outliers_adjusted"	20.6
"Lithuania"	"1_3_1_outliers_adjusted"	21.1
"Luxembourg"	"1_3_1_outliers_adjusted"	NA
"Latvia"	"1_3_1_outliers_adjusted"	NA
"Netherlands"	"1_3_1_outliers_adjusted"	15.6
"Norway"	"1_3_1_outliers_adjusted"	16.9
"New Zealand"	"1_3_1_outliers_adjusted"	20.7
"Poland"	"1_3_1_outliers_adjusted"	27.4
"Portugal"	"1_3_1_outliers_adjusted"	NA
"Slovakia"	"1_3_1_outliers_adjusted"	16.5
"Slovenia"	"1_3_1_outliers_adjusted"	31.2
"Sweden"	"1_3_1_outliers_adjusted"	17.5
"Turkey"	"1_3_1_outliers_adjusted"	56.9
"United States of America"	"1_3_1_outliers_adjusted"	30
"Australia"	"1_3_2_outliers_adjusted"	22.4
"Austria"	"1_3_2_outliers_adjusted"	29.9
"Belgium"	"1_3_2_outliers_adjusted"	31.6
"Canada"	"1_3_2_outliers_adjusted"	29.3
"Switzerland"	"1_3_2_outliers_adjusted"	NA
"Chile"	"1_3_2_outliers_adjusted"	62.6
"Czechia"	"1_3_2_outliers_adjusted"	31.4
"Germany"	"1_3_2_outliers_adjusted"	30.9
"Denmark"	"1_3_2_outliers_adjusted"	25.5
"Spain"	"1_3_2_outliers_adjusted"	NA
"Estonia"	"1_3_2_outliers_adjusted"	37.8
"Finland"	"1_3_2_outliers_adjusted"	24.7
"France"	"1_3_2_outliers_adjusted"	NA
"United Kingdom"	"1_3_2_outliers_adjusted"	28.7
"Greece"	"1_3_2_outliers_adjusted"	54.7
"Hungary"	"1_3_2_outliers_adjusted"	NA
"Ireland"	"1_3_2_outliers_adjusted"	37
"Israel"	"1_3_2_outliers_adjusted"	41.2
"Italy"	"1_3_2_outliers_adjusted"	NA
"Japan"	"1_3_2_outliers_adjusted"	35.7
"Republic of Korea"	"1_3_2_outliers_adjusted"	41.9
"Lithuania"	"1_3_2_outliers_adjusted"	55.7
"Luxembourg"	"1_3_2_outliers_adjusted"	NA
"Latvia"	"1_3_2_outliers_adjusted"	NA
"Netherlands"	"1_3_2_outliers_adjusted"	22.1
"Norway"	"1_3_2_outliers_adjusted"	21.5
"New Zealand"	"1_3_2_outliers_adjusted"	22.9
"Poland"	"1_3_2_outliers_adjusted"	56.8
"Portugal"	"1_3_2_outliers_adjusted"	NA
"Slovakia"	"1_3_2_outliers_adjusted"	43.2
"Slovenia"	"1_3_2_outliers_adjusted"	47.8
"Sweden"	"1_3_2_outliers_adjusted"	23.4
"Turkey"	"1_3_2_outliers_adjusted"	73.5
"United States of America"	"1_3_2_outliers_adjusted"	30.4
"Australia"	"1_4_1_outliers_adjusted"	24
"Austria"	"1_4_1_outliers_adjusted"	41.2
"Belgium"	"1_4_1_outliers_adjusted"	22.8
"Canada"	"1_4_1_outliers_adjusted"	25.2
"Switzerland"	"1_4_1_outliers_adjusted"	NA
"Chile"	"1_4_1_outliers_adjusted"	65.6
"Czechia"	"1_4_1_outliers_adjusted"	40.1
"Germany"	"1_4_1_outliers_adjusted"	46.9
"Denmark"	"1_4_1_outliers_adjusted"	23.8
"Spain"	"1_4_1_outliers_adjusted"	39.4
"Estonia"	"1_4_1_outliers_adjusted"	47.2
"Finland"	"1_4_1_outliers_adjusted"	29.9
"France"	"1_4_1_outliers_adjusted"	31.1
"United Kingdom"	"1_4_1_outliers_adjusted"	20.9
"Greece"	"1_4_1_outliers_adjusted"	35.8
"Hungary"	"1_4_1_outliers_adjusted"	NA
"Ireland"	"1_4_1_outliers_adjusted"	24.3
"Israel"	"1_4_1_outliers_adjusted"	32.1
"Italy"	"1_4_1_outliers_adjusted"	32.6
"Japan"	"1_4_1_outliers_adjusted"	69.5
"Republic of Korea"	"1_4_1_outliers_adjusted"	NA
"Lithuania"	"1_4_1_outliers_adjusted"	41.4
"Luxembourg"	"1_4_1_outliers_adjusted"	NA
"Latvia"	"1_4_1_outliers_adjusted"	NA
"Netherlands"	"1_4_1_outliers_adjusted"	17.8
"Norway"	"1_4_1_outliers_adjusted"	31.5
"New Zealand"	"1_4_1_outliers_adjusted"	31
"Poland"	"1_4_1_outliers_adjusted"	45.2
"Portugal"	"1_4_1_outliers_adjusted"	NA
"Slovakia"	"1_4_1_outliers_adjusted"	NA
"Slovenia"	"1_4_1_outliers_adjusted"	40.5
"Sweden"	"1_4_1_outliers_adjusted"	34.5
"Turkey"	"1_4_1_outliers_adjusted"	23.3
"United States of America"	"1_4_1_outliers_adjusted"	22.9
"Australia"	"1_4_2_outliers_adjusted"	42
"Austria"	"1_4_2_outliers_adjusted"	39
"Belgium"	"1_4_2_outliers_adjusted"	24
"Canada"	"1_4_2_outliers_adjusted"	32
"Switzerland"	"1_4_2_outliers_adjusted"	41
"Chile"	"1_4_2_outliers_adjusted"	NA
"Czechia"	"1_4_2_outliers_adjusted"	18
"Germany"	"1_4_2_outliers_adjusted"	46
"Denmark"	"1_4_2_outliers_adjusted"	NA
"Spain"	"1_4_2_outliers_adjusted"	14
"Estonia"	"1_4_2_outliers_adjusted"	NA
"Finland"	"1_4_2_outliers_adjusted"	22
"France"	"1_4_2_outliers_adjusted"	29
"United Kingdom"	"1_4_2_outliers_adjusted"	14
"Greece"	"1_4_2_outliers_adjusted"	59
"Hungary"	"1_4_2_outliers_adjusted"	47
"Ireland"	"1_4_2_outliers_adjusted"	11
"Israel"	"1_4_2_outliers_adjusted"	39
"Italy"	"1_4_2_outliers_adjusted"	28
"Japan"	"1_4_2_outliers_adjusted"	83
"Republic of Korea"	"1_4_2_outliers_adjusted"	NA
"Lithuania"	"1_4_2_outliers_adjusted"	NA
"Luxembourg"	"1_4_2_outliers_adjusted"	NA
"Latvia"	"1_4_2_outliers_adjusted"	NA
"Netherlands"	"1_4_2_outliers_adjusted"	14
"Norway"	"1_4_2_outliers_adjusted"	30
"New Zealand"	"1_4_2_outliers_adjusted"	50
"Poland"	"1_4_2_outliers_adjusted"	41
"Portugal"	"1_4_2_outliers_adjusted"	NA
"Slovakia"	"1_4_2_outliers_adjusted"	28
"Slovenia"	"1_4_2_outliers_adjusted"	27
"Sweden"	"1_4_2_outliers_adjusted"	39
"Turkey"	"1_4_2_outliers_adjusted"	51
"United States of America"	"1_4_2_outliers_adjusted"	32
"Australia"	"1_4_3_outliers_adjusted"	NA
"Austria"	"1_4_3_outliers_adjusted"	50.4
"Belgium"	"1_4_3_outliers_adjusted"	39.9
"Canada"	"1_4_3_outliers_adjusted"	NA
"Switzerland"	"1_4_3_outliers_adjusted"	NA
"Chile"	"1_4_3_outliers_adjusted"	NA
"Czechia"	"1_4_3_outliers_adjusted"	66.4
"Germany"	"1_4_3_outliers_adjusted"	52.9
"Denmark"	"1_4_3_outliers_adjusted"	23.8
"Spain"	"1_4_3_outliers_adjusted"	42.3
"Estonia"	"1_4_3_outliers_adjusted"	44
"Finland"	"1_4_3_outliers_adjusted"	22.9
"France"	"1_4_3_outliers_adjusted"	35.6
"United Kingdom"	"1_4_3_outliers_adjusted"	34.6
"Greece"	"1_4_3_outliers_adjusted"	18.4
"Hungary"	"1_4_3_outliers_adjusted"	35.2
"Ireland"	"1_4_3_outliers_adjusted"	32
"Israel"	"1_4_3_outliers_adjusted"	NA
"Italy"	"1_4_3_outliers_adjusted"	35.5
"Japan"	"1_4_3_outliers_adjusted"	NA
"Republic of Korea"	"1_4_3_outliers_adjusted"	NA
"Lithuania"	"1_4_3_outliers_adjusted"	40.1
"Luxembourg"	"1_4_3_outliers_adjusted"	39
"Latvia"	"1_4_3_outliers_adjusted"	66.6
"Netherlands"	"1_4_3_outliers_adjusted"	32.7
"Norway"	"1_4_3_outliers_adjusted"	NA
"New Zealand"	"1_4_3_outliers_adjusted"	NA
"Poland"	"1_4_3_outliers_adjusted"	57.2
"Portugal"	"1_4_3_outliers_adjusted"	38.6
"Slovakia"	"1_4_3_outliers_adjusted"	54.6
"Slovenia"	"1_4_3_outliers_adjusted"	21.1
